OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
561690-1,28,17,17,17,4
569534-1,188,130,130,129,4
564672-1,267,176,176,171,4
547999-13,166,104,104,102,4
563943-1,92,59,59,59,4
551945-1,314,164,164,164,4
549991-1,267,160,160,159,4
551805-1,265,166,166,165,4
565237-1,287,173,173,170,4
591441-1,120,76,76,76,4
570915-1,111,82,82,82,4
553077-1,76,60,60,59,4
546127-1,422,285,285,284,4
573736-1,285,181,181,180,4
550311-1,71,54,54,54,4
550680-1,291,166,166,166,4
592897-1,201,120,120,120,4
561061-1,130,107,107,107,4
593711-39,135,98,98,98,4
502081-2019,482,227,227,226,4
547841-1,162,130,130,129,4
548871-1,36,28,28,28,4
571091-2,193,149,149,149,4
569674-2,64,51,51,51,4
568902-3,60,39,39,39,4
530395-1,179,93,93,93,4
578517-1,49,35,35,34,4
599077-5,305,155,155,154,4
556831-5,86,49,49,49,4
594318-1,126,82,82,81,4
561380-15,391,238,238,237,4
546399-1,98,73,73,73,4
595675-1,80,61,61,61,4
580481-7,119,77,77,77,4
578380-5,40,27,26,26,4
529982-1,157,99,99,98,4
536679-1,63,51,51,51,4
569038-2,106,79,79,79,4
513113-1,198,143,143,143,4
557684-4,58,40,40,40,4
545058-3,277,187,187,187,4
563897-1,194,134,134,132,4
552500-1,228,136,136,135,4
571393-6,552,338,338,337,4
542644-2,72,50,50,50,4
558079-1,51,31,31,31,4
503410-1,150,89,89,89,4
578347-11,227,167,167,167,4
586846-18,478,234,234,234,4
559300-9,429,234,234,233,4
531219-1,298,202,202,199,4
567256-3,422,43,43,42,4
575399-3,85,76,76,76,4
548812-1,50,35,35,34,4
535095-1,105,64,64,64,4
534641-1,215,126,126,126,4
548928-1,30,24,24,23,4
546828-1,36,24,24,24,4
559202-3,113,61,61,61,4
598518-1,79,40,40,40,4
554499-5,535,175,175,175,4
588202-1,199,144,144,142,4
580678-1,106,81,81,81,4
538329-1,274,168,168,168,4
552046-28,642,420,420,414,4
552305-1,140,82,82,81,4
563366-1,64,53,53,52,4
556734-3,45,32,32,32,4
544531-1,409,265,265,265,4
556637-5,69,57,57,57,4
546224-15033,551,295,295,293,4
545171-4,940,510,510,502,4
573922-5,622,230,230,227,4
588032-7,126,87,87,86,4
564605-1,126,98,98,98,4
536105-1,95,66,66,66,4
548057-1,56,43,43,43,4
546135-11029,802,406,406,403,4
545881-5,462,281,281,279,4
576557-1,191,129,129,129,4
599751-1,64,49,49,49,4
588342-1,147,103,103,103,4
530557-1,119,78,78,78,4
537772-1,430,293,293,293,4
560979-1,152,80,80,80,4
504921-1,236,167,167,165,4
534099-1,337,208,208,204,4
561380-25,256,120,120,119,4
586994-1,186,125,125,125,4
578576-12,155,100,100,100,4
597180-1,496,230,230,226,4
544612-2,121,91,91,90,4
559806-1,148,93,93,93,4
588393-12,105,70,70,70,4
579467-1,82,30,30,30,4
567892-1002,1475,229,229,227,4
545805-1,290,197,197,197,4
590002-1,265,156,156,156,4
581887-1,134,108,108,108,4
574121-17,492,295,295,292,4
500143-5007,449,284,283,282,4
561959-1,325,210,210,210,4
536504-1,46,28,28,28,4
509621-3,82,57,57,57,4
550019-1,157,98,98,98,4
560715-13,205,121,121,121,4
549193-1,96,72,72,70,4
566101-1,69,48,48,48,4
563480-1,144,87,87,87,4
547492-24,38,28,28,28,4
566993-1,97,82,82,82,4
562360-1,277,164,164,163,4
551996-1,255,148,148,147,4
586056-1,342,237,236,234,4
597686-1,121,61,61,60,4
506729-1,168,117,117,117,4
572292-1,58,44,44,42,4
586307-8,1373,692,692,691,4
513750-5,618,413,413,409,4
548316-1,142,108,108,107,4
584908-1,693,422,422,419,4
571687-1,110,82,82,82,4
554413-1,197,87,87,87,4
552607-1,279,172,172,171,4
568759-13,106,70,70,69,4
540293-1,135,91,91,91,4
563820-7,64,48,48,48,4
507016-11,819,376,376,373,4
547883-1,86,69,69,69,4
561436-1,66,54,54,54,4
587231-1,37,25,25,25,4
568201-1,549,310,310,306,4
547336-11,478,328,328,325,4
583944-1,231,148,148,147,4
563072-1,412,199,198,196,4
588407-1,151,100,100,100,4
540251-1,103,66,66,66,4
563315-1,105,68,68,67,4
533807-4,151,109,109,108,4
559717-3,858,534,533,531,4
536601-1,128,94,94,94,4
599069-26,778,349,348,348,4
588237-1,174,126,126,125,4
555771-28,91,53,53,53,4
559351-6,66,48,48,48,4
598917-30,816,254,254,253,4
533475-1,258,143,143,142,4
537420-1,148,72,72,72,4
530883-12,75,59,58,57,4
598569-4,248,180,180,179,4
537454-1,87,67,67,67,4
539911-38,227,150,150,148,4
598631-1,65,42,42,42,4
580716-2,254,173,173,173,4
561649-1,113,78,78,78,4
560499-5,590,286,286,283,4
567256-12,515,317,317,314,4
531014-1,71,55,55,55,4
565440-1,82,55,55,55,4
565083-1,544,291,291,290,4
574716-1002,543,323,322,320,4
500496-24,389,241,241,241,4
578347-12,100,63,63,63,4
590266-36,146,105,105,105,4
535869-1,517,349,348,342,4
561380-35,421,174,174,172,4
593141-1,547,381,381,375,4
529869-1,51,41,41,41,4
573027-1,104,74,74,73,4
599174-1,48,32,32,32,4
544302-5,137,93,93,93,4
529303-23,119,91,91,91,4
550761-1,89,49,49,48,4
548111-4,57,38,38,38,4
588008-1,171,112,112,111,4
592749-3,464,287,287,287,4
572241-10,49,28,28,27,4
589152-1,258,171,171,170,4
598470-1,207,135,135,135,4
548855-1,207,124,124,124,4
565849-5,81,51,51,51,4
592048-5,213,112,112,111,4
538868-1,209,135,135,135,4
598003-15,702,354,354,353,4
565539-1,246,158,158,158,4
513539-1,143,103,103,103,4
598437-1,112,79,79,79,4
558800-1,51,34,34,34,4
547565-1,146,98,98,96,4
547492-22,88,61,61,61,4
539155-2,229,165,165,164,4
533483-1,232,156,156,154,4
576875-1,244,182,181,177,4
599182-1,130,96,96,96,4
596817-2,91,77,77,76,4
532312-1,482,381,381,380,4
567892-1016,422,227,227,222,4
563587-1,131,92,92,92,4
580988-1,86,66,66,66,4
546135-11052,780,386,386,382,4
534854-1,105,73,73,73,4
552046-41,267,115,115,114,4
515329-1,298,222,222,220,4
530654-1,173,131,131,128,4
597031-1,67,53,53,53,4
545856-1,455,289,289,289,4
598003-20,573,340,340,339,4
578011-1,90,54,54,54,4
570052-1,165,121,121,121,4
596477-1,129,83,83,82,4
591823-1,85,66,66,66,4
569259-1,207,135,135,135,4
578614-1,83,50,50,50,4
544337-1,171,112,112,111,4
599352-3,708,277,277,276,4
534609-1,376,231,231,231,4
546224-15068,581,373,373,373,4
581283-11,569,283,283,282,4
548707-1,123,97,97,96,4
577227-1,155,124,124,123,4
569071-1,173,134,134,131,4
592889-25,296,173,173,171,4
576964-3,668,255,255,251,4
558249-8,99,67,67,67,4
551040-1,144,115,115,115,4
530514-1,114,67,67,67,4
564419-1,129,93,93,93,4
598933-10,631,364,364,361,4
542547-1,252,169,169,169,4
574546-3,102,78,78,78,4
589438-1,267,172,172,172,4
555380-11,394,197,197,196,4
541656-8,434,247,246,246,4
552895-1,268,159,159,158,4
567442-5,868,356,356,356,4
555835-4,48,36,36,36,4
549428-1,265,179,179,178,4
579033-1,147,108,108,108,4
555088-59,544,70,70,69,4
565067-1,310,224,224,222,4
572209-2,39,31,31,31,4
531774-1,112,83,83,83,4
572713-1,316,214,214,214,4
597783-6,609,356,356,350,4
589250-2,589,327,327,326,4
500119-4039,494,300,300,300,4
597520-18,842,446,445,440,4
568759-11,153,118,118,118,4
590461-1,150,115,115,115,4
545988-2026,620,424,422,422,4
999997-30,20,20,20,20,4
513181-1,104,74,74,74,4
578410-1,46,30,30,30,4
541630-10,322,233,233,233,4
549363-4,121,93,93,93,4
567256-15,1759,368,367,362,4
582891-1,263,183,183,183,4
544281-8,133,84,84,84,4
599166-1,108,72,72,72,4
551791-2,90,49,49,49,4
595861-1,204,143,143,143,4
578576-4,608,408,408,404,4
503444-11,187,114,114,112,4
547549-1,150,102,102,101,4
572411-3,660,410,410,407,4
537292-3,45,36,36,36,4
551457-1,360,217,217,217,4
570133-1,365,240,240,237,4
547999-12,181,114,114,114,4
598259-4,430,282,282,282,4
569054-1,128,75,75,75,4
546135-11019,785,443,442,441,4
529826-1,80,65,65,65,4
559300-2,449,255,255,254,4
514055-1,621,328,328,322,4
564664-1,68,49,49,49,4
550850-9,36,29,29,29,4
523917-3,389,241,241,240,4
589004-3,48,34,34,34,4
591408-1,68,47,47,47,4
506451-4,234,149,149,149,4
557951-4,66,45,45,45,4
596248-1,175,129,129,129,4
586307-12,712,465,465,460,4
534633-1,79,51,51,50,4
534765-2,257,148,148,148,4
598003-43,533,361,361,360,4
536326-1,867,513,513,505,4
595209-8,510,307,307,306,4
535443-5,145,90,90,90,4
568678-4,66,62,62,62,4
598143-6,1056,545,545,543,4
571709-1,126,81,81,80,4
501298-3006,786,502,502,501,4
553174-1,231,167,167,165,4
573868-8,1190,356,356,355,4
555771-16,231,142,140,139,4
569313-1,106,65,65,65,4
587613-1,55,40,40,40,4
535087-8,892,506,506,504,4
550191-1,212,135,135,133,4
505099-1,159,121,121,121,4
575470-1,79,59,59,58,4
574716-1008,447,297,297,296,4
578835-1,78,57,57,56,4
537675-1,375,229,229,227,4
546046-19003,109,0,0,0,4
563978-1,107,87,87,86,4
562335-37,384,167,167,165,4
545970-1037,578,350,350,348,4
532941-1,180,115,115,114,4
590509-1,164,120,120,119,4
555436-3001,233,184,184,184,4
598917-54,560,319,319,317,4
502081-2015,1080,540,540,537,4
596990-1,97,76,76,75,4
576859-8,169,118,118,117,4
593711-16,960,590,583,583,4
556858-1,712,405,405,402,4
598909-1,57,45,45,45,4
537560-1,155,99,98,97,4
555321-43,820,491,490,488,4
573400-1,126,86,86,86,4
547450-1,230,141,141,141,4
567337-2,857,191,191,191,4
544256-15,306,192,192,190,4
553603-1,35,26,26,26,4
571385-2,430,267,267,264,4
561622-1,134,92,92,91,4
570796-1,323,215,215,214,4
562157-1,88,63,63,63,4
534579-3,64,47,47,47,4
530581-1,237,147,147,147,4
570290-1,140,90,90,88,4
550370-1,83,72,72,72,4
597007-9,213,151,151,151,4
541133-1,403,258,258,257,4
553948-2,121,73,73,73,4
571199-1,151,112,112,111,4
572951-1,136,102,102,101,4
553069-7,471,354,354,352,4
537527-1,38,30,30,30,4
574082-4,118,77,77,76,4
500623-2,112,75,75,75,4
588474-1,206,133,133,132,4
552046-31,167,112,112,112,4
573655-1,187,137,137,135,4
549380-3,106,81,81,81,4
547361-14003,572,369,369,366,4
569526-1,300,147,147,146,4
561827-2,70,46,46,46,4
588091-1,27,21,21,21,4
529303-18,831,609,609,609,4
580376-2,557,363,363,361,4
576271-4,433,301,301,299,4
571661-4,86,58,58,58,4
580775-1,420,317,317,314,4
548944-1,108,78,78,78,4
586871-1,289,219,219,219,4
594482-5,603,340,340,340,4
544264-1,555,333,333,333,4
557684-3,81,48,48,47,4
546224-15031,587,352,352,349,4
558052-1,96,54,54,53,4
573272-2,155,61,61,59,4
581283-8,433,287,287,285,4
504301-1,326,202,202,201,4
507695-1,95,63,63,63,4
579289-1,41,29,29,29,4
545376-1,285,149,149,148,4
547247-3,65,53,53,53,4
534501-3,76,44,44,44,4
569178-1,261,170,170,169,4
574511-1,240,139,139,139,4
598810-38,658,431,431,429,4
590878-1,102,61,61,60,4
566764-1,51,27,27,27,4
599441-1,95,41,41,41,4
580481-4,76,53,53,53,4
578576-11,165,115,115,114,4
541559-1,153,71,71,71,4
594741-1,81,39,39,39,4
569101-1,198,107,107,107,4
545155-6,77,50,50,50,4
547441-1,243,172,172,171,4
565849-6,85,57,57,57,4
585874-1,238,165,165,165,4
548154-1,237,165,165,165,4
552801-5,88,71,71,71,4
541664-1,302,143,143,142,4
506770-1,415,295,295,291,4
569216-1,266,201,201,200,4
551899-2,129,100,100,100,4
545732-1,163,117,117,116,4
596973-8,76,48,48,48,4
563102-1,1128,435,435,435,4
538728-13,129,86,86,86,4
517275-1,122,94,94,94,4
571466-2,53,27,27,27,4
531235-1,210,144,144,144,4
599131-1,119,92,92,92,4
541290-2,68,46,46,46,4
570729-1,114,87,87,87,4
564494-3,124,81,81,80,4
585891-7,215,153,153,153,4
546135-11017,743,448,447,447,4
547654-1,149,90,90,90,4
547972-1,78,47,47,46,4
534251-1,152,112,112,112,4
584053-1,225,164,164,162,4
534200-1,393,226,226,225,4
589110-1,146,91,91,91,4
532398-1,198,112,112,112,4
506451-3,138,120,120,120,4
559032-1,108,77,77,77,4
538639-1,211,116,116,116,4
530905-5,88,61,61,61,4
560472-8,469,248,248,245,4
576891-5,68,51,51,51,4
566632-1,65,49,49,49,4
536181-5,83,50,50,50,4
592978-1,217,136,136,135,4
546895-1,65,54,54,54,4
592889-7,671,439,439,437,4
549509-1,227,147,147,147,4
581283-13,621,301,301,300,4
573710-1,192,134,134,134,4
587052-1,194,137,137,137,4
586021-1,587,352,352,350,4
555321-41,1030,625,625,623,4
562335-17,860,406,406,402,4
544485-4,228,154,154,154,4
594458-1,618,325,325,322,4
556467-3,83,59,59,59,4
556912-4,83,53,53,53,4
566624-9,56,36,36,35,4
502316-4012,615,392,392,388,4
584002-7,78,61,61,60,4
597520-9,586,331,330,329,4
555801-2,180,100,100,99,4
595969-1,157,112,112,112,4
530841-7,227,162,162,159,4
545716-1,208,144,144,144,4
560758-1,1017,549,548,542,4
598003-17,736,423,423,421,4
561916-1,102,73,73,73,4
534218-1,89,65,65,64,4
562041-1,59,47,47,47,4
569208-1,146,97,97,97,4
567256-4,488,20,20,20,4
590151-1,140,87,87,87,4
557188-1,259,163,163,161,4
555380-5,417,218,218,217,4
545058-9,725,440,440,437,4
573485-1,74,60,60,59,4
517569-1,225,119,119,119,4
513130-1,196,137,137,137,4
537501-4,225,133,133,132,4
535991-2,210,143,143,141,4
562807-1,146,114,114,114,4
546721-1,169,112,111,111,4
533513-2,80,68,68,67,4
552798-1,187,127,127,127,4
559741-1,54,42,42,42,4
561657-1,87,65,65,65,4
598585-1,62,47,47,47,4
572241-14,256,160,160,158,4
529672-1,128,102,102,100,4
529699-1,57,40,40,40,4
598003-34,681,416,415,412,4
555282-1,345,227,227,225,4
598917-57,728,406,406,403,4
565652-1,48,37,37,36,4
578347-4,269,173,173,172,4
577316-3,66,49,49,49,4
575917-1,62,44,44,44,4
573868-21,169,118,118,118,4
569569-7,129,79,79,78,4
580350-8,172,129,129,129,4
999997-49,58,39,39,39,4
582603-2,218,144,144,143,4
530379-1,103,77,77,77,4
575445-2,134,100,100,100,4
560286-3,939,336,336,332,4
562939-1,285,157,157,155,4
588393-6,535,373,373,371,4
564532-2,77,42,42,41,4
594903-1,216,138,138,137,4
588318-1,257,169,169,168,4
551538-1,311,196,196,196,4
571881-1,100,76,76,75,4
536466-1,246,88,88,87,4
526622-1,247,183,183,182,4
533777-1,348,211,211,211,4
593559-3,235,169,169,168,4
573388-1,97,71,71,69,4
564478-1,218,149,149,149,4
561444-2,316,178,177,177,4
546224-15046,577,315,315,313,4
598593-1,152,112,112,111,4
599646-1,304,187,187,187,17
544281-4,139,89,89,89,4
532819-12,186,109,109,109,4
546135-11095,675,488,487,487,4
557897-1,161,97,97,97,4
503444-14,166,108,108,107,4
550418-3,104,67,67,67,4
572152-3,61,46,46,46,4
549321-1,119,95,95,95,4
596388-1,192,154,154,154,4
511382-6,693,431,431,423,4
582336-1,500,336,336,335,4
530328-1,154,89,89,89,4
599565-15,888,536,536,536,4
551023-1,69,49,49,49,4
555835-3,50,44,44,44,4
561002-1,365,186,186,183,4
560383-11,231,136,136,136,4
565482-1,275,189,189,188,4
592889-14,764,533,531,526,4
547361-14014,594,376,376,374,4
551414-1,217,124,124,124,4
580759-1,289,210,210,209,4
562459-1,92,70,70,70,4
540609-2,113,74,74,74,4
550591-1,55,48,48,48,4
549771-4,73,43,43,42,4
545384-3,77,59,59,55,4
591289-1,76,63,63,63,4
541281-10,108,72,72,72,4
532002-1,396,252,252,252,4
520306-1,439,301,301,299,4
553433-1,237,161,161,160,4
539694-13052,602,399,399,393,4
562408-1,535,322,322,321,4
569470-1,221,161,161,160,4
539473-1,91,49,49,49,4
597635-4,368,177,177,175,4
534811-1,169,119,119,119,4
539970-1,303,201,201,200,5
573841-1,104,63,63,63,5
581917-10,75,52,52,52,5
553956-1,221,105,105,104,5
548553-1,69,59,59,59,5
545970-1043,631,412,412,410,5
546003-3028,360,263,263,259,5
540641-1,189,141,141,141,5
592731-7,786,403,403,400,5
508357-1,138,102,102,102,5
550540-3,94,61,61,61,5
599352-10,365,253,253,253,5
594687-1,273,137,137,137,5
545309-1,321,238,238,238,5
536342-1,78,49,49,49,5
554189-1,143,64,64,64,5
502316-4001,997,331,330,329,5
554693-1,280,156,156,153,5
567639-9,1053,212,212,210,5
593923-1,217,145,145,145,5
549142-2,43,37,37,37,5
597686-2,114,47,47,47,5
556831-4,201,120,120,119,5
565903-1,258,148,148,148,5
549231-5,76,43,43,43,5
567761-1,381,219,219,214,5
566861-1,97,82,82,82,5
577308-5,181,135,135,133,5
507458-1,298,187,187,185,5
535974-1,363,250,250,250,5
561380-30,367,195,195,194,5
586927-1,122,90,90,90,5
587109-1,118,83,83,83,5
500496-64,375,218,218,216,5
567256-1,460,203,203,199,5
500143-5013,477,275,275,273,5
541834-2,674,401,401,399,5
557587-8,53,44,44,44,5
552763-1,247,194,194,192,5
563234-1,131,92,92,90,5
576450-1,224,143,143,140,5
572624-1,223,147,147,146,5
575259-1,159,97,97,96,5
599344-1,698,449,449,448,5
562840-1,299,206,206,205,5
597287-1,360,222,222,220,5
547891-1,315,223,222,220,5
569097-1,183,97,97,96,5
563871-9,276,197,197,195,5
572845-1,117,80,80,80,5
540056-1,116,71,71,70,5
552755-1,183,124,124,123,5
502081-2009,784,413,413,413,5
544566-1,947,509,509,506,5
554448-1,40,31,31,31,5
562904-1,110,78,78,78,5
568350-2,490,321,321,318,5
576387-1,121,78,78,78,5
560855-1,284,183,183,182,5
537331-2,185,127,127,127,5
579891-8,568,387,387,385,5
545058-4,459,283,281,278,5
566977-2,80,57,57,56,5
562700-1,372,231,231,231,5
592196-1,33,28,28,28,5
530689-2,206,160,160,160,5
590525-1,106,71,71,71,5
574040-1,190,130,130,129,5
549240-2,632,395,395,393,5
569887-2,91,57,57,57,5
569739-1,38,26,26,26,5
549576-9,114,68,68,68,5
546135-11036,750,332,332,332,5
556254-9,70,48,48,48,5
599808-10,212,155,155,154,5
541141-1,53,43,43,43,5
542377-2,94,67,67,67,5
540404-4,33,15,15,15,5
546224-15038,553,327,327,325,5
533467-1,383,227,227,227,5
597350-3,235,142,142,140,5
588733-1,323,222,222,221,5
585068-73,736,513,513,512,5
545171-6,225,145,145,143,5
556955-6,81,62,62,62,5
568783-1,67,36,36,36,5
509418-1,87,72,72,72,5
545562-7,885,353,353,353,5
582646-5,46,30,30,30,5
536211-1,110,56,56,56,5
570966-2,95,59,59,59,5
598917-60,668,316,316,315,5
599051-14,780,373,373,368,5
597180-8,566,312,312,309,5
559717-11,759,499,499,498,5
556637-3,122,72,72,72,5
568996-1,63,47,47,47,5
564257-1,84,52,52,52,5
562319-1,117,88,88,88,5
573167-1,390,246,246,246,5
505188-11,75,48,48,47,5
530387-1,180,111,111,109,5
580481-10,65,55,55,55,5
532746-1,49,39,39,39,5
580660-1,190,141,141,141,5
586471-1,184,113,113,113,5
587702-1,161,120,120,120,5
558362-4,114,65,65,65,5
547387-15023,1290,433,433,428,5
585211-5,126,87,87,87,5
563153-1,60,46,46,46,5
554341-1,348,244,244,242,5
533271-2,652,438,438,438,5
567175-3,197,108,108,107,5
572730-1,155,113,113,112,5
578444-9,650,371,369,364,5
502316-4004,752,403,403,402,5
546208-4015,750,458,458,457,5
569810-3,861,544,544,536,5
536032-1,50,34,34,34,5
589535-1,181,119,119,119,5
589284-1,240,137,137,135,5
552887-1,199,127,127,127,5
595985-1,104,85,85,85,5
574490-1,330,228,228,227,5
533891-1,292,165,165,165,5
595683-1,69,51,51,51,5
503444-17,113,61,61,61,5
562971-12,2447,466,466,466,5
566098-1,155,89,89,89,5
598755-1,227,165,165,163,5
589497-1,212,139,139,135,5
556301-4,62,46,46,46,5
561797-1,219,174,174,174,5
563862-3,37,33,33,33,5
558486-1,413,270,270,270,5
536806-1,136,68,68,68,5
596566-1,134,96,96,96,5
507610-1,61,44,44,44,5
565849-4,90,51,51,51,5
581194-1,77,59,59,59,5
561380-44,77,60,60,60,5
564656-7,73,44,44,44,5
597210-2,160,91,91,91,5
578592-1,65,46,46,46,5
534412-1,222,153,153,153,5
586854-1,134,95,95,94,5
505587-8,434,267,267,266,5
535087-6,2207,577,577,569,5
501298-3004,720,452,452,446,5
554294-3,211,153,153,151,5
530239-1,59,35,35,34,5
551970-5,101,67,67,66,5
567442-3,707,420,420,418,5
537021-4,55,41,41,41,5
572250-1,107,76,75,74,5
548952-1,129,65,65,64,5
546224-15064,598,295,293,291,5
566161-1,92,64,64,64,5
545392-11,314,180,180,180,5
546135-11070,828,308,307,305,5
577324-1,343,271,270,270,5
577553-2,319,201,201,200,5
557048-1,386,213,213,208,5
570974-1,261,194,192,191,5
559369-1,217,138,138,138,5
574317-1,292,167,167,166,5
545911-8027,518,325,325,324,5
592552-1,372,253,253,253,5
545970-1009,544,368,368,362,5
551783-1,200,128,127,124,5
599565-3,637,485,485,482,5
568414-26,62,41,41,41,5
545058-14,458,248,248,248,5
582417-1,223,169,169,168,5
545562-5,258,162,161,161,5
573132-1,331,183,183,182,5
553671-6,134,61,61,60,5
557722-2,90,55,55,54,5
591211-5,93,73,73,72,5
533602-1,198,144,144,142,5
549061-1,104,75,75,75,5
563901-1,269,162,162,162,5
577162-2,137,58,58,58,5
539279-3,470,264,264,262,5
554901-2,161,110,110,110,5
549690-1,154,107,107,106,5
570044-3,14,9,9,9,5
587516-1,147,110,110,109,5
559733-1,285,192,192,190,5
588547-1,162,94,94,94,5
544981-3,136,92,92,92,5
566624-12,131,43,43,43,5
575020-8001,211,129,129,128,5
546003-3019,505,252,252,248,5
572837-1,460,300,300,298,5
567027-1,445,317,317,315,5
563030-1,118,99,99,97,5
546429-1,102,75,75,75,5
572551-2,76,48,48,48,5
544647-1,263,176,176,175,5
578720-1,403,293,293,290,5
529915-1,54,40,40,39,5
586862-4,76,58,58,58,5
592889-17,541,313,312,312,5
573507-4,132,88,88,88,5
598810-34,610,348,348,347,5
574180-1,223,140,140,138,5
558371-4,399,256,256,255,5
598542-2,1169,697,697,693,5
561550-1,48,40,40,40,5
594326-1,184,103,103,100,5
537942-1,240,166,166,164,5
506451-5,201,154,154,154,5
564567-29,209,141,141,139,5
533831-3,171,115,115,115,5
588059-1,96,67,67,67,5
563404-1,967,267,267,266,5
566357-4,83,57,57,57,5
534714-1,269,148,148,148,5
540471-11,113,71,71,71,5
570109-7,92,57,57,57,5
563129-2,1013,439,439,436,5
597112-1,166,124,124,123,5
535451-6,271,166,166,166,5
560286-6,693,404,404,404,5
577308-3,1184,750,749,749,5
530964-1,25,22,22,22,5
556882-2,174,126,126,125,5
531430-1,330,216,216,216,5
576930-1,201,149,149,149,5
556980-2,54,27,27,27,5
589187-2,163,106,106,105,5
590207-1,425,279,279,277,5
569330-1,337,291,291,288,5
560600-3,223,72,72,72,5
532631-1,383,291,291,290,5
541630-13,864,475,475,475,5
505587-7,788,455,455,452,5
598917-4,241,169,169,169,5
589951-1,161,104,104,101,5
533173-1,188,127,127,127,5
506761-1,204,142,142,142,5
513075-1,290,158,158,157,5
540633-1,242,142,142,140,5
563293-1,167,101,101,101,5
545171-3,330,219,219,219,5
562653-1,68,40,40,40,5
531651-1,71,45,45,45,5
555380-12,656,342,342,339,5
548651-1,118,87,87,87,5
533912-1,123,97,97,97,5
506214-3,549,394,394,393,5
550582-2,118,88,88,85,5
592773-1,161,112,111,111,5
593711-1,821,517,517,512,5
545881-26,188,113,113,113,5
517615-1,214,138,138,138,5
571385-3,552,341,341,340,5
571172-1,107,86,86,80,5
569283-1,116,73,73,73,5
555088-4,774,358,358,355,5
552194-1,155,92,92,92,5
567256-23,664,398,398,395,5
517836-1,131,83,83,83,5
597961-1,461,280,280,280,5
534196-2,213,141,141,141,5
533165-20,747,437,437,435,5
531201-2,216,150,150,149,5
574392-1,448,299,299,298,5
587141-1,612,406,406,405,5
571415-1,51,41,41,40,5
548847-1,99,73,73,72,5
572764-1,81,54,54,54,5
551058-29002,850,335,335,334,5
586943-8,95,69,69,69,5
544256-4,611,410,410,410,5
547123-1,176,127,126,124,5
545384-6,29,18,18,18,5
576824-1,211,132,132,132,5
573965-1,198,141,141,141,5
579891-2,631,428,428,424,5
585068-5,761,518,518,518,5
572608-1,180,120,120,120,5
502081-2016,1048,174,174,171,5
587877-1,49,40,40,40,5
552208-2,87,65,65,65,5
586111-1,339,222,222,221,5
562521-3,87,61,61,61,5
567604-1,263,153,153,152,5
540129-4,91,69,69,67,5
576271-11,270,178,178,178,5
547794-1,69,50,50,50,5
532916-1,145,82,82,82,5
592731-12,741,512,512,510,5
595241-2,79,48,48,48,5
595209-10,523,301,301,300,5
513270-1,150,108,108,108,5
552631-1,469,278,277,277,5
563579-3,161,110,110,110,5
591378-1,96,81,81,80,5
573817-1,96,75,75,73,5
563510-21,609,324,324,323,5
573043-1,215,152,152,151,5
541079-3,77,57,57,57,5
571334-1,86,57,57,57,5
552046-25,815,485,485,483,5
