OKRSEK,STRANA,HLASY,batch
11,1,1383,28
11,2,462,28
11,3,698,28
11,4,495,28
11,5,198,28
11,6,267,28
11,7,368,28
2,1,1422,30
2,2,771,30
2,3,2499,30
2,4,532,30
2,5,775,30
2,6,519,30
2,7,804,30
13,1,679,32
13,2,292,32
13,3,770,32
13,4,180,32
13,5,124,32
13,6,541,32
13,7,463,32
5,1,1708,40
5,2,615,40
5,3,1682,40
5,4,633,40
5,5,589,40
5,6,485,40
5,7,954,40
12,1,824,42
12,2,621,42
12,3,960,42
12,4,565,42
12,5,229,42
12,6,241,42
12,7,474,42
7,1,1507,44
7,2,1298,44
7,3,3311,44
7,4,616,44
7,5,572,44
7,6,777,44
7,7,883,44
10,1,780,44
10,2,951,44
10,3,702,44
10,4,218,44
10,5,306,44
10,6,146,44
10,7,138,44
8,1,1810,45
8,2,1021,45
8,3,2836,45
8,4,667,45
8,5,709,45
8,6,954,45
8,7,916,45
1,1,1492,48
1,2,1014,48
1,3,3618,48
1,4,461,48
1,5,507,48
1,6,354,48
1,7,623,48
9,1,1357,56
9,2,2131,56
9,3,3498,56
9,4,606,56
9,5,422,56
9,6,498,56
9,7,762,56
6,1,1623,60
6,2,1786,60
6,3,4028,60
6,4,1110,60
6,5,539,60
6,6,926,60
6,7,884,60
3,1,2117,61
3,2,1473,61
3,3,3621,61
3,4,953,61
3,5,1315,61
3,6,1064,61
3,7,1033,61
4,1,1062,63
4,2,766,63
4,3,2080,63
4,4,584,63
4,5,270,63
4,6,641,63
4,7,434,63
