OKRSEK,STRANA,HLASY,batch
38004,1,3140,80
38004,2,900,80
38004,3,360,80
38004,4,314,80
38004,5,847,80
38004,6,201,80
38004,7,112,80
38004,8,487,80
38003,1,2610,89
38003,2,814,89
38003,3,243,89
38003,4,322,89
38003,5,593,89
38003,6,201,89
38003,7,82,89
38003,8,591,89
38001,1,5299,96
38001,2,715,96
38001,3,308,96
38001,4,283,96
38001,5,697,96
38001,6,564,96
38001,7,242,96
38001,8,560,96
38002,1,4778,133
38002,2,965,133
38002,3,1552,133
38002,4,319,133
38002,5,706,133
38002,6,127,133
38002,7,208,133
38002,8,2070,133
38005,1,3426,139
38005,2,1034,139
38005,3,345,139
38005,4,778,139
38005,5,1187,139
38005,6,403,139
38005,7,598,139
38005,8,1276,139
38006,1,3757,142
38006,2,1254,142
38006,3,186,142
38006,4,290,142
38006,5,1306,142
38006,6,521,142
38006,7,344,142
38006,8,703,142
