OKRSEK,STRANA,HLASY,batch
8001,1,557,31
8001,2,27,31
8001,3,140,31
8001,4,207,31
8001,5,1277,31
8001,6,76,31
8001,7,619,31
8001,8,35,31
8001,9,78,31
1013,1,1552,35
1013,2,1489,35
1013,3,890,35
1013,4,490,35
1013,5,2801,35
1013,6,853,35
1013,7,895,35
1013,8,341,35
1013,9,235,35
2010,1,2268,36
2010,2,1326,36
2010,3,1404,36
2010,4,658,36
2010,5,3624,36
2010,6,835,36
2010,7,838,36
2010,8,158,36
2010,9,174,36
2004,1,1453,38
2004,2,716,38
2004,3,553,38
2004,4,224,38
2004,5,2781,38
2004,6,459,38
2004,7,506,38
2004,8,289,38
2004,9,99,38
2014,1,950,40
2014,2,587,40
2014,3,827,40
2014,4,327,40
2014,5,2972,40
2014,6,549,40
2014,7,729,40
2014,8,193,40
2014,9,117,40
2019,1,1292,41
2019,2,550,41
2019,3,1185,41
2019,4,434,41
2019,5,3553,41
2019,6,782,41
2019,7,642,41
2019,8,82,41
2019,9,78,41
2002,1,1416,42
2002,2,716,42
2002,3,963,42
2002,4,561,42
2002,5,2281,42
2002,6,718,42
2002,7,784,42
2002,8,175,42
2002,9,50,42
1017,1,965,42
1017,2,630,42
1017,3,639,42
1017,4,676,42
1017,5,1280,42
1017,6,509,42
1017,7,368,42
1017,8,274,42
1017,9,73,42
1008,1,1426,44
1008,2,1679,44
1008,3,460,44
1008,4,548,44
1008,5,1455,44
1008,6,670,44
1008,7,914,44
1008,8,6,44
1008,9,132,44
2003,1,1814,44
2003,2,1008,44
2003,3,602,44
2003,4,761,44
2003,5,3001,44
2003,6,668,44
2003,7,471,44
2003,8,156,44
2003,9,148,44
2005,1,1076,45
2005,2,696,45
2005,3,726,45
2005,4,227,45
2005,5,3100,45
2005,6,664,45
2005,7,659,45
2005,8,103,45
2005,9,42,45
6005,1,1049,45
6005,2,349,45
6005,3,490,45
6005,4,244,45
6005,5,2385,45
6005,6,392,45
6005,7,1066,45
6005,8,3,45
6005,9,137,45
2011,1,1244,46
2011,2,260,46
2011,3,1519,46
2011,4,637,46
2011,5,3464,46
2011,6,706,46
2011,7,458,46
2011,8,136,46
2011,9,74,46
1016,1,1931,46
1016,2,1660,46
1016,3,852,46
1016,4,634,46
1016,5,1415,46
1016,6,503,46
1016,7,665,46
1016,8,121,46
1016,9,257,46
2008,1,1481,46
2008,2,617,46
2008,3,904,46
2008,4,357,46
2008,5,3327,46
2008,6,747,46
2008,7,684,46
2008,8,116,46
2008,9,157,46
1022,1,2565,47
1022,2,1462,47
1022,3,1038,47
1022,4,875,47
1022,5,2583,47
1022,6,886,47
1022,7,1076,47
1022,8,246,47
1022,9,207,47
2001,1,3081,47
2001,2,1642,47
2001,3,1016,47
2001,4,752,47
2001,5,3549,47
2001,6,1028,47
2001,7,1628,47
2001,8,103,47
2001,9,374,47
3009,1,1811,48
3009,2,764,48
3009,3,975,48
3009,4,835,48
3009,5,2958,48
3009,6,738,48
3009,7,903,48
3009,8,74,48
3009,9,105,48
3015,1,1799,48
3015,2,788,48
3015,3,724,48
3015,4,805,48
3015,5,2194,48
3015,6,550,48
3015,7,628,48
3015,8,226,48
3015,9,136,48
5001,1,2489,49
5001,2,2586,49
5001,3,1015,49
5001,4,826,49
5001,5,2505,49
5001,6,1122,49
5001,7,1210,49
5001,8,204,49
5001,9,529,49
2007,1,1525,50
2007,2,790,50
2007,3,652,50
2007,4,334,50
2007,5,3099,50
2007,6,811,50
2007,7,1035,50
2007,8,241,50
2007,9,49,50
5005,1,2080,50
5005,2,1482,50
5005,3,1254,50
5005,4,561,50
5005,5,2100,50
5005,6,771,50
5005,7,853,50
5005,8,50,50
5005,9,69,50
