OKRSEK,STRANA,HLASY,batch
3037,1,323,50
3037,2,446,50
3037,3,712,50
3037,4,1186,50
3037,5,94,50
3037,6,2555,50
3037,7,730,50
3037,8,2544,50
3037,9,2136,50
3037,10,0,50
3037,11,494,50
3037,12,222,50
3003,1,161,53
3003,2,35,53
3003,3,436,53
3003,4,743,53
3003,5,2,53
3003,6,1855,53
3003,7,952,53
3003,8,1984,53
3003,9,1704,53
3003,10,1,53
3003,11,478,53
3003,12,289,53
3035,1,422,59
3035,2,486,59
3035,3,422,59
3035,4,1687,59
3035,5,1,59
3035,6,2854,59
3035,7,774,59
3035,8,1585,59
3035,9,1718,59
3035,10,0,59
3035,11,436,59
3035,12,362,59
3017,1,600,68
3017,2,465,68
3017,3,784,68
3017,4,1496,68
3017,5,38,68
3017,6,3040,68
3017,7,1650,68
3017,8,2550,68
3017,9,4438,68
3017,10,2,68
3017,11,664,68
3017,12,425,68
3022,1,431,74
3022,2,147,74
3022,3,558,74
3022,4,1548,74
3022,5,214,74
3022,6,4025,74
3022,7,874,74
3022,8,3098,74
3022,9,3137,74
3022,10,0,74
3022,11,473,74
3022,12,457,74
3052,1,80,78
3052,2,0,78
3052,3,0,78
3052,4,523,78
3052,5,0,78
3052,6,2397,78
3052,7,1022,78
3052,8,1658,78
3052,9,3358,78
3052,10,0,78
3052,11,129,78
3052,12,19,78
3002,1,198,83
3002,2,323,83
3002,3,541,83
3002,4,1032,83
3002,5,35,83
3002,6,2939,83
3002,7,792,83
3002,8,2514,83
3002,9,2570,83
3002,10,3,83
3002,11,279,83
3002,12,248,83
3004,1,121,84
3004,2,91,84
3004,3,466,84
3004,4,724,84
3004,5,1,84
3004,6,1931,84
3004,7,795,84
3004,8,1786,84
3004,9,2144,84
3004,10,4,84
3004,11,255,84
3004,12,253,84
3025,1,442,85
3025,2,495,85
3025,3,348,85
3025,4,1818,85
3025,5,0,85
3025,6,4711,85
3025,7,1050,85
3025,8,2815,85
3025,9,3172,85
3025,10,0,85
3025,11,547,85
3025,12,290,85
3001,1,105,85
3001,2,108,85
3001,3,213,85
3001,4,1272,85
3001,5,177,85
3001,6,2407,85
3001,7,1042,85
3001,8,3685,85
3001,9,3122,85
3001,10,0,85
3001,11,472,85
3001,12,177,85
3034,1,448,86
3034,2,391,86
3034,3,528,86
3034,4,1810,86
3034,5,35,86
3034,6,3131,86
3034,7,709,86
3034,8,2740,86
3034,9,2588,86
3034,10,2,86
3034,11,469,86
3034,12,849,86
3012,1,279,87
3012,2,219,87
3012,3,432,87
3012,4,1456,87
3012,5,35,87
3012,6,2417,87
3012,7,988,87
3012,8,2673,87
3012,9,2496,87
3012,10,3,87
3012,11,374,87
3012,12,202,87
3007,1,273,90
3007,2,106,90
3007,3,383,90
3007,4,1041,90
3007,5,35,90
3007,6,2603,90
3007,7,1183,90
3007,8,2930,90
3007,9,3190,90
3007,10,1,90
3007,11,78,90
3007,12,290,90
3039,1,330,91
3039,2,420,91
3039,3,681,91
3039,4,1770,91
3039,5,107,91
3039,6,2451,91
3039,7,1288,91
3039,8,2487,91
3039,9,2460,91
3039,10,1,91
3039,11,357,91
3039,12,318,91
3015,1,399,92
3015,2,578,92
3015,3,705,92
3015,4,1737,92
3015,5,7,92
3015,6,3331,92
3015,7,1094,92
3015,8,2188,92
3015,9,2996,92
3015,10,4,92
3015,11,457,92
3015,12,576,92
3010,1,143,94
3010,2,327,94
3010,3,460,94
