OKRSEK,STRANA,HLASY,batch
7,1,9,11
7,2,184,11
7,3,31,11
7,4,81,11
7,5,5,11
7,6,40,11
7,7,45,11
7,8,34,11
4,1,7,12
4,2,254,12
4,3,68,12
4,4,100,12
4,5,1,12
4,6,92,12
4,7,66,12
4,8,51,12
3,1,48,20
3,2,318,20
3,3,185,20
3,4,194,20
3,5,0,20
3,6,30,20
3,7,188,20
3,8,73,20
6,1,56,24
6,2,289,24
6,3,54,24
6,4,110,24
6,5,8,24
6,6,122,24
6,7,291,24
6,8,31,24
5,1,16,25
5,2,245,25
5,3,101,25
5,4,130,25
5,5,5,25
5,6,20,25
5,7,107,25
5,8,131,25
2,1,141,31
2,2,2327,31
2,3,584,31
2,4,871,31
2,5,35,31
2,6,653,31
2,7,744,31
2,8,1346,31
1,1,365,38
1,2,2507,38
1,3,586,38
1,4,1043,38
1,5,31,38
1,6,444,38
1,7,817,38
1,8,930,38
