OKRSEK,STRANA,HLASY,batch
5,1,1890,28
5,2,417,28
5,3,527,28
5,4,517,28
5,5,218,28
5,6,1380,28
5,7,35,28
5,8,838,28
9,1,499,29
9,2,127,29
9,3,248,29
9,4,598,29
9,5,155,29
9,6,466,29
9,7,7,29
9,8,646,29
4,1,1445,31
4,2,417,31
4,3,1061,31
4,4,595,31
4,5,322,31
4,6,1097,31
4,7,55,31
4,8,567,31
7,1,1701,33
7,2,487,33
7,3,413,33
7,4,683,33
7,5,384,33
7,6,1033,33
7,7,135,33
7,8,1232,33
3,1,2880,33
3,2,670,33
3,3,1140,33
3,4,877,33
3,5,645,33
3,6,1816,33
3,7,194,33
3,8,1330,33
1,1,2076,36
1,2,1164,36
1,3,906,36
1,4,1255,36
1,5,587,36
1,6,1506,36
1,7,209,36
1,8,416,36
15,1,2517,37
15,2,751,37
15,3,942,37
15,4,774,37
15,5,782,37
15,6,1028,37
15,7,93,37
15,8,1219,37
14,1,988,38
14,2,518,38
14,3,305,38
14,4,757,38
14,5,556,38
14,6,874,38
14,7,40,38
14,8,1011,38
8,1,813,41
8,2,54,41
8,3,57,41
8,4,677,41
8,5,152,41
8,6,546,41
8,7,43,41
8,8,509,41
6,1,2033,44
6,2,1661,44
6,3,1009,44
6,4,1101,44
6,5,469,44
6,6,1471,44
6,7,286,44
6,8,1002,44
11,1,1369,46
11,2,267,46
11,3,458,46
11,4,855,46
11,5,475,46
11,6,874,46
11,7,52,46
11,8,643,46
10,1,2894,50
10,2,1219,50
10,3,1167,50
10,4,850,50
10,5,550,50
10,6,1378,50
10,7,196,50
10,8,1593,50
13,1,1439,52
13,2,459,52
13,3,470,52
13,4,636,52
13,5,542,52
13,6,836,52
13,7,16,52
13,8,827,52
2,1,2775,53
2,2,1335,53
2,3,1455,53
2,4,1132,53
2,5,1017,53
2,6,1532,53
2,7,326,53
2,8,725,53
12,1,2439,54
12,2,347,54
12,3,859,54
12,4,266,54
12,5,844,54
12,6,579,54
12,7,71,54
12,8,740,54
