OKRSEK,STRANA,HLASY,batch
6012,1,2407,33
6012,2,596,33
6012,3,184,33
6012,4,2087,33
6012,5,295,33
6012,6,2558,33
6012,7,270,33
6012,8,2060,33
6012,9,2425,33
6012,10,1294,33
6013,1,1557,43
6013,2,544,43
6013,3,0,43
6013,4,1507,43
6013,5,59,43
6013,6,1815,43
6013,7,281,43
6013,8,987,43
6013,9,1149,43
6013,10,433,43
6029,1,1468,47
6029,2,403,47
6029,3,4,47
6029,4,1453,47
6029,5,98,47
6029,6,3313,47
6029,7,472,47
6029,8,1752,47
6029,9,1790,47
6029,10,1152,47
6054,1,1074,52
6054,2,849,52
6054,3,92,52
6054,4,930,52
6054,5,312,52
6054,6,1365,52
6054,7,144,52
6054,8,904,52
6054,9,321,52
6054,10,1681,52
6003,1,1919,56
6003,2,648,56
6003,3,225,56
6003,4,1563,56
6003,5,472,56
6003,6,3943,56
6003,7,75,56
6003,8,2209,56
6003,9,2683,56
6003,10,2619,56
6058,1,2107,57
6058,2,819,57
6058,3,287,57
6058,4,1799,57
6058,5,327,57
6058,6,2959,57
6058,7,134,57
6058,8,1906,57
6058,9,1731,57
6058,10,2197,57
6002,1,2240,61
6002,2,701,61
6002,3,181,61
6002,4,1845,61
6002,5,277,61
6002,6,3160,61
6002,7,309,61
6002,8,1840,61
6002,9,2094,61
6002,10,1408,61
6022,1,1567,61
6022,2,328,61
6022,3,395,61
6022,4,1694,61
6022,5,384,61
6022,6,2285,61
6022,7,397,61
6022,8,1997,61
6022,9,2138,61
6022,10,1614,61
6018,1,2199,62
6018,2,482,62
6018,3,144,62
6018,4,2370,62
6018,5,296,62
6018,6,2861,62
6018,7,191,62
6018,8,1247,62
6018,9,1661,62
6018,10,1311,62
6041,1,851,63
6041,2,373,63
6041,3,93,63
6041,4,1442,63
6041,5,52,63
6041,6,1763,63
6041,7,147,63
6041,8,2033,63
6041,9,2171,63
6041,10,1173,63
6027,1,2607,63
6027,2,529,63
6027,3,90,63
6027,4,1873,63
6027,5,458,63
6027,6,4107,63
6027,7,166,63
6027,8,3291,63
6027,9,2544,63
6027,10,916,63
6053,1,2268,64
6053,2,1184,64
6053,3,190,64
6053,4,1160,64
6053,5,195,64
6053,6,2975,64
6053,7,94,64
6053,8,1624,64
6053,9,759,64
6053,10,1508,64
6104,1,1141,64
6104,2,554,64
6104,3,0,64
6104,4,646,64
6104,5,315,64
6104,6,999,64
6104,7,146,64
6104,8,575,64
6104,9,643,64
6104,10,430,64
6010,1,1933,65
6010,2,487,65
6010,3,45,65
6010,4,1637,65
6010,5,375,65
6010,6,3106,65
6010,7,142,65
6010,8,2336,65
6010,9,2290,65
6010,10,1247,65
6085,1,1333,66
6085,2,880,66
6085,3,363,66
6085,4,1359,66
6085,5,188,66
6085,6,1979,66
6085,7,165,66
6085,8,1359,66
6085,9,1340,66
6085,10,1926,66
6015,1,2394,66
6015,2,953,66
6015,3,140,66
6015,4,1359,66
6015,5,657,66
6015,6,3525,66
6015,7,323,66
6015,8,2529,66
6015,9,1776,66
6015,10,1986,66
6040,1,1066,68
6040,2,699,68
6040,3,372,68
6040,4,919,68
6040,5,739,68
6040,6,2281,68
6040,7,150,68
6040,8,1178,68
6040,9,1326,68
6040,10,2650,68
6059,1,1401,69
6059,2,197,69
6059,3,181,69
6059,4,1476,69
6059,5,320,69
6059,6,1402,69
6059,7,284,69
6059,8,1560,69
6059,9,948,69
6059,10,602,69
6038,1,2315,69
6038,2,153,69
6038,3,90,69
6038,4,1439,69
6038,5,162,69
6038,6,3390,69
6038,7,158,69
6038,8,2356,69
6038,9,1580,69
6038,10,1713,69
6102,1,966,70
6102,2,723,70
6102,3,90,70
6102,4,1192,70
6102,5,413,70
6102,6,1587,70
6102,7,48,70
6102,8,798,70
6102,9,1079,70
6102,10,1203,70
6095,1,1587,70
6095,2,771,70
6095,3,273,70
6095,4,1620,70
6095,5,759,70
6095,6,2513,70
6095,7,373,70
6095,8,1041,70
6095,9,917,70
6095,10,2455,70
6083,1,889,71
6083,2,681,71
6083,3,97,71
6083,4,1168,71
6083,5,287,71
6083,6,1957,71
6083,7,282,71
6083,8,958,71
6083,9,996,71
6083,10,1362,71
6082,1,1511,71
6082,2,629,71
6082,3,360,71
6082,4,1590,71
6082,5,346,71
6082,6,1674,71
6082,7,274,71
6082,8,1545,71
6082,9,1308,71
6082,10,2276,71
6060,1,2038,72
6060,2,540,72
6060,3,45,72
6060,4,1728,72
6060,5,380,72
6060,6,2638,72
6060,7,102,72
6060,8,1841,72
