OKRSEK,STRANA,HLASY,batch
9,1,14,18
9,2,126,18
9,3,28,18
9,4,14,18
9,5,42,18
9,6,104,18
9,7,47,18
9,8,118,18
9,9,75,18
9,10,97,18
8,1,26,21
8,2,144,21
8,3,42,21
8,4,64,21
8,5,185,21
8,6,269,21
8,7,66,21
8,8,425,21
8,9,19,21
8,10,164,21
10,1,347,26
10,2,383,26
10,3,150,26
10,4,280,26
10,5,108,26
10,6,447,26
10,7,83,26
10,8,254,26
10,9,378,26
10,10,145,26
6,1,19,28
6,2,52,28
6,3,179,28
6,4,51,28
6,5,9,28
6,6,196,28
6,7,27,28
6,8,86,28
6,9,71,28
6,10,14,28
1,1,103,34
1,2,395,34
1,3,406,34
1,4,154,34
1,5,244,34
1,6,425,34
1,7,112,34
1,8,300,34
1,9,271,34
1,10,192,34
3,1,197,35
3,2,553,35
3,3,166,35
3,4,148,35
3,5,229,35
3,6,711,35
3,7,352,35
3,8,353,35
3,9,283,35
3,10,189,35
2,1,302,35
2,2,1003,35
2,3,344,35
2,4,270,35
2,5,532,35
2,6,1231,35
2,7,472,35
2,8,779,35
2,9,426,35
2,10,173,35
4,1,175,37
4,2,866,37
4,3,222,37
4,4,333,37
4,5,116,37
4,6,620,37
4,7,176,37
4,8,709,37
4,9,282,37
4,10,192,37
7,1,216,42
7,2,749,42
7,3,418,42
7,4,527,42
7,5,45,42
7,6,394,42
7,7,67,42
7,8,304,42
7,9,171,42
7,10,80,42
11,1,71,43
11,2,448,43
11,3,372,43
11,4,616,43
11,5,28,43
11,6,273,43
11,7,26,43
11,8,583,43
11,9,187,43
11,10,51,43
5,1,246,54
5,2,920,54
5,3,341,54
5,4,568,54
5,5,241,54
5,6,736,54
5,7,440,54
5,8,482,54
5,9,397,54
5,10,157,54
