OKRSEK,STRANA,HLASY,batch
11,1,103,19
11,2,150,19
11,3,59,19
11,4,389,19
11,5,28,19
11,6,24,19
11,7,88,19
11,8,250,19
11,9,173,19
7,1,408,23
7,2,306,23
7,3,102,23
7,4,710,23
7,5,9,23
7,6,189,23
7,7,87,23
7,8,200,23
7,9,100,23
10,1,94,26
10,2,63,26
10,3,15,26
10,4,537,26
10,5,2,26
10,6,49,26
10,7,123,26
10,8,177,26
10,9,105,26
8,1,374,32
8,2,265,32
8,3,55,32
8,4,893,32
8,5,45,32
8,6,161,32
8,7,160,32
8,8,226,32
8,9,168,32
2,1,515,37
2,2,666,37
2,3,95,37
2,4,1021,37
2,5,145,37
2,6,267,37
2,7,240,37
2,8,466,37
2,9,427,37
9,1,318,40
9,2,117,40
9,3,119,40
9,4,401,40
9,5,68,40
9,6,100,40
9,7,1235,40
9,8,176,40
9,9,168,40
1,1,862,41
1,2,611,41
1,3,265,41
1,4,1003,41
1,5,89,41
1,6,195,41
1,7,416,41
1,8,606,41
1,9,568,41
12,1,147,43
12,2,318,43
12,3,106,43
12,4,302,43
12,5,58,43
12,6,18,43
12,7,92,43
12,8,100,43
12,9,31,43
3,1,530,48
3,2,777,48
3,3,91,48
3,4,1037,48
3,5,162,48
3,6,494,48
3,7,234,48
3,8,452,48
3,9,380,48
5,1,148,59
5,2,216,59
5,3,107,59
5,4,694,59
5,5,55,59
5,6,111,59
5,7,69,59
5,8,101,59
5,9,79,59
6,1,383,61
6,2,1118,61
6,3,44,61
6,4,590,61
6,5,69,61
6,6,103,61
6,7,127,61
6,8,145,61
6,9,273,61
4,1,422,85
4,2,742,85
4,3,119,85
4,4,1542,85
4,5,144,85
4,6,410,85
4,7,384,85
4,8,516,85
4,9,472,85
