OKRSEK,STRANA,HLASY,batch
14,1,197,21
14,2,221,21
14,3,133,21
14,4,3292,21
14,5,35,21
14,6,156,21
14,7,71,21
14,8,942,21
1,1,301,23
1,2,341,23
1,3,499,23
1,4,2784,23
1,5,185,23
1,6,301,23
1,7,56,23
1,8,826,23
10,1,292,26
10,2,579,26
10,3,79,26
10,4,4359,26
10,5,55,26
10,6,196,26
10,7,59,26
10,8,882,26
3,1,346,31
3,2,362,31
3,3,369,31
3,4,2986,31
3,5,59,31
3,6,358,31
3,7,354,31
3,8,1279,31
2,1,100,32
2,2,529,32
2,3,317,32
2,4,2265,32
2,5,24,32
2,6,184,32
2,7,100,32
2,8,466,32
8,1,393,34
8,2,457,34
8,3,268,34
8,4,4090,34
8,5,60,34
8,6,275,34
8,7,59,34
8,8,1215,34
13,1,355,36
13,2,315,36
13,3,64,36
13,4,3408,36
13,5,53,36
13,6,306,36
13,7,116,36
13,8,1059,36
6,1,410,37
6,2,544,37
6,3,350,37
6,4,4222,37
6,5,189,37
6,6,463,37
6,7,303,37
6,8,1313,37
4,1,514,37
4,2,992,37
4,3,639,37
4,4,5129,37
4,5,97,37
4,6,550,37
4,7,240,37
4,8,1255,37
5,1,388,38
5,2,431,38
5,3,250,38
5,4,3879,38
5,5,102,38
5,6,395,38
5,7,96,38
5,8,1379,38
9,1,426,38
9,2,591,38
9,3,323,38
9,4,4412,38
9,5,95,38
9,6,313,38
9,7,82,38
9,8,1229,38
17,1,867,42
17,2,586,42
17,3,772,42
17,4,5955,42
17,5,336,42
17,6,1127,42
17,7,277,42
17,8,2046,42
15,1,502,48
15,2,392,48
15,3,175,48
15,4,4438,48
15,5,67,48
15,6,213,48
15,7,245,48
15,8,1294,48
7,1,357,52
7,2,403,52
7,3,264,52
7,4,5280,52
7,5,47,52
7,6,314,52
7,7,139,52
7,8,1156,52
16,1,1091,52
16,2,535,52
16,3,435,52
16,4,6805,52
16,5,137,52
16,6,522,52
16,7,451,52
16,8,1596,52
18,1,405,53
18,2,491,53
18,3,225,53
18,4,3809,53
18,5,92,53
18,6,550,53
18,7,425,53
18,8,1118,53
12,1,424,54
12,2,804,54
12,3,363,54
12,4,4227,54
12,5,79,54
12,6,342,54
12,7,212,54
12,8,1509,54
11,1,363,55
11,2,720,55
11,3,211,55
11,4,5330,55
11,5,44,55
11,6,226,55
11,7,161,55
11,8,1110,55
19,1,788,66
19,2,446,66
19,3,1128,66
19,4,5283,66
19,5,353,66
19,6,557,66
19,7,232,66
19,8,1598,66
