OKRSEK,STRANA,HLASY,batch
1,1,5,24
1,2,188,24
1,3,47,24
1,4,834,24
1,5,84,24
1,6,1412,24
1,7,866,24
1,8,331,24
1,9,16,24
26,1,37,26
26,2,111,26
26,3,238,26
26,4,1927,26
26,5,90,26
26,6,1976,26
26,7,707,26
26,8,174,26
26,9,42,26
44,1,36,26
44,2,424,26
44,3,190,26
44,4,1369,26
44,5,295,26
44,6,1667,26
44,7,1664,26
44,8,356,26
44,9,101,26
20,1,31,27
20,2,384,27
20,3,197,27
20,4,584,27
20,5,254,27
20,6,649,27
20,7,419,27
20,8,636,27
20,9,34,27
6,1,58,29
6,2,489,29
6,3,157,29
6,4,1430,29
6,5,378,29
6,6,1579,29
6,7,956,29
6,8,192,29
6,9,113,29
19,1,91,30
19,2,502,30
19,3,637,30
19,4,1183,30
19,5,345,30
19,6,2048,30
19,7,1560,30
19,8,636,30
19,9,33,30
37,1,121,32
37,2,584,32
37,3,213,32
37,4,1088,32
37,5,344,32
37,6,1525,32
37,7,1012,32
37,8,471,32
37,9,78,32
3,1,66,32
3,2,498,32
3,3,340,32
3,4,2061,32
3,5,764,32
3,6,1711,32
3,7,1610,32
3,8,367,32
3,9,49,32
23,1,25,32
23,2,450,32
23,3,237,32
23,4,2029,32
23,5,519,32
23,6,3065,32
23,7,1164,32
23,8,322,32
23,9,109,32
39,1,73,33
39,2,542,33
39,3,388,33
39,4,1151,33
39,5,485,33
39,6,2049,33
39,7,1159,33
39,8,665,33
39,9,98,33
13,1,38,33
13,2,664,33
13,3,236,33
13,4,2218,33
13,5,272,33
13,6,2503,33
13,7,1069,33
13,8,395,33
13,9,63,33
40,1,101,34
40,2,520,34
40,3,279,34
40,4,1833,34
40,5,390,34
40,6,2087,34
40,7,1000,34
40,8,367,34
40,9,51,34
4,1,12,34
4,2,276,34
4,3,182,34
4,4,1531,34
4,5,632,34
4,6,1218,34
4,7,1234,34
4,8,429,34
4,9,190,34
5,1,11,34
5,2,399,34
5,3,302,34
5,4,1124,34
5,5,382,34
5,6,984,34
5,7,1275,34
5,8,485,34
5,9,119,34
36,1,6,34
36,2,278,34
36,3,87,34
36,4,2126,34
36,5,758,34
36,6,2138,34
36,7,1452,34
36,8,335,34
36,9,75,34
18,1,34,35
18,2,471,35
18,3,96,35
18,4,1051,35
18,5,93,35
18,6,1355,35
18,7,596,35
18,8,646,35
18,9,76,35
8,1,16,35
8,2,451,35
8,3,124,35
8,4,1916,35
8,5,469,35
8,6,1995,35
8,7,1294,35
8,8,169,35
8,9,69,35
21,1,47,37
21,2,627,37
21,3,401,37
21,4,887,37
21,5,646,37
21,6,1230,37
21,7,759,37
21,8,544,37
21,9,115,37
45,1,37,37
45,2,441,37
45,3,155,37
45,4,1371,37
45,5,319,37
45,6,1574,37
45,7,1420,37
45,8,148,37
45,9,49,37
42,1,51,37
42,2,929,37
42,3,228,37
42,4,1816,37
42,5,316,37
42,6,1726,37
42,7,1527,37
42,8,598,37
42,9,245,37
46,1,34,38
46,2,379,38
46,3,139,38
46,4,990,38
46,5,289,38
46,6,1546,38
46,7,1025,38
46,8,356,38
46,9,62,38
7,1,41,38
7,2,823,38
7,3,263,38
7,4,1560,38
7,5,600,38
7,6,1818,38
7,7,1713,38
7,8,373,38
7,9,165,38
10,1,35,39
10,2,539,39
10,3,194,39
10,4,1483,39
10,5,117,39
10,6,2055,39
10,7,659,39
10,8,265,39
10,9,144,39
2,1,37,39
2,2,500,39
2,3,254,39
2,4,1760,39
2,5,559,39
2,6,2646,39
2,7,1376,39
2,8,414,39
2,9,53,39
33,1,67,40
33,2,622,40
33,3,333,40
33,4,1978,40
33,5,697,40
33,6,1849,40
33,7,1315,40
33,8,487,40
33,9,66,40
41,1,113,40
41,2,448,40
41,3,289,40
41,4,1364,40
41,5,417,40
41,6,1675,40
41,7,1097,40
41,8,346,40
41,9,102,40
15,1,29,44
15,2,668,44
15,3,175,44
15,4,3940,44
15,5,322,44
15,6,3074,44
15,7,1425,44
15,8,249,44
15,9,66,44
31,1,33,44
31,2,525,44
31,3,196,44
31,4,1437,44
31,5,689,44
31,6,2103,44
31,7,1949,44
31,8,576,44
31,9,165,44
32,1,0,44
32,2,715,44
32,3,187,44
32,4,2598,44
32,5,395,44
32,6,2332,44
32,7,1395,44
32,8,379,44
32,9,94,44
34,1,46,44
34,2,575,44
34,3,359,44
34,4,1393,44
34,5,638,44
34,6,1818,44
34,7,1626,44
34,8,363,44
34,9,80,44
35,1,69,44
35,2,515,44
35,3,399,44
35,4,1797,44
35,5,504,44
35,6,1688,44
35,7,1707,44
35,8,349,44
35,9,80,44
38,1,72,45
38,2,836,45
38,3,420,45
38,4,2326,45
38,5,673,45
38,6,2259,45
38,7,1457,45
38,8,720,45
38,9,115,45
12,1,60,45
12,2,645,45
12,3,298,45
12,4,2199,45
12,5,262,45
12,6,2444,45
12,7,1014,45
12,8,411,45
12,9,71,45
29,1,47,47
29,2,673,47
29,3,169,47
29,4,1977,47
29,5,457,47
29,6,2302,47
29,7,1412,47
29,8,436,47
29,9,75,47
28,1,71,47
28,2,552,47
28,3,185,47
28,4,1912,47
28,5,241,47
28,6,1082,47
28,7,736,47
28,8,238,47
28,9,268,47
43,1,57,48
43,2,718,48
43,3,215,48
43,4,1864,48
43,5,541,48
43,6,2335,48
43,7,1067,48
43,8,466,48
43,9,143,48
17,1,8,49
17,2,327,49
17,3,287,49
17,4,2160,49
17,5,340,49
17,6,1841,49
17,7,1563,49
17,8,197,49
17,9,45,49
30,1,110,50
30,2,312,50
30,3,99,50
30,4,1679,50
30,5,468,50
30,6,1524,50
30,7,1408,50
30,8,234,50
30,9,80,50
9,1,66,50
9,2,523,50
9,3,97,50
9,4,2362,50
9,5,318,50
9,6,2290,50
9,7,807,50
9,8,334,50
9,9,155,50
27,1,74,51
27,2,803,51
27,3,310,51
27,4,2603,51
27,5,517,51
27,6,2489,51
27,7,1363,51
27,8,293,51
27,9,124,51
24,1,53,55
24,2,554,55
24,3,161,55
24,4,2691,55
24,5,205,55
24,6,2862,55
24,7,998,55
24,8,314,55
24,9,73,55
47,1,68,56
47,2,658,56
47,3,330,56
47,4,2008,56
47,5,680,56
47,6,3139,56
47,7,2159,56
47,8,259,56
47,9,166,56
22,1,76,58
22,2,538,58
22,3,523,58
22,4,1468,58
22,5,375,58
22,6,2590,58
22,7,1429,58
22,8,793,58
22,9,100,58
25,1,70,58
25,2,246,58
25,3,266,58
25,4,1968,58
25,5,427,58
25,6,2315,58
25,7,1374,58
25,8,183,58
25,9,249,58
11,1,91,59
11,2,793,59
11,3,672,59
11,4,3121,59
11,5,295,59
11,6,3266,59
11,7,1893,59
11,8,621,59
11,9,167,59
14,1,50,64
14,2,788,64
14,3,483,64
14,4,3644,64
14,5,555,64
14,6,3050,64
14,7,1802,64
14,8,1239,64
14,9,163,64
16,1,71,67
16,2,495,67
