KODZASTUP,N_OKRSEK,KRAJ,MANDATY,NAZEVZAST,OKRES,POCOBYV,N_STRANA,type
505161,4,7100,15,Štěpánov,7102,3495,8,rt
505188,13,7100,21,Šternberk,7102,13481,7,rt
505218,2,7100,9,Šumvald,7102,1679,3,rt
505269,3,7100,15,Těšetice,7102,1273,4,rt
505293,3,7100,11,Troubelice,7102,1893,4,rt
505366,6,7100,11,Tršice,7102,1652,4,rt
505587,18,7100,21,Uničov,7102,11396,6,rt
505609,2,7100,15,Velká Bystřice,7102,3295,4,rt
505650,3,7100,9,Velký Týnec,7102,2887,3,rt
505927,59,8100,39,Opava,8105,57019,14,rt
506214,3,8100,17,Bolatice,8105,4462,5,rt
506320,3,8100,15,Brumovice,8105,1503,3,rt
506451,5,8100,15,Březová,8105,1373,4,rt
506460,5,8100,15,Budišov nad Budišovkou,8105,2891,6,rt
506702,4,8100,15,Dolní Benešov,8105,4053,6,rt
506753,5,8100,21,Háj ve Slezsku,8105,3259,4,rt
507016,12,8100,21,Hlučín,8105,13996,11,rt
507091,2,8100,15,Nýdek,8102,2074,4,rt
507113,4,8100,15,Holasovice,8105,1358,21,rt
507261,2,8100,9,Hrabyně,8105,1208,2,rt
507270,9,8100,21,Hradec nad Moravicí,8105,5455,9,rt
507423,2,8100,15,Janovice,8102,1873,5,rt
507504,2,8100,15,Kobeřice,8105,3303,6,rt
507580,5,8100,21,Kravaře,8105,6668,9,rt
507971,4,8100,19,Ludgeřovice,8105,4882,5,rt
509621,3,3100,9,Předotice,3104,552,3,rt
509647,2,8100,15,Píšť,8105,2128,5,rt
510131,2,8100,11,Skřipov,8105,1042,4,rt
510297,2,8100,9,Služovice,8105,790,4,rt
510343,3,8100,15,Stěbořice,8105,1452,3,rt
510483,2,8100,15,Štěpánkovice,8105,3236,3,rt
510891,5,8100,9,Velké Heraltice,8105,1611,7,rt
511021,8,8100,21,Vítkov,8105,5753,8,rt
511382,51,7100,35,Přerov,7104,43565,12,rt
512231,4,7100,11,Bělotín,7104,1853,4,rt
512800,3,7100,15,Brodek u Přerova,7104,1989,4,rt
513067,2,7100,9,Černotín,7104,777,2,rt
513199,3,7100,11,Dolní Újezd,7104,1219,2,rt
513491,2,7100,15,Horní Moštěnice,7104,1668,4,rt
513750,20,7100,23,Hranice,7104,18213,12,rt
513768,3,7100,15,Hustopeče nad Bečvou,7104,1765,4,rt
514055,8,7100,21,Kojetín,7104,6167,6,rt
514705,11,7100,21,Lipník nad Bečvou,7104,8047,6,rt
519146,2,7100,15,Tovačov,7104,2475,9,rt
519651,2,7100,15,Troubky,7104,2024,4,rt
523704,30,7100,27,Šumperk,7105,26151,15,rt
523917,3,7100,15,Bělá pod Pradědem,7101,1802,4,rt
525588,3,7100,15,Bludov,7105,3041,4,rt
525804,3,7100,15,Bohdíkov,7105,1334,5,rt
529303,23,2100,23,Benešov,2101,16522,10,rt
529451,10,2100,17,Bystřice,2101,4370,6,rt
529486,6,2100,15,Čechtice,2101,1384,3,rt
529516,2,2100,15,Čerčany,2101,2822,4,rt
529621,5,2100,15,Divišov,2101,1711,4,rt
529796,2,2100,11,Chocerady,2101,1257,2,rt
529842,2,2100,15,Jankov,2101,935,4,rt
529974,3,2100,7,Krňany,2101,429,2,rt
529991,4,2100,11,Křečovice,2101,782,3,rt
530093,5,2100,11,Loket,2101,568,18,rt
530115,3,2100,11,Maršovice,2101,767,4,rt
530166,2,2100,9,Miličín,2101,828,3,rt
530263,2,2100,9,Nespeky,2101,715,2,rt
530310,6,2100,15,Neveklov,2101,2622,6,rt
530344,3,2100,15,Olbramovice,2101,1236,4,rt
530573,10,2100,15,Sedlec-Prčice,2111,2837,5,rt
530841,12,2100,17,Týnec nad Sázavou,2101,5681,9,rt
530883,13,2100,21,Vlašim,2101,11594,8,rt
530905,7,2100,19,Votice,2101,4638,7,rt
531057,19,2100,21,Beroun,2102,19439,7,rt
531189,5,2100,21,Hořovice,2102,6826,7,rt
531201,2,2100,9,Hostomice,2102,1783,5,rt
531324,2,2100,15,Komárov,2102,2406,5,rt
531456,2,2100,9,Liteň,2102,1162,2,rt
531596,3,2100,15,Nižbor,2102,2049,3,rt
531723,3,2100,15,Rudná,2110,5116,6,rt
531910,2,2100,7,Velký Chlumec,2102,410,2,rt
531961,3,2100,9,Vysoký Újezd,2102,770,5,rt
532011,5,2100,15,Zdice,2102,4162,5,rt
532053,57,2100,33,Kladno,2103,68804,9,rt
532142,2,2100,9,Bratronice,2103,925,3,rt
532169,3,2100,11,Buštěhrad,2103,3407,3,rt
532576,2,2100,15,Libušín,2103,3255,2,rt
532657,2,2100,7,Malíkovice,2103,391,2,rt
532720,2,2100,9,Pchery,2103,1954,3,rt
532819,22,2100,27,Slaný,2103,15613,10,rt
532835,2,2100,15,Smečno,2103,1965,4,rt
532860,7,2100,21,Stochov,2103,5468,5,rt
532983,3,2100,15,Tuchlovice,2103,2523,3,rt
533017,4,2100,21,Unhošť,2103,4711,9,rt
533041,4,2100,15,Velvary,2103,3031,4,rt
533050,3,2100,9,Vinařice,2103,2089,4,rt
533068,2,2100,10,Vraný,2103,744,2,rt
533114,5,2100,15,Zlonice,2103,2269,3,rt
533157,2,2100,7,Žižice,2103,668,3,rt
533165,29,2100,27,Kolín,2104,31355,10,rt
533203,8,2100,17,Králův Dvůr,2102,8887,8,rt
533246,2,2100,11,Cerhenice,2104,1685,4,rt
533262,2,2100,13,Červené Pečky,2104,1788,2,rt
533271,8,2100,21,Český Brod,2104,6992,9,rt
533297,3,2100,9,Dolní Chvatliny,2104,478,2,rt
533416,4,2100,15,Kostelec nad Černými lesy,2109,3677,6,rt
533424,2,2100,15,Kouřim,2104,1909,5,rt
533441,2,2100,9,Krakovany,2104,826,5,rt
533521,2,2100,7,Nebovidy,2104,707,2,rt
533564,4,2100,15,Oleška,2109,969,4,rt
533653,2,2100,7,Ratboř,2104,572,2,rt
533700,2,2100,11,Starý Kolín,2104,1623,3,rt
533718,3,2100,13,Stříbrná Skalice,2109,1374,3,rt
533734,2,2100,7,Tismice,2104,539,3,rt
533742,2,2100,7,Toušice,2104,317,2,rt
533785,2,2100,9,Tuklaty,2104,991,6,rt
533807,4,2100,11,Týnec nad Labem,2104,2042,2,rt
533815,2,2100,7,Uhlířská Lhota,2104,367,11,rt
533831,3,2100,11,Velim,2104,2170,6,rt
533858,2,2100,11,Veltruby,2104,1394,5,rt
533921,5,2100,15,Zásmuky,2104,1947,4,rt
533955,24,2100,27,Kutná Hora,2105,20536,12,rt
533971,3,2100,9,Bílé Podolí,2105,627,2,rt
533998,2,2100,9,Církvice,2105,1287,4,rt
534005,9,2100,21,Čáslav,2105,10397,8,rt
534013,3,2100,7,Černíny,2105,389,3,rt
534099,2,2100,15,Chlístovice,2105,740,4,rt
534137,3,2100,7,Kluky,2105,491,2,rt
534196,3,2100,9,Svatý Mikuláš,2105,860,5,rt
534200,4,2100,15,Miskovice,2105,1079,3,rt
534382,5,2100,15,Sázava,2101,3722,5,rt
534391,2,2100,7,Slavošov,2105,151,2,rt
534498,3,2100,15,Uhlířské Janovice,2105,3118,5,rt
534510,2,2100,15,Úžice,2105,656,8,rt
534536,3,2100,7,Vidice,2105,233,3,rt
534579,3,2100,9,Vlkaneč,2105,617,4,rt
534587,4,2100,15,Vrdy,2105,2914,6,rt
534595,2,2100,9,Záboří nad Labem,2105,850,2,rt
534617,3,2100,11,Zbraslavice,2105,1359,2,rt
534625,2,2100,9,Zbýšov,2105,640,12,rt
534633,7,2100,15,Zruč nad Sázavou,2105,4758,2,rt
534650,2,2100,9,Žehušice,2105,773,7,rt
534668,3,2100,11,Žleby,2105,1315,6,rt
534676,20,2100,21,Mělník,2106,19351,9,rt
534714,2,2100,7,Býkev,2106,439,2,rt
534765,2,2100,15,Dolní Beřkovice,2106,1462,4,rt
534790,2,2100,15,Horní Počaply,2106,1281,4,rt
534803,3,2100,9,Hořín,2106,800,4,rt
534838,2,2100,9,Chorušice,2106,533,2,rt
534901,2,2100,9,Kokořín,2106,368,2,rt
534935,4,2100,15,Kostelec nad Labem,2106,4189,4,rt
534951,18,2100,21,Kralupy nad Vltavou,2106,18100,6,rt
535001,2,2100,9,Liběchov,2106,1073,2,rt
535036,2,2100,9,Malý Újezd,2106,1073,2,rt
535044,2,2100,9,Mělnické Vtelno,2106,981,5,rt
535079,3,2100,9,Nelahozeves,2106,2018,6,rt
535087,15,2100,21,Neratovice,2106,16180,8,rt
535117,3,2100,9,Nová Ves,2106,1085,4,rt
535168,2,2100,9,Řepín,2106,681,2,rt
535206,2,3100,11,Dobrá Voda u Českých Budějovic,3101,2662,4,rt
535214,2,2100,9,Střemy,2106,438,3,rt
535222,3,2100,11,Tišice,2106,2329,4,rt
535265,3,2100,9,Velký Borek,2106,1086,3,rt
535303,3,2100,9,Vraňany,2106,905,5,rt
535320,2,2100,15,Všetaty,2106,2279,2,rt
535338,2,2100,9,Vysoká,2106,910,2,rt
535419,44,2100,33,Mladá Boleslav,2107,44167,9,rt
535427,9,2100,21,Bakov nad Jizerou,2107,5148,8,rt
535443,5,2100,21,Bělá pod Bezdězem,2107,4822,6,rt
535451,6,2100,23,Benátky nad Jizerou,2107,7437,6,rt
535508,2,2100,9,Boreč,2107,257,13,rt
535532,3,7100,15,Hanušovice,7105,3159,5,rt
535621,2,2100,9,Čachovice,2107,893,4,rt
535672,9,2100,15,Dobrovice,2107,3380,5,rt
535923,2,2100,9,Chocnějovice,2107,429,5,rt
535931,2,2100,9,Chotětov,2107,1059,4,rt
535991,2,3100,9,Pištín,3101,659,3,rt
536041,4,2100,15,Kněžmost,2107,2130,4,rt
536148,3,7100,15,Javorník,7101,2775,9,rt
536181,5,2100,11,Kropáčova Vrutice,2107,889,13,rt
536270,3,2100,15,Luštěnice,2107,2209,3,rt
536326,11,2100,23,Mnichovo Hradiště,2107,8684,4,rt
536385,11,7100,25,Jeseník,7101,11271,9,rt
536393,2,7100,7,Jestřebí,7105,619,2,rt
536521,3,7100,9,Jindřichov,7105,1209,4,rt
536687,2,7100,9,Klopina,7105,607,2,rt
536971,3,2100,9,Žďár,2107,1391,4,rt
537004,15,2100,21,Nymburk,2108,15062,13,rt
537021,5,2100,11,Běrunice,2108,830,2,rt
537039,2,2100,9,Bobnice,2108,868,2,rt
537292,3,2100,7,Kněžice,2108,497,3,rt
537331,2,2100,15,Kostomlaty nad Labem,2108,1873,5,rt
537349,3,2100,7,Košík,2108,370,2,rt
537373,2,2100,9,Kovanice,2108,842,3,rt
537411,4,2100,11,Křinec,2108,1269,3,rt
537446,3,2100,11,Loučeň,2108,1325,3,rt
537454,9,2100,15,Lysá nad Labem,2108,9551,11,rt
537489,5,2100,15,Městec Králové,2108,2900,6,rt
537501,7,2100,15,Milovice,2108,11508,10,rt
537586,4,2100,9,Opolany,2108,888,3,rt
537641,6,2100,21,Pečky,2104,4751,6,rt
537683,15,2100,21,Poděbrady,2108,14111,9,rt
537764,3,2100,15,Sadská,2108,3243,5,rt
538060,2,1100,15,Praha-Běchovice,1100,2668,3,rt
538094,15,2100,21,Brandýs nad Labem-Stará Boleslav,2109,18815,9,rt
538132,11,2100,21,Čelákovice,2109,12207,9,rt
538175,2,1100,15,Praha-Dolní Počernice,1100,2468,5,rt
538205,2,1100,15,Praha-Dubeč,1100,3825,5,rt
538213,12,1100,25,Praha 20,1100,15360,7,rt
538272,3,2100,13,Jirny,2109,2808,4,rt
538281,2,2100,7,Kaliště,2109,287,2,rt
538299,2,2100,15,Kamenice,2109,4474,2,rt
538302,2,1100,15,Praha-Klánovice,1100,3487,4,rt
538311,2,2100,15,Klecany,2109,3558,5,rt
538361,3,1100,15,Praha-Kolovraty,1100,3785,4,rt
538493,4,2100,11,Mnichovice,2109,3773,2,rt
538540,2,2100,15,Nehvizdy,2109,3094,3,rt
538574,4,2100,15,Odolena Voda,2109,5957,5,rt
538582,3,2100,15,Ondřejov,2109,1675,4,rt
538680,2,2100,9,Pyšely,2101,1938,3,rt
538728,15,2100,21,Říčany,2109,15448,5,rt
538876,2,2100,11,Šestajovice,2109,3699,2,rt
538931,8,1100,25,Praha 22,1100,11510,7,rt
538949,8,1100,17,Praha 21,1100,10810,11,rt
538957,3,2100,15,Úvaly,2109,6673,5,rt
538981,2,2100,15,Velké Popovice,2109,2819,3,rt
539007,3,1100,15,Praha-Vinoř,1100,4373,5,rt
539066,2,2100,11,Zeleneč,2109,3205,2,rt
539104,3,2100,7,Bojanovice,2110,470,2,rt
539139,5,2100,21,Černošice,2110,7045,5,rt
539155,2,2100,7,Čisovice,2110,1069,3,rt
539198,3,2100,15,Dobřichovice,2110,3620,4,rt
539236,2,2100,15,Horoměřice,2110,4145,4,rt
539244,5,2100,17,Hostivice,2110,8341,9,rt
539252,3,2100,11,Hradištko,2110,2142,7,rt
539279,3,4100,15,Velká Hleďsebe,4101,2271,4,rt
539309,2,2100,15,Chýně,2110,2963,3,rt
539325,6,2100,21,Jesenice,2110,9132,6,rt
539333,6,2100,15,Jílové u Prahy,2110,4722,7,rt
539414,3,2100,15,Libčice nad Vltavou,2110,3379,4,rt
539422,2,2100,9,Libeř,2110,1424,2,rt
539601,8,1100,15,Praha 16,1100,8524,5,rt
539627,7,2100,21,Roztoky,2110,8403,7,rt
539635,3,1100,11,Praha-Řeporyje,1100,4693,5,rt
539643,2,2100,15,Řevnice,2110,3506,6,rt
539678,2,1100,11,Praha-Slivenec,1100,3630,2,rt
539694,57,1100,35,Praha 13,1100,62567,10,rt
539724,2,1100,15,Praha-Šeberov,1100,3207,5,rt
539732,3,2100,15,Štěchovice,2110,1986,5,rt
539759,2,2100,9,Třebotov,2110,1440,4,rt
539791,3,1100,11,Praha-Újezd,1100,3250,2,rt
539848,2,2100,15,Vrané nad Vltavou,2110,2581,2,rt
539864,10,1100,17,Praha-Zbraslav,1100,9930,8,rt
539899,4,1100,15,Praha-Zličín,1100,6634,3,rt
539911,39,2100,25,Příbram,2111,32867,13,rt
539961,5,7100,15,Libina,7105,3335,6,rt
540013,4,2100,17,Březnice,2111,3539,5,rt
540030,2,7100,15,Lipová-lázně,7101,2187,7,rt
540111,6,2100,21,Dobříš,2111,9013,9,rt
540196,5,7100,15,Loštice,7105,2997,8,rt
540218,3,2100,9,Dublovice,2111,1090,4,rt
540226,2,7100,11,Loučná nad Desnou,7105,1601,3,rt
540234,2,7100,15,Lukavice,7105,859,3,rt
540315,4,2100,11,Hvožďany,2111,777,2,rt
540331,4,7100,9,Malá Morava,7105,513,3,rt
540382,2,7100,15,Mikulovice,7101,2560,5,rt
540404,4,2100,15,Jince,2111,2249,4,rt
540471,13,7100,21,Mohelnice,7105,9223,9,rt
540480,2,7100,9,Moravičany,7105,1285,2,rt
540501,3,7100,15,Nový Malín,7105,3514,5,rt
540510,2,7100,11,Olšany,7105,1065,3,rt
540609,4,7100,11,Pavlov,7105,616,4,rt
540650,2,7100,9,Písařov,7105,724,2,rt
540757,4,2100,15,Milín,2111,2136,4,rt
540765,5,2100,15,Mníšek pod Brdy,2110,5712,10,rt
540773,2,7100,15,Postřelmov,7105,3070,5,rt
540846,3,2100,9,Nechvalice,2111,657,4,rt
540862,3,7100,15,Rapotín,7105,3263,8,rt
540871,3,7100,9,Rohle,7105,672,8,rt
540901,2,2100,15,Nový Knín,2111,2011,3,rt
540935,2,2100,15,Obecnice,2111,1253,2,rt
540978,5,7100,15,Ruda nad Moravou,7105,2553,9,rt
540986,2,7100,11,Sobotín,7105,1149,8,rt
541044,3,2100,15,Petrovice,2111,1344,3,rt
541079,5,7100,15,Staré Město,7105,1726,7,rt
541168,5,7100,15,Štíty,7105,2021,5,rt
541231,11,2100,17,Rožmitál pod Třemšínem,2111,4381,7,rt
541265,5,7100,15,Velké Losiny,7105,2623,8,rt
541281,13,2100,21,Sedlčany,2111,7147,5,rt
541290,3,3200,7,Horní Kozolupy,3207,256,2,rt
541354,15,7100,21,Zábřeh,7105,13666,7,rt
541427,2,2100,11,Tochovice,2111,666,3,rt
541508,2,2100,11,Věšín,2111,693,5,rt
541524,2,2100,9,Volenice,2111,390,2,rt
541575,2,7100,15,Žulová,7101,1248,8,rt
541591,3,2100,9,Vysoký Chlumec,2111,833,4,rt
541630,25,7200,21,Vsetín,7203,26109,12,rt
541656,17,2100,21,Rakovník,2112,15893,9,rt
541699,3,2100,11,Čistá,2112,861,2,rt
541761,3,2100,7,Hřebečníky,2112,241,3,rt
541834,2,2100,15,Jesenice,2112,1700,5,rt
541991,2,2100,11,Lány,2103,2112,4,rt
542041,2,2100,15,Lužná,2112,1903,4,rt
542113,2,2100,7,Mšecké Žehrovice,2112,624,2,rt
542121,2,2100,11,Mutějovice,2112,799,3,rt
542164,4,2100,21,Nové Strašecí,2112,5503,7,rt
542351,2,2100,11,Řevničov,2112,1340,5,rt
542377,2,2100,13,Senomaty,2112,1209,3,rt
542415,5,2100,11,Slabce,2112,748,4,rt
542610,2,2100,7,Zbečno,2112,529,3,rt
542644,2,7200,15,Francova Lhota,7203,1591,5,rt
542679,2,7200,15,Halenkov,7203,2414,7,rt
542768,2,7200,15,Hovězí,7203,2387,2,rt
542784,2,7200,15,Huslenky,7203,2234,5,rt
542911,2,7200,15,Karolinka,7203,2541,6,rt
542989,6,7200,15,Kelč,7203,2678,4,rt
544248,4,2100,9,Pavlíkov,2112,1037,4,rt
544256,90,3100,45,České Budějovice,3101,93863,14,rt
544281,8,3100,17,Borovany,3101,4147,5,rt
544299,3,3100,9,Boršov nad Vltavou,3101,1879,5,rt
544302,7,7200,15,Lešná,7203,2059,5,rt
544337,2,5100,7,Hamr na Jezeře,5101,431,3,rt
544388,7,3100,15,Dolní Bukovsko,3101,1765,5,rt
544418,2,7200,11,Loučka,7203,797,3,rt
544426,7,3100,15,Dříteň,3101,1677,5,rt
544485,7,3100,21,Hluboká nad Vltavou,3101,5305,9,rt
544493,2,3100,11,Homole,3101,1560,3,rt
544515,3,3100,15,Horní Stropnice,3101,1475,4,rt
544523,2,3100,9,Hosín,3101,859,3,rt
544566,3,7200,15,Nový Hrozenkov,7203,2615,6,rt
544591,4,3100,15,Chrášťany,3101,716,3,rt
544639,5,3100,15,Jílovice,3101,979,4,rt
544663,3,3100,15,Kamenný Újezd,3101,2352,7,rt
544736,4,3100,15,Ledenice,3101,2457,5,rt
544744,3,3100,9,Libín,3101,402,5,rt
544761,2,3100,7,Lipí,3101,646,2,rt
544779,4,3100,21,Lišov,3101,4343,10,rt
544809,2,3100,9,Ločenice,3101,707,2,rt
544841,14,7200,21,Rožnov pod Radhoštěm,7203,16469,9,rt
544868,3,3100,15,Nové Hrady,3101,2524,4,rt
544892,2,3100,9,Olešník,3101,795,2,rt
544949,2,7200,15,Valašská Bystřice,7203,2234,2,rt
544981,3,3100,15,Rudolfov,3101,2575,6,rt
545015,3,3100,7,Sedlec,3101,497,3,rt
545023,3,3100,15,Slavče,3101,669,2,rt
545058,26,7200,25,Valašské Meziříčí,7203,22200,10,rt
545066,2,3100,9,Srubec,3101,2526,5,rt
545147,2,7200,9,Velká Lhota,7203,506,16,rt
545155,6,3100,11,Temelín,3101,857,9,rt
545163,2,7200,15,Velké Karlovice,7203,2409,5,rt
545171,11,3100,23,Trhové Sviny,3101,5132,9,rt
545201,12,3100,21,Týn nad Vltavou,3101,8006,9,rt
545236,3,7200,15,Zašová,7203,3020,5,rt
545252,5,7200,21,Zubří,7203,5557,9,rt
545287,4,3100,11,Všemyslice,3101,1105,2,rt
545341,3,3100,15,Zliv,3101,3517,6,rt
545384,7,3100,15,Žimutice,3101,608,3,rt
545392,16,3100,23,Český Krumlov,3102,13028,11,rt
545473,2,3100,15,Dolní Třebonín,3102,1333,7,rt
545511,2,3100,15,Horní Planá,3102,2098,5,rt
545554,2,3100,15,Kájov,3102,1837,6,rt
545562,9,3100,21,Kaplice,3102,7078,11,rt
545571,3,3100,15,Křemže,3102,2892,5,rt
545601,2,3100,11,Loučovice,3102,1634,5,rt
545821,3,3100,15,Velešín,3102,3869,7,rt
545830,3,3100,17,Větřní,3102,3940,6,rt
545848,2,3100,15,Vyšší Brod,3102,2569,7,rt
545881,30,3100,27,Jindřichův Hradec,3103,21460,10,rt
545911,47,8100,35,Moravská Ostrava a Přívoz,8106,36881,11,rt
545970,56,3200,27,Plzeň 1,3203,48142,14,rt
545988,34,3200,27,Plzeň 2-Slovany,3203,32544,13,rt
546003,63,3200,33,Plzeň 3,3203,45321,13,rt
546011,2,4200,9,Jimlín,4204,873,3,rt
546038,2,3100,11,Budíškovice,3103,720,2,rt
546046,27,8100,35,Slezská Ostrava,8106,20717,11,rt
546089,3,3100,15,České Velenice,3103,3465,3,rt
546097,2,3100,15,Český Rudolec,3103,920,3,rt
546101,2,3100,13,Číměř,3103,711,3,rt
546127,14,3100,21,Dačice,3103,7351,7,rt
546135,96,8100,45,Ostrava-Jih,8106,101846,13,rt
546208,25,3200,25,Plzeň 4,3203,23272,13,rt
546224,79,8100,45,Poruba,8106,64385,10,rt
546291,2,3100,7,Hatín,3103,196,2,rt
546364,2,3100,9,Horní Pěna,3103,602,4,rt
546461,5,3100,15,Chlum u Třeboně,3103,1970,6,rt
546542,3,3100,15,Kardašova Řečice,3103,2203,4,rt
546615,3,3100,11,Kunžak,3103,1485,9,rt
546666,2,3100,7,Lodhéřov,3103,655,2,rt
546798,4,3100,15,Nová Bystřice,3103,3309,3,rt
546801,2,3100,11,Nová Včelnice,3103,2272,2,rt
546844,3,3100,11,Novosedly nad Nežárkou,3103,657,2,rt
546941,2,6200,15,Dobšice,6207,2438,4,rt
546968,3,3100,11,Pluhův Žďár,3103,603,4,rt
547034,62,1100,45,Praha 11,1100,77600,12,rt
547042,6,1100,11,Praha-Kunratice,1100,9745,6,rt
547051,6,1100,17,Praha-Libuš,1100,10263,8,rt
547107,50,1100,35,Praha 12,1100,56249,8,rt
547115,3,1100,13,Praha-Velká Chuchle,1100,2459,4,rt
547158,2,1100,11,Praha-Nebušice,1100,3380,5,rt
547166,3,3100,15,Slavonice,3103,2427,5,rt
547174,18,1100,23,Praha 17,1100,24359,8,rt
547182,2,8100,15,Kozmice,8105,1912,2,rt
547221,2,3100,15,Stráž nad Nežárkou,3103,842,5,rt
547239,2,3100,15,Strmilov,3103,1417,3,rt
547247,3,3100,9,Stříbřec,3103,450,4,rt
547263,10,3100,13,Studená,3103,2313,8,rt
547271,5,1100,15,Praha-Suchdol,1100,7151,3,rt
547280,7,3100,17,Suchdol nad Lužnicí,3103,3559,7,rt
547298,2,1100,15,Praha-Ďáblice,1100,3615,4,rt
547301,3,1100,15,Praha-Dolní Chabry,1100,4546,3,rt
547310,6,1100,21,Praha-Čakovice,1100,11093,8,rt
547336,12,3100,25,Třeboň,3103,8349,8,rt
547344,6,1100,15,Praha 19,1100,7156,6,rt
547361,32,1100,31,Praha 14,1100,47051,10,rt
547379,2,1100,11,Praha-Dolní Měcholupy,1100,2993,4,rt
547387,23,1100,31,Praha 15,1100,33839,9,rt
547395,4,1100,15,Praha-Petrovice,1100,6050,7,rt
547417,12,1100,19,Praha 18,1100,20071,8,rt
547441,4,3100,11,Volfířov,3103,716,10,rt
547492,24,6100,21,Pelhřimov,6103,16105,11,rt
547646,2,5200,15,Velké Poříčí,5203,2371,6,rt
547719,3,6100,11,Častrov,6103,591,2,rt
547760,3,6100,9,Černovice,6103,1731,5,rt
547913,4,6100,15,Horní Cerekev,6103,1841,4,rt
547999,15,6100,21,Humpolec,6103,10835,9,rt
548111,5,6100,15,Kamenice nad Lipou,6103,3789,5,rt
548383,2,6100,7,Mladé Bříště,6103,252,12,rt
548391,3,6100,7,Mnich,6103,402,2,rt
548464,4,6100,9,Nový Rychnov,6103,1037,3,rt
548511,8,6100,15,Pacov,6103,4823,4,rt
548561,2,6100,15,Počátky,6103,2563,5,rt
548740,2,6100,9,Samšín,6103,156,16,rt
549142,3,6100,9,Vyskytná,6103,716,2,rt
549231,5,6100,15,Žirovnice,6103,2937,5,rt
549240,29,3100,27,Písek,3104,30119,10,rt
549258,4,3100,15,Albrechtice nad Vltavou,3104,876,8,rt
549266,3,3100,15,Bernartice,3104,1295,4,rt
549363,4,3100,11,Dobev,3104,903,5,rt
549380,4,3100,9,Drhovle,3104,562,6,rt
549428,2,3100,9,Hrejkovice,3104,463,4,rt
549452,2,3100,15,Chyšky,3104,1066,2,rt
549487,2,3100,11,Kestřany,3104,696,3,rt
549509,3,3100,9,Kostelec nad Vltavou,3104,395,13,rt
549517,3,3100,15,Kovářov,3104,1442,5,rt
549576,9,3100,21,Milevsko,3104,8380,8,rt
549584,3,3100,15,Mirotice,3104,1231,3,rt
549592,2,3100,15,Mirovice,3104,1595,5,rt
549665,2,8100,7,Raškovice,8102,1852,3,rt
549703,2,3100,9,Oslov,3104,342,4,rt
549771,11,3100,21,Protivín,3104,4870,3,rt
549843,2,3100,15,Sepekov,3104,1325,2,rt
550094,9,3100,21,Prachatice,3105,10917,9,rt
550167,4,3100,11,Čkyně,3105,1582,3,rt
550361,2,3100,11,Lhenice,3105,1979,4,rt
550418,4,3100,11,Malovice,3105,631,2,rt
550442,4,3100,15,Netolice,3105,2596,4,rt
550515,4,3100,15,Stachy,3105,1138,3,rt
550540,4,3100,11,Strunkovice nad Blanicí,3105,1250,3,rt
550582,2,3100,9,Těšovice,3105,305,4,rt
550621,7,3100,15,Vacov,3105,1466,3,rt
550647,7,3100,17,Vimperk,3105,7383,12,rt
550671,3,3100,15,Volary,3105,3792,6,rt
550728,5,3100,15,Zdíkov,3105,1731,7,rt
550744,5,7200,17,Kunovice,7202,5646,6,rt
550752,5,7200,17,Staré Město,7202,6716,6,rt
