OKRSEK,STRANA,HLASY,batch
7,1,146,17
7,2,159,17
7,3,105,17
7,4,68,17
7,5,303,17
7,6,238,17
7,7,61,17
7,8,100,17
7,9,136,17
9,1,81,18
9,2,151,18
9,3,170,18
9,4,110,18
9,5,47,18
9,6,156,18
9,7,45,18
9,8,180,18
9,9,148,18
4,1,194,26
4,2,536,26
4,3,571,26
4,4,184,26
4,5,504,26
4,6,860,26
4,7,242,26
4,8,275,26
4,9,393,26
10,1,155,28
10,2,421,28
10,3,538,28
10,4,232,28
10,5,471,28
10,6,860,28
10,7,175,28
10,8,298,28
10,9,364,28
8,1,374,34
8,2,728,34
8,3,724,34
8,4,255,34
8,5,639,34
8,6,777,34
8,7,402,34
8,8,459,34
8,9,840,34
11,1,293,42
11,2,942,42
11,3,1094,42
11,4,351,42
11,5,497,42
11,6,960,42
11,7,358,42
11,8,426,42
11,9,708,42
1,1,300,46
1,2,576,46
1,3,494,46
1,4,244,46
1,5,531,46
1,6,615,46
1,7,184,46
1,8,333,46
1,9,783,46
6,1,457,49
6,2,646,49
6,3,581,49
6,4,327,49
6,5,573,49
6,6,1053,49
6,7,441,49
6,8,496,49
6,9,807,49
12,1,303,52
12,2,421,52
12,3,345,52
12,4,335,52
12,5,417,52
12,6,787,52
12,7,197,52
12,8,441,52
12,9,605,52
3,1,261,58
3,2,919,58
3,3,864,58
3,4,305,58
3,5,810,58
3,6,1242,58
3,7,479,58
3,8,377,58
3,9,872,58
2,1,296,60
2,2,941,60
2,3,959,60
2,4,225,60
2,5,871,60
2,6,1306,60
2,7,410,60
2,8,897,60
2,9,880,60
5,1,453,60
5,2,1178,60
5,3,761,60
5,4,677,60
5,5,642,60
5,6,1501,60
5,7,294,60
5,8,375,60
5,9,1172,60
