OKRSEK,STRANA,HLASY,batch
10,1,164,13
10,2,22,13
10,3,53,13
10,4,60,13
10,5,67,13
10,6,105,13
10,7,116,13
10,8,119,13
10,9,138,13
9,1,408,21
9,2,215,21
9,3,9,21
9,4,78,21
9,5,64,21
9,6,218,21
9,7,140,21
9,8,69,21
9,9,198,21
11,1,388,23
11,2,65,23
11,3,49,23
11,4,180,23
11,5,93,23
11,6,128,23
11,7,57,23
11,8,129,23
11,9,91,23
12,1,177,27
12,2,6,27
12,3,86,27
12,4,25,27
12,5,94,27
12,6,293,27
12,7,2,27
12,8,62,27
12,9,64,27
1,1,894,27
1,2,633,27
1,3,134,27
1,4,365,27
1,5,484,27
1,6,685,27
1,7,555,27
1,8,1043,27
1,9,469,27
3,1,469,34
3,2,604,34
3,3,175,34
3,4,561,34
3,5,292,34
3,6,880,34
3,7,470,34
3,8,593,34
3,9,557,34
4,1,1002,35
4,2,577,35
4,3,149,35
4,4,349,35
4,5,392,35
4,6,1504,35
4,7,610,35
4,8,936,35
4,9,354,35
6,1,344,44
6,2,696,44
6,3,118,44
6,4,316,44
6,5,214,44
6,6,1138,44
6,7,392,44
6,8,546,44
6,9,322,44
8,1,273,45
8,2,481,45
8,3,36,45
8,4,340,45
8,5,238,45
8,6,793,45
8,7,280,45
8,8,535,45
8,9,423,45
7,1,692,48
7,2,932,48
7,3,122,48
7,4,753,48
7,5,386,48
7,6,1379,48
7,7,343,48
7,8,543,48
7,9,805,48
5,1,422,53
5,2,1391,53
5,3,51,53
5,4,305,53
5,5,361,53
5,6,1881,53
5,7,198,53
5,8,781,53
5,9,276,53
2,1,1485,67
2,2,1383,67
2,3,572,67
2,4,693,67
2,5,876,67
2,6,2350,67
2,7,649,67
2,8,1901,67
2,9,825,67
