OKRSEK,STRANA,HLASY,batch
11,1,103,19
11,2,269,19
11,3,150,19
11,4,111,19
11,5,338,19
11,6,100,19
11,7,180,19
11,8,129,19
11,9,20,19
10,1,175,20
10,2,37,20
10,3,236,20
10,4,156,20
10,5,320,20
10,6,25,20
10,7,90,20
10,8,78,20
10,9,12,20
13,1,100,22
13,2,44,22
13,3,396,22
13,4,143,22
13,5,233,22
13,6,68,22
13,7,153,22
13,8,174,22
13,9,24,22
12,1,46,22
12,2,85,22
12,3,393,22
12,4,247,22
12,5,233,22
12,6,10,22
12,7,215,22
12,8,112,22
12,9,21,22
8,1,125,29
8,2,244,29
8,3,802,29
8,4,345,29
8,5,810,29
8,6,155,29
8,7,451,29
8,8,537,29
8,9,105,29
15,1,232,30
15,2,287,30
15,3,92,30
15,4,66,30
15,5,305,30
15,6,9,30
15,7,217,30
15,8,87,30
15,9,37,30
14,1,377,33
14,2,166,33
14,3,359,33
14,4,298,33
14,5,512,33
14,6,191,33
14,7,494,33
14,8,321,33
14,9,83,33
1,1,123,41
1,2,752,41
1,3,1100,41
1,4,783,41
1,5,1081,41
1,6,196,41
1,7,824,41
1,8,600,41
1,9,112,41
2,1,446,41
2,2,443,41
2,3,1820,41
2,4,1263,41
2,5,1322,41
2,6,532,41
2,7,1125,41
2,8,1802,41
2,9,310,41
9,1,203,42
9,2,373,42
9,3,554,42
9,4,318,42
9,5,642,42
9,6,182,42
9,7,283,42
9,8,350,42
9,9,156,42
6,1,444,50
6,2,751,50
6,3,2448,50
6,4,1157,50
6,5,1118,50
6,6,317,50
6,7,1201,50
6,8,1161,50
6,9,429,50
5,1,425,51
5,2,620,51
5,3,1795,51
5,4,1108,51
5,5,1460,51
5,6,161,51
5,7,747,51
5,8,1093,51
5,9,247,51
7,1,409,56
7,2,646,56
7,3,2965,56
7,4,1542,56
7,5,1608,56
7,6,415,56
7,7,942,56
7,8,2349,56
7,9,564,56
4,1,219,57
4,2,687,57
4,3,1361,57
4,4,709,57
4,5,1536,57
4,6,191,57
4,7,947,57
4,8,963,57
4,9,290,57
3,1,365,57
3,2,493,57
3,3,1831,57
3,4,1180,57
3,5,1356,57
3,6,520,57
3,7,626,57
3,8,1667,57
3,9,238,57
