index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
69,1100,500143,Praha 5,1,1,1114,1114,Svoboda a přímá demokracie - Tomio Okamura (SPD),Svob.a př.dem.-T.Okamura (SPD),SPD,1,1114,35423.0,3.33,0.0,43,1114,SPD,SPD,Svoboda a přímá demokracie - Tomio Okamura (SPD),1114.0,#c05f2f,1.0
70,1100,500143,Praha 5,1,2,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,26024.0,2.39,0.0,43,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1.0
71,1100,500143,Praha 5,1,3,1371,1371,ŽIVÁ PRAHA 5 a SPOLEČNOST PRO OCHRANU PROKOPSKÉHO A DALEJSKÉHO ÚDOLÍ,ŽP5 a spol. pro och. Prokop.ú.,ŽP5+NK,2,"080,1199",39724.0,3.65,0.0,43,80,ŽP5+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
72,1100,500143,Praha 5,1,4,5,5,Strana zelených,Strana zelených,Zelení,1,005,49837.0,4.58,0.0,43,5,Zelení,SZ,Strana zelených,5.0,#36da83,1.0
73,1100,500143,Praha 5,1,5,1041,1041,Společnost proti developerské výstavbě v Prokopském údolí,Společ.proti výst.v Prok.údolí,SPDV,1,1041,38229.0,3.51,0.0,43,1041,SPDV,,,,,
74,1100,500143,Praha 5,1,6,541,541,Česká pirátská strana a Sdružení nezávislých občanů Prahy 5,Česká pirátská strana a SNK,,2,"080,720",204833.0,18.85,11.0,43,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
75,1100,500143,Praha 5,1,7,1,1,KDU-ČSL a nezávislí,KDU-ČSL a nezávislí,KDU-ČSL,1,001,63297.0,5.82,3.0,43,1,KDU-ČSL,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1.0
76,1100,500143,Praha 5,1,8,477,477,Petr Mach - Svobodní v Praze 5,Petr Mach - Svobodní v Praze 5,,2,"080,714",29667.0,2.73,0.0,43,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
77,1100,500143,Praha 5,1,9,166,166,STAROSTOVÉ A NEZÁVISLÍ,STAROSTOVÉ A NEZÁVISLÍ,STAN,1,166,110836.0,10.2,6.0,43,166,STAN,STAN,STAROSTOVÉ A NEZÁVISLÍ,166.0,#38c2f9,1.0
78,1100,500143,Praha 5,1,10,1309,1309,STAROSTOVÉ PRO PRAHU s podporou ODA-Krásné město Praha 5,STAR. PRO PRAHU s ODA,HPP+ODA+NK,3,"080,791,1173",6944.0,0.63,0.0,43,80,HPP+ODA+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
79,1100,500143,Praha 5,1,11,53,53,Občanská demokratická strana,Občanská demokratická strana,ODS,1,053,179766.0,16.54,9.0,43,53,ODS,ODS,Občanská demokratická strana,53.0,#4175e0,1.0
80,1100,500143,Praha 5,1,12,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,25547.0,2.4,0.0,43,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1.0
81,1100,500143,Praha 5,1,13,768,768,ANO 2011,ANO 2011,ANO,1,768,131340.0,12.08,7.0,43,768,ANO,ANO,ANO 2011,768.0,#33cccc,0.0
82,1100,500143,Praha 5,1,14,721,721,TOP 09,TOP 09,TOP 09,1,721,145160.0,13.35,7.0,43,721,TOP 09,TOP 09,TOP 09,721.0,#c268b4,1.0
