index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
110,1100,500208,Praha 8,1,1,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,58930.0,4.18,0.0,45,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1
111,1100,500208,Praha 8,1,2,1317,1317,PATRIOTI PRO PRAHU 8,PATRIOTI PRO PRAHU 8,PatČR+REAL+NK,3,"080,1004,1176",79384.0,5.63,3.0,45,80,PatČR+REAL+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1
112,1100,500208,Praha 8,1,3,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,67704.0,4.8,0.0,45,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1
113,1100,500208,Praha 8,1,4,1316,1316,"OSMIČKA ŽIJE, nezávislí kandidáti podpoření podpisy občanů","OSMIČKA ŽIJE, NK podp. podpisy",SMS+NK,2,"080,1202",207116.0,14.69,8.0,45,80,SMS+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1
114,1100,500208,Praha 8,1,5,479,479,"OSMIČKA SOBĚ - ZELENÍ, KDU-ČSL a nezávislí",OSMIČKA SOBĚ,KDUČSL+Zel.+NK,3,"001,005,080",85406.0,6.06,3.0,45,1,KDUČSL+Zel.+NK,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1
115,1100,500208,Praha 8,1,6,1101,1101,Občanská demokratická strana + Svobodní,ODS + Svobodní,,2,"053,714",244815.0,17.37,9.0,45,53,,ODS,Občanská demokratická strana,53.0,#4175e0,1
116,1100,500208,Praha 8,1,7,482,482,S.O.S ZA PRÁVA ZVÍŘAT - sdružení DSZ a NK,S.O.S ZA PRÁVA ZVÍŘAT,,2,"080,715",829.0,0.88,0.0,3,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1
117,1100,500208,Praha 8,1,8,551,551,STAROSTOVÉ PRO PRAHU,STAROSTOVÉ PRO PRAHU,,2,"080,791",29715.0,2.15,0.0,45,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1
118,1100,500208,Praha 8,1,9,720,720,Česká pirátská strana,Česká pirátská strana,Piráti,1,720,223419.0,15.85,8.0,45,720,Piráti,Piráti,Česká pirátská strana,720.0,#222222,1
119,1100,500208,Praha 8,1,10,1114,1114,Svoboda a přímá demokracie - Tomio Okamura (SPD),Svob.a př.dem.-T.Okamura (SPD),SPD,1,1114,49297.0,3.49,0.0,45,1114,SPD,SPD,Svoboda a přímá demokracie - Tomio Okamura (SPD),1114.0,#c05f2f,1
120,1100,500208,Praha 8,1,11,768,768,ANO 2011,ANO 2011,ANO,1,768,203288.0,14.42,8.0,45,768,ANO,ANO,ANO 2011,768.0,#33cccc,0
121,1100,500208,Praha 8,1,12,659,659,TOP 09 a Starostové a nezávislí - spojené síly pro Prahu 8,TOP 09 a STAN - spojené síly,TOP+STAN,2,"166,721",159080.0,11.29,6.0,45,166,TOP+STAN,STAN,STAROSTOVÉ A NEZÁVISLÍ,166.0,#38c2f9,1
