OKRSEK,STRANA,HLASY,batch
7,1,36,16
7,2,100,16
7,3,27,16
7,4,212,16
7,5,81,16
7,6,11,16
7,7,82,16
6,1,139,23
6,2,200,23
6,3,62,23
6,4,170,23
6,5,191,23
6,6,35,23
6,7,139,23
1,1,438,37
1,2,1411,37
1,3,544,37
1,4,1599,37
1,5,951,37
1,6,211,37
1,7,968,37
3,1,304,59
3,2,1454,59
3,3,718,59
3,4,1113,59
3,5,778,59
3,6,218,59
3,7,900,59
4,1,469,67
4,2,1255,67
4,3,638,67
4,4,1831,67
4,5,870,67
4,6,297,67
4,7,1022,67
5,1,708,77
5,2,2172,77
5,3,751,77
5,4,1905,77
5,5,914,77
5,6,316,77
5,7,1018,77
2,1,445,84
2,2,1944,84
2,3,915,84
2,4,2487,84
2,5,1320,84
2,6,267,84
2,7,1450,84
