gain,STRANA,counted
13.79829819824176,1,96.0
5.346019224949831,2,96.0
1.6170230350937267,3,96.0
12.825375354370589,4,96.0
2.6889535462390044,5,96.0
21.684561364685973,6,96.0
2.3055539148818442,7,96.0
14.673901876214284,8,96.0
12.889487883019893,9,96.0
12.170825602303093,10,96.0
