gain,STRANA,counted
0.9491949276847288,1,76.0
3.171976251889054,2,76.0
5.105069424124754,3,76.0
13.454903410331513,4,76.0
42.30720601535643,5,76.0
1.9471325151530705,6,76.0
3.0067374414804453,7,76.0
9.488993167020041,8,76.0
4.6480857536799824,9,76.0
4.6440611393564915,10,76.0
11.276639953923503,11,76.0
