gain,STRANA,counted
7.707428780022848,1,24.0
1.0772937153470823,2,24.0
4.404407426879642,3,24.0
3.5160872690312996,4,24.0
4.062067025253498,5,24.0
13.05726316499983,6,24.0
24.93401423156988,7,24.0
27.15068478814707,8,24.0
5.33662959544664,9,24.0
8.167385328980876,10,24.0
0.5867386743213256,11,24.0
