gain,STRANA,counted
2.6810693449097798,1,13.0
1.8799060325968762,2,13.0
0.6244690637217873,3,13.0
4.14490701569444,4,13.0
6.890262827863777,5,13.0
4.028236676322727,6,13.0
3.002275944101932,7,13.0
13.008457185322515,8,13.0
4.827027957790954,9,13.0
2.9875642641497646,10,13.0
25.3283609420491,11,13.0
10.017875545064054,12,13.0
7.6264021815762915,13,13.0
8.674366568734781,14,13.0
4.278818450101223,15,13.0
