gain,STRANA,counted
2.878129848460327,1,97.0
4.826343440621273,2,97.0
7.028169644681065,3,97.0
20.854325917986312,4,97.0
4.367893946050234,5,97.0
10.436553103731846,6,97.0
21.76367719399558,7,97.0
11.82984393318785,8,97.0
0.8610376589065012,9,97.0
0.5334124624747266,10,97.0
0.6596985447598963,11,97.0
13.960914305144383,12,97.0
