gain,STRANA,counted
9.54124135616432,1,85.0
27.248948815737506,2,85.0
3.327238149134417,3,85.0
7.599881854316045,4,85.0
8.05192622902737,5,85.0
0.43834971359219804,6,85.0
0.30210768594940285,7,85.0
0.3446312913580145,8,85.0
2.0948347393495363,9,85.0
27.920521822965867,10,85.0
1.8345084579946498,11,85.0
3.013538779660659,12,85.0
0.7238548119273807,13,85.0
7.558416292822632,14,85.0
