gain,STRANA,counted
8.061855976288111,1,100.0
8.36659870048271,2,100.0
8.967574331155282,3,100.0
3.3606883083570342,4,100.0
1.3936628447956048,5,100.0
28.397496780032426,6,100.0
3.5350222321625893,7,100.0
10.996307938944119,8,100.0
1.8829715168177477,9,100.0
16.338527853903354,10,100.0
2.7798209198624586,11,100.0
4.478088778994226,12,100.0
1.4413838182043355,13,100.0
