id,name,okres,vojvodství
141401,m. Nowy Dwór Mazowiecki,nowodworski,mazowieckie
141402,gm. Czosnów,nowodworski,mazowieckie
141403,gm. Leoncin,nowodworski,mazowieckie
141404,gm. Nasielsk,nowodworski,mazowieckie
141405,gm. Pomiechówek,nowodworski,mazowieckie
141406,gm. Zakroczym,nowodworski,mazowieckie
141501,gm. Baranowo,ostrołęcki,mazowieckie
141502,gm. Czarnia,ostrołęcki,mazowieckie
141503,gm. Czerwin,ostrołęcki,mazowieckie
141504,gm. Goworowo,ostrołęcki,mazowieckie
141505,gm. Kadzidło,ostrołęcki,mazowieckie
141506,gm. Lelis,ostrołęcki,mazowieckie
141507,gm. Łyse,ostrołęcki,mazowieckie
141508,gm. Myszyniec,ostrołęcki,mazowieckie
141509,gm. Olszewo-Borki,ostrołęcki,mazowieckie
141510,gm. Rzekuń,ostrołęcki,mazowieckie
141511,gm. Troszyn,ostrołęcki,mazowieckie
141601,m. Ostrów Mazowiecka,ostrowski,mazowieckie
141602,gm. Andrzejewo,ostrowski,mazowieckie
141603,gm. Boguty-Pianki,ostrowski,mazowieckie
141604,gm. Brok,ostrowski,mazowieckie
141605,gm. Małkinia Górna,ostrowski,mazowieckie
141606,gm. Nur,ostrowski,mazowieckie
141607,gm. Ostrów Mazowiecka,ostrowski,mazowieckie
141608,gm. Stary Lubotyń,ostrowski,mazowieckie
141609,gm. Szulborze Wielkie,ostrowski,mazowieckie
141610,gm. Wąsewo,ostrowski,mazowieckie
141611,gm. Zaręby Kościelne,ostrowski,mazowieckie
141701,m. Józefów,otwocki,mazowieckie
141702,m. Otwock,otwocki,mazowieckie
141703,gm. Celestynów,otwocki,mazowieckie
141704,gm. Karczew,otwocki,mazowieckie
141705,gm. Kołbiel,otwocki,mazowieckie
141706,gm. Osieck,otwocki,mazowieckie
141707,gm. Sobienie-Jeziory,otwocki,mazowieckie
141708,gm. Wiązowna,otwocki,mazowieckie
141801,gm. Góra Kalwaria,piaseczyński,mazowieckie
141802,gm. Konstancin-Jeziorna,piaseczyński,mazowieckie
141803,gm. Lesznowola,piaseczyński,mazowieckie
141804,gm. Piaseczno,piaseczyński,mazowieckie
141805,gm. Prażmów,piaseczyński,mazowieckie
141806,gm. Tarczyn,piaseczyński,mazowieckie
141901,gm. Bielsk,płocki,mazowieckie
141902,gm. Bodzanów,płocki,mazowieckie
141903,gm. Brudzeń Duży,płocki,mazowieckie
141904,gm. Bulkowo,płocki,mazowieckie
141905,gm. Drobin,płocki,mazowieckie
141906,gm. Gąbin,płocki,mazowieckie
141907,gm. Łąck,płocki,mazowieckie
141908,gm. Mała Wieś,płocki,mazowieckie
141909,gm. Nowy Duninów,płocki,mazowieckie
141910,gm. Radzanowo,płocki,mazowieckie
141911,gm. Słubice,płocki,mazowieckie
141912,gm. Słupno,płocki,mazowieckie
141913,gm. Stara Biała,płocki,mazowieckie
141914,gm. Staroźreby,płocki,mazowieckie
141915,gm. Wyszogród,płocki,mazowieckie
142001,m. Płońsk,płoński,mazowieckie
142002,m. Raciąż,płoński,mazowieckie
142003,gm. Baboszewo,płoński,mazowieckie
142004,gm. Czerwińsk nad Wisłą,płoński,mazowieckie
142005,gm. Dzierzążnia,płoński,mazowieckie
142006,gm. Joniec,płoński,mazowieckie
142007,gm. Naruszewo,płoński,mazowieckie
142008,gm. Nowe Miasto,płoński,mazowieckie
142009,gm. Płońsk,płoński,mazowieckie
142010,gm. Raciąż,płoński,mazowieckie
142011,gm. Sochocin,płoński,mazowieckie
142012,gm. Załuski,płoński,mazowieckie
142101,m. Piastów,pruszkowski,mazowieckie
142102,m. Pruszków,pruszkowski,mazowieckie
142103,gm. Brwinów,pruszkowski,mazowieckie
142104,gm. Michałowice,pruszkowski,mazowieckie
142105,gm. Nadarzyn,pruszkowski,mazowieckie
142106,gm. Raszyn,pruszkowski,mazowieckie
142201,m. Przasnysz,przasnyski,mazowieckie
142202,gm. Chorzele,przasnyski,mazowieckie
142203,gm. Czernice Borowe,przasnyski,mazowieckie
142204,gm. Jednorożec,przasnyski,mazowieckie
142205,gm. Krasne,przasnyski,mazowieckie
142206,gm. Krzynowłoga Mała,przasnyski,mazowieckie
142207,gm. Przasnysz,przasnyski,mazowieckie
142301,gm. Borkowice,przysuski,mazowieckie
142302,gm. Gielniów,przysuski,mazowieckie
142303,gm. Klwów,przysuski,mazowieckie
142304,gm. Odrzywół,przysuski,mazowieckie
142305,gm. Potworów,przysuski,mazowieckie
142306,gm. Przysucha,przysuski,mazowieckie
142307,gm. Rusinów,przysuski,mazowieckie
142308,gm. Wieniawa,przysuski,mazowieckie
142401,gm. Gzy,pułtuski,mazowieckie
142402,gm. Obryte,pułtuski,mazowieckie
142403,gm. Pokrzywnica,pułtuski,mazowieckie
142404,gm. Pułtusk,pułtuski,mazowieckie
142405,gm. Świercze,pułtuski,mazowieckie
142406,gm. Winnica,pułtuski,mazowieckie
142407,gm. Zatory,pułtuski,mazowieckie
142501,m. Pionki,radomski,mazowieckie
142502,gm. Gózd,radomski,mazowieckie
142503,gm. Iłża,radomski,mazowieckie
142504,gm. Jastrzębia,radomski,mazowieckie
142505,gm. Jedlińsk,radomski,mazowieckie
142506,gm. Jedlnia-Letnisko,radomski,mazowieckie
142507,gm. Kowala,radomski,mazowieckie
142508,gm. Pionki,radomski,mazowieckie
142509,gm. Przytyk,radomski,mazowieckie
142510,gm. Skaryszew,radomski,mazowieckie
142511,gm. Wierzbica,radomski,mazowieckie
142512,gm. Wolanów,radomski,mazowieckie
142513,gm. Zakrzew,radomski,mazowieckie
142601,gm. Domanice,siedlecki,mazowieckie
142602,gm. Korczew,siedlecki,mazowieckie
142603,gm. Kotuń,siedlecki,mazowieckie
142604,gm. Mokobody,siedlecki,mazowieckie
142605,gm. Mordy,siedlecki,mazowieckie
142606,gm. Paprotnia,siedlecki,mazowieckie
142607,gm. Przesmyki,siedlecki,mazowieckie
142608,gm. Siedlce,siedlecki,mazowieckie
142609,gm. Skórzec,siedlecki,mazowieckie
142610,gm. Suchożebry,siedlecki,mazowieckie
142611,gm. Wiśniew,siedlecki,mazowieckie
142612,gm. Wodynie,siedlecki,mazowieckie
142613,gm. Zbuczyn,siedlecki,mazowieckie
142701,m. Sierpc,sierpecki,mazowieckie
142702,gm. Gozdowo,sierpecki,mazowieckie
142703,gm. Mochowo,sierpecki,mazowieckie
142704,gm. Rościszewo,sierpecki,mazowieckie
142705,gm. Sierpc,sierpecki,mazowieckie
142706,gm. Szczutowo,sierpecki,mazowieckie
142707,gm. Zawidz,sierpecki,mazowieckie
142801,m. Sochaczew,sochaczewski,mazowieckie
142802,gm. Brochów,sochaczewski,mazowieckie
142803,gm. Iłów,sochaczewski,mazowieckie
142804,gm. Młodzieszyn,sochaczewski,mazowieckie
142805,gm. Nowa Sucha,sochaczewski,mazowieckie
142806,gm. Rybno,sochaczewski,mazowieckie
142807,gm. Sochaczew,sochaczewski,mazowieckie
142808,gm. Teresin,sochaczewski,mazowieckie
142901,m. Sokołów Podlaski,sokołowski,mazowieckie
142902,gm. Bielany,sokołowski,mazowieckie
142903,gm. Ceranów,sokołowski,mazowieckie
142904,gm. Jabłonna Lacka,sokołowski,mazowieckie
142905,gm. Kosów Lacki,sokołowski,mazowieckie
142906,gm. Repki,sokołowski,mazowieckie
142907,gm. Sabnie,sokołowski,mazowieckie
142908,gm. Sokołów Podlaski,sokołowski,mazowieckie
142909,gm. Sterdyń,sokołowski,mazowieckie
143001,gm. Chlewiska,szydłowiecki,mazowieckie
143002,gm. Jastrząb,szydłowiecki,mazowieckie
143003,gm. Mirów,szydłowiecki,mazowieckie
143004,gm. Orońsko,szydłowiecki,mazowieckie
143005,gm. Szydłowiec,szydłowiecki,mazowieckie
143201,gm. Błonie,warszawski zachodni,mazowieckie
143202,gm. Izabelin,warszawski zachodni,mazowieckie
143203,gm. Kampinos,warszawski zachodni,mazowieckie
143204,gm. Leszno,warszawski zachodni,mazowieckie
143205,gm. Łomianki,warszawski zachodni,mazowieckie
143206,gm. Ożarów Mazowiecki,warszawski zachodni,mazowieckie
143207,gm. Stare Babice,warszawski zachodni,mazowieckie
143301,m. Węgrów,węgrowski,mazowieckie
143302,gm. Grębków,węgrowski,mazowieckie
143303,gm. Korytnica,węgrowski,mazowieckie
143304,gm. Liw,węgrowski,mazowieckie
143305,gm. Łochów,węgrowski,mazowieckie
143306,gm. Miedzna,węgrowski,mazowieckie
143307,gm. Sadowne,węgrowski,mazowieckie
143308,gm. Stoczek,węgrowski,mazowieckie
143309,gm. Wierzbno,węgrowski,mazowieckie
143401,m. Kobyłka,wołomiński,mazowieckie
143402,m. Marki,wołomiński,mazowieckie
143403,m. Ząbki,wołomiński,mazowieckie
143404,m. Zielonka,wołomiński,mazowieckie
143405,gm. Dąbrówka,wołomiński,mazowieckie
143406,gm. Jadów,wołomiński,mazowieckie
143407,gm. Klembów,wołomiński,mazowieckie
143408,gm. Poświętne,wołomiński,mazowieckie
143409,gm. Radzymin,wołomiński,mazowieckie
143410,gm. Strachówka,wołomiński,mazowieckie
143411,gm. Tłuszcz,wołomiński,mazowieckie
143412,gm. Wołomin,wołomiński,mazowieckie
143501,gm. Brańszczyk,wyszkowski,mazowieckie
143502,gm. Długosiodło,wyszkowski,mazowieckie
143503,gm. Rząśnik,wyszkowski,mazowieckie
143504,gm. Somianka,wyszkowski,mazowieckie
143505,gm. Wyszków,wyszkowski,mazowieckie
143506,gm. Zabrodzie,wyszkowski,mazowieckie
143601,gm. Kazanów,zwoleński,mazowieckie
143602,gm. Policzna,zwoleński,mazowieckie
143603,gm. Przyłęk,zwoleński,mazowieckie
143604,gm. Tczów,zwoleński,mazowieckie
143605,gm. Zwoleń,zwoleński,mazowieckie
143701,gm. Bieżuń,żuromiński,mazowieckie
143702,gm. Kuczbork-Osada,żuromiński,mazowieckie
143703,gm. Lubowidz,żuromiński,mazowieckie
143704,gm. Lutocin,żuromiński,mazowieckie
143705,gm. Siemiątkowo,żuromiński,mazowieckie
143706,gm. Żuromin,żuromiński,mazowieckie
143801,m. Żyrardów,żyrardowski,mazowieckie
143802,gm. Mszczonów,żyrardowski,mazowieckie
143803,gm. Puszcza Mariańska,żyrardowski,mazowieckie
143804,gm. Radziejowice,żyrardowski,mazowieckie
143805,gm. Wiskitki,żyrardowski,mazowieckie
146101,Ostrołęka,Ostrołęka,mazowieckie
146201,Płock,Płock,mazowieckie
146301,Radom,Radom,mazowieckie
146401,Siedlce,Siedlce,mazowieckie
146502,Bemowo,Warszawa,mazowieckie
146503,Białołęka,Warszawa,mazowieckie
146504,Bielany,Warszawa,mazowieckie
146505,Mokotów,Warszawa,mazowieckie
146506,Ochota,Warszawa,mazowieckie
146507,Praga-Południe,Warszawa,mazowieckie
146508,Praga-Północ,Warszawa,mazowieckie
146509,Rembertów,Warszawa,mazowieckie
146510,Śródmieście,Warszawa,mazowieckie
146511,Targówek,Warszawa,mazowieckie
146512,Ursus,Warszawa,mazowieckie
146513,Ursynów,Warszawa,mazowieckie
146514,Wawer,Warszawa,mazowieckie
146515,Wesoła,Warszawa,mazowieckie
146516,Wilanów,Warszawa,mazowieckie
146517,Włochy,Warszawa,mazowieckie
146518,Wola,Warszawa,mazowieckie
146519,Żoliborz,Warszawa,mazowieckie
160101,m. Brzeg,brzeski,opolskie
160102,gm. Skarbimierz,brzeski,opolskie
160103,gm. Grodków,brzeski,opolskie
160104,gm. Lewin Brzeski,brzeski,opolskie
160105,gm. Lubsza,brzeski,opolskie
160106,gm. Olszanka,brzeski,opolskie
160201,gm. Baborów,głubczycki,opolskie
160202,gm. Branice,głubczycki,opolskie
160203,gm. Głubczyce,głubczycki,opolskie
160204,gm. Kietrz,głubczycki,opolskie
160301,m. Kędzierzyn-Koźle,kędzierzyńsko-kozielski,opolskie
160302,gm. Bierawa,kędzierzyńsko-kozielski,opolskie
160303,gm. Cisek,kędzierzyńsko-kozielski,opolskie
160304,gm. Pawłowiczki,kędzierzyńsko-kozielski,opolskie
160305,gm. Polska Cerekiew,kędzierzyńsko-kozielski,opolskie
160306,gm. Reńska Wieś,kędzierzyńsko-kozielski,opolskie
160401,gm. Byczyna,kluczborski,opolskie
160402,gm. Kluczbork,kluczborski,opolskie
160403,gm. Lasowice Wielkie,kluczborski,opolskie
160404,gm. Wołczyn,kluczborski,opolskie
160501,gm. Gogolin,krapkowicki,opolskie
160502,gm. Krapkowice,krapkowicki,opolskie
160503,gm. Strzeleczki,krapkowicki,opolskie
160504,gm. Walce,krapkowicki,opolskie
160505,gm. Zdzieszowice,krapkowicki,opolskie
160601,gm. Domaszowice,namysłowski,opolskie
160602,gm. Namysłów,namysłowski,opolskie
160603,gm. Pokój,namysłowski,opolskie
160604,gm. Świerczów,namysłowski,opolskie
160605,gm. Wilków,namysłowski,opolskie
160701,gm. Głuchołazy,nyski,opolskie
160702,gm. Kamiennik,nyski,opolskie
160703,gm. Korfantów,nyski,opolskie
160704,gm. Łambinowice,nyski,opolskie
160705,gm. Nysa,nyski,opolskie
160706,gm. Otmuchów,nyski,opolskie
160707,gm. Paczków,nyski,opolskie
160708,gm. Pakosławice,nyski,opolskie
160709,gm. Skoroszyce,nyski,opolskie
160801,gm. Dobrodzień,oleski,opolskie
160802,gm. Gorzów Śląski,oleski,opolskie
160803,gm. Olesno,oleski,opolskie
160804,gm. Praszka,oleski,opolskie
160805,gm. Radłów,oleski,opolskie
160806,gm. Rudniki,oleski,opolskie
160807,gm. Zębowice,oleski,opolskie
160901,gm. Chrząstowice,opolski,opolskie
160902,gm. Dąbrowa,opolski,opolskie
160903,gm. Dobrzeń Wielki,opolski,opolskie
160904,gm. Komprachcice,opolski,opolskie
160905,gm. Łubniany,opolski,opolskie
160906,gm. Murów,opolski,opolskie
160907,gm. Niemodlin,opolski,opolskie
160908,gm. Ozimek,opolski,opolskie
160909,gm. Popielów,opolski,opolskie
160910,gm. Prószków,opolski,opolskie
160911,gm. Tarnów Opolski,opolski,opolskie
160912,gm. Tułowice,opolski,opolskie
160913,gm. Turawa,opolski,opolskie
161001,gm. Biała,prudnicki,opolskie
161002,gm. Głogówek,prudnicki,opolskie
161003,gm. Lubrza,prudnicki,opolskie
161004,gm. Prudnik,prudnicki,opolskie
161101,gm. Izbicko,strzelecki,opolskie
161102,gm. Jemielnica,strzelecki,opolskie
161103,gm. Kolonowskie,strzelecki,opolskie
161104,gm. Leśnica,strzelecki,opolskie
161105,gm. Strzelce Opolskie,strzelecki,opolskie
161106,gm. Ujazd,strzelecki,opolskie
161107,gm. Zawadzkie,strzelecki,opolskie
166101,Opole,Opole,opolskie
180103,gm. Czarna,bieszczadzki,podkarpackie
180105,gm. Lutowiska,bieszczadzki,podkarpackie
180108,gm. Ustrzyki Dolne,bieszczadzki,podkarpackie
180201,gm. Brzozów,brzozowski,podkarpackie
180202,gm. Domaradz,brzozowski,podkarpackie
180203,gm. Dydnia,brzozowski,podkarpackie
180204,gm. Haczów,brzozowski,podkarpackie
180205,gm. Jasienica Rosielna,brzozowski,podkarpackie
180206,gm. Nozdrzec,brzozowski,podkarpackie
180301,m. Dębica,dębicki,podkarpackie
180302,gm. Brzostek,dębicki,podkarpackie
180303,gm. Czarna,dębicki,podkarpackie
180304,gm. Dębica,dębicki,podkarpackie
180305,gm. Jodłowa,dębicki,podkarpackie
180306,gm. Pilzno,dębicki,podkarpackie
180307,gm. Żyraków,dębicki,podkarpackie
180401,m. Jarosław,jarosławski,podkarpackie
180402,m. Radymno,jarosławski,podkarpackie
180403,gm. Chłopice,jarosławski,podkarpackie
180404,gm. Jarosław,jarosławski,podkarpackie
180405,gm. Laszki,jarosławski,podkarpackie
180406,gm. Pawłosiów,jarosławski,podkarpackie
180407,gm. Pruchnik,jarosławski,podkarpackie
180408,gm. Radymno,jarosławski,podkarpackie
180409,gm. Rokietnica,jarosławski,podkarpackie
180410,gm. Roźwienica,jarosławski,podkarpackie
180411,gm. Wiązownica,jarosławski,podkarpackie
180501,m. Jasło,jasielski,podkarpackie
180502,gm. Brzyska,jasielski,podkarpackie
180503,gm. Dębowiec,jasielski,podkarpackie
180504,gm. Jasło,jasielski,podkarpackie
180505,gm. Kołaczyce,jasielski,podkarpackie
180506,gm. Krempna,jasielski,podkarpackie
180507,gm. Nowy Żmigród,jasielski,podkarpackie
180508,gm. Osiek Jasielski,jasielski,podkarpackie
180509,gm. Skołyszyn,jasielski,podkarpackie
180511,gm. Tarnowiec,jasielski,podkarpackie
180601,gm. Cmolas,kolbuszowski,podkarpackie
180602,gm. Kolbuszowa,kolbuszowski,podkarpackie
180603,gm. Majdan Królewski,kolbuszowski,podkarpackie
180604,gm. Niwiska,kolbuszowski,podkarpackie
180605,gm. Raniżów,kolbuszowski,podkarpackie
180606,gm. Dzikowiec,kolbuszowski,podkarpackie
180701,gm. Chorkówka,krośnieński,podkarpackie
180702,gm. Dukla,krośnieński,podkarpackie
180703,gm. Iwonicz-Zdrój,krośnieński,podkarpackie
180704,gm. Jedlicze,krośnieński,podkarpackie
180705,gm. Korczyna,krośnieński,podkarpackie
180706,gm. Krościenko Wyżne,krośnieński,podkarpackie
180707,gm. Miejsce Piastowe,krośnieński,podkarpackie
180708,gm. Rymanów,krośnieński,podkarpackie
180709,gm. Wojaszówka,krośnieński,podkarpackie
180710,gm. Jaśliska,krośnieński,podkarpackie
180801,m. Leżajsk,leżajski,podkarpackie
180802,gm. Grodzisko Dolne,leżajski,podkarpackie
180803,gm. Kuryłówka,leżajski,podkarpackie
180804,gm. Leżajsk,leżajski,podkarpackie
180805,gm. Nowa Sarzyna,leżajski,podkarpackie
180901,m. Lubaczów,lubaczowski,podkarpackie
180902,gm. Cieszanów,lubaczowski,podkarpackie
180903,gm. Horyniec-Zdrój,lubaczowski,podkarpackie
180904,gm. Lubaczów,lubaczowski,podkarpackie
180905,gm. Narol,lubaczowski,podkarpackie
180906,gm. Oleszyce,lubaczowski,podkarpackie
180907,gm. Stary Dzików,lubaczowski,podkarpackie
180908,gm. Wielkie Oczy,lubaczowski,podkarpackie
181001,m. Łańcut,łańcucki,podkarpackie
181002,gm. Białobrzegi,łańcucki,podkarpackie
181003,gm. Czarna,łańcucki,podkarpackie
181004,gm. Łańcut,łańcucki,podkarpackie
181005,gm. Markowa,łańcucki,podkarpackie
181006,gm. Rakszawa,łańcucki,podkarpackie
181007,gm. Żołynia,łańcucki,podkarpackie
181101,m. Mielec,mielecki,podkarpackie
181102,gm. Borowa,mielecki,podkarpackie
181103,gm. Czermin,mielecki,podkarpackie
181104,gm. Gawłuszowice,mielecki,podkarpackie
181105,gm. Mielec,mielecki,podkarpackie
181106,gm. Padew Narodowa,mielecki,podkarpackie
181107,gm. Przecław,mielecki,podkarpackie
181108,gm. Radomyśl Wielki,mielecki,podkarpackie
181109,gm. Tuszów Narodowy,mielecki,podkarpackie
181110,gm. Wadowice Górne,mielecki,podkarpackie
181201,gm. Harasiuki,niżański,podkarpackie
181202,gm. Jarocin,niżański,podkarpackie
181203,gm. Jeżowe,niżański,podkarpackie
181204,gm. Krzeszów,niżański,podkarpackie
181205,gm. Nisko,niżański,podkarpackie
181206,gm. Rudnik nad Sanem,niżański,podkarpackie
181207,gm. Ulanów,niżański,podkarpackie
181301,gm. Bircza,przemyski,podkarpackie
181302,gm. Dubiecko,przemyski,podkarpackie
181303,gm. Fredropol,przemyski,podkarpackie
181304,gm. Krasiczyn,przemyski,podkarpackie
181305,gm. Krzywcza,przemyski,podkarpackie
181306,gm. Medyka,przemyski,podkarpackie
181307,gm. Orły,przemyski,podkarpackie
181308,gm. Przemyśl,przemyski,podkarpackie
181309,gm. Stubno,przemyski,podkarpackie
181310,gm. Żurawica,przemyski,podkarpackie
181401,m. Przeworsk,przeworski,podkarpackie
181402,gm. Adamówka,przeworski,podkarpackie
181403,gm. Gać,przeworski,podkarpackie
181404,gm. Jawornik Polski,przeworski,podkarpackie
181405,gm. Kańczuga,przeworski,podkarpackie
181406,gm. Przeworsk,przeworski,podkarpackie
181407,gm. Sieniawa,przeworski,podkarpackie
181408,gm. Tryńcza,przeworski,podkarpackie
181409,gm. Zarzecze,przeworski,podkarpackie
181501,gm. Iwierzyce,ropczycko-sędziszowski,podkarpackie
181502,gm. Ostrów,ropczycko-sędziszowski,podkarpackie
181503,gm. Ropczyce,ropczycko-sędziszowski,podkarpackie
181504,gm. Sędziszów Małopolski,ropczycko-sędziszowski,podkarpackie
181505,gm. Wielopole Skrzyńskie,ropczycko-sędziszowski,podkarpackie
181601,m. Dynów,rzeszowski,podkarpackie
181602,gm. Błażowa,rzeszowski,podkarpackie
181603,gm. Boguchwała,rzeszowski,podkarpackie
181604,gm. Chmielnik,rzeszowski,podkarpackie
181605,gm. Dynów,rzeszowski,podkarpackie
181606,gm. Głogów Małopolski,rzeszowski,podkarpackie
181607,gm. Hyżne,rzeszowski,podkarpackie
181608,gm. Kamień,rzeszowski,podkarpackie
181609,gm. Krasne,rzeszowski,podkarpackie
181610,gm. Lubenia,rzeszowski,podkarpackie
181611,gm. Sokołów Małopolski,rzeszowski,podkarpackie
181612,gm. Świlcza,rzeszowski,podkarpackie
181613,gm. Trzebownisko,rzeszowski,podkarpackie
181614,gm. Tyczyn,rzeszowski,podkarpackie
181701,m. Sanok,sanocki,podkarpackie
181702,gm. Besko,sanocki,podkarpackie
181703,gm. Bukowsko,sanocki,podkarpackie
181704,gm. Komańcza,sanocki,podkarpackie
181705,gm. Sanok,sanocki,podkarpackie
181706,gm. Tyrawa Wołoska,sanocki,podkarpackie
181707,gm. Zagórz,sanocki,podkarpackie
181708,gm. Zarszyn,sanocki,podkarpackie
181801,m. Stalowa Wola,stalowowolski,podkarpackie
181802,gm. Bojanów,stalowowolski,podkarpackie
181803,gm. Pysznica,stalowowolski,podkarpackie
181804,gm. Radomyśl nad Sanem,stalowowolski,podkarpackie
181805,gm. Zaklików,stalowowolski,podkarpackie
181806,gm. Zaleszany,stalowowolski,podkarpackie
181901,gm. Czudec,strzyżowski,podkarpackie
181902,gm. Frysztak,strzyżowski,podkarpackie
181903,gm. Niebylec,strzyżowski,podkarpackie
181904,gm. Strzyżów,strzyżowski,podkarpackie
181905,gm. Wiśniowa,strzyżowski,podkarpackie
182001,gm. Baranów Sandomierski,tarnobrzeski,podkarpackie
182002,gm. Gorzyce,tarnobrzeski,podkarpackie
182003,gm. Grębów,tarnobrzeski,podkarpackie
182004,gm. Nowa Dęba,tarnobrzeski,podkarpackie
182101,gm. Baligród,leski,podkarpackie
182102,gm. Cisna,leski,podkarpackie
182103,gm. Lesko,leski,podkarpackie
182104,gm. Olszanica,leski,podkarpackie
182105,gm. Solina,leski,podkarpackie
186101,Krosno,Krosno,podkarpackie
186201,Przemyśl,Przemyśl,podkarpackie
186301,Rzeszów,Rzeszów,podkarpackie
186401,Tarnobrzeg,Tarnobrzeg,podkarpackie
200101,m. Augustów,augustowski,podlaskie
200102,gm. Augustów,augustowski,podlaskie
200103,gm. Bargłów Kościelny,augustowski,podlaskie
200104,gm. Lipsk,augustowski,podlaskie
200105,gm. Nowinka,augustowski,podlaskie
200106,gm. Płaska,augustowski,podlaskie
200107,gm. Sztabin,augustowski,podlaskie
200201,gm. Choroszcz,białostocki,podlaskie
200202,gm. Czarna Białostocka,białostocki,podlaskie
200203,gm. Dobrzyniewo Duże,białostocki,podlaskie
200204,gm. Gródek,białostocki,podlaskie
200205,gm. Juchnowiec Kościelny,białostocki,podlaskie
200206,gm. Łapy,białostocki,podlaskie
200207,gm. Michałowo,białostocki,podlaskie
200208,gm. Poświętne,białostocki,podlaskie
200209,gm. Supraśl,białostocki,podlaskie
200210,gm. Suraż,białostocki,podlaskie
200211,gm. Turośń Kościelna,białostocki,podlaskie
200212,gm. Tykocin,białostocki,podlaskie
200213,gm. Wasilków,białostocki,podlaskie
200214,gm. Zabłudów,białostocki,podlaskie
200215,gm. Zawady,białostocki,podlaskie
200301,m. Bielsk Podlaski,bielski,podlaskie
200302,m. Brańsk,bielski,podlaskie
200303,gm. Bielsk Podlaski,bielski,podlaskie
200304,gm. Boćki,bielski,podlaskie
200305,gm. Brańsk,bielski,podlaskie
200306,gm. Orla,bielski,podlaskie
200307,gm. Rudka,bielski,podlaskie
200308,gm. Wyszki,bielski,podlaskie
200401,m. Grajewo,grajewski,podlaskie
200402,gm. Grajewo,grajewski,podlaskie
200403,gm. Radziłów,grajewski,podlaskie
200404,gm. Rajgród,grajewski,podlaskie
200405,gm. Szczuczyn,grajewski,podlaskie
200406,gm. Wąsosz,grajewski,podlaskie
200501,m. Hajnówka,hajnowski,podlaskie
200502,gm. Białowieża,hajnowski,podlaskie
200503,gm. Czeremcha,hajnowski,podlaskie
200504,gm. Czyże,hajnowski,podlaskie
200505,gm. Dubicze Cerkiewne,hajnowski,podlaskie
200506,gm. Hajnówka,hajnowski,podlaskie
200507,gm. Kleszczele,hajnowski,podlaskie
200508,gm. Narew,hajnowski,podlaskie
200509,gm. Narewka,hajnowski,podlaskie
200601,m. Kolno,kolneński,podlaskie
200602,gm. Grabowo,kolneński,podlaskie
200603,gm. Kolno,kolneński,podlaskie
200604,gm. Mały Płock,kolneński,podlaskie
200605,gm. Stawiski,kolneński,podlaskie
200606,gm. Turośl,kolneński,podlaskie
200701,gm. Jedwabne,łomżyński,podlaskie
200702,gm. Łomża,łomżyński,podlaskie
200703,gm. Miastkowo,łomżyński,podlaskie
200704,gm. Nowogród,łomżyński,podlaskie
200705,gm. Piątnica,łomżyński,podlaskie
200706,gm. Przytuły,łomżyński,podlaskie
200707,gm. Śniadowo,łomżyński,podlaskie
200708,gm. Wizna,łomżyński,podlaskie
200709,gm. Zbójna,łomżyński,podlaskie
200801,gm. Goniądz,moniecki,podlaskie
200802,gm. Jasionówka,moniecki,podlaskie
200803,gm. Jaświły,moniecki,podlaskie
200804,gm. Knyszyn,moniecki,podlaskie
200805,gm. Krypno,moniecki,podlaskie
200806,gm. Mońki,moniecki,podlaskie
200807,gm. Trzcianne,moniecki,podlaskie
200901,m. Sejny,sejneński,podlaskie
200902,gm. Giby,sejneński,podlaskie
200903,gm. Krasnopol,sejneński,podlaskie
200904,gm. Puńsk,sejneński,podlaskie
200905,gm. Sejny,sejneński,podlaskie
201001,m. Siemiatycze,siemiatycki,podlaskie
201002,gm. Drohiczyn,siemiatycki,podlaskie
201003,gm. Dziadkowice,siemiatycki,podlaskie
201004,gm. Grodzisk,siemiatycki,podlaskie
201005,gm. Mielnik,siemiatycki,podlaskie
201006,gm. Milejczyce,siemiatycki,podlaskie
201007,gm. Nurzec-Stacja,siemiatycki,podlaskie
201008,gm. Perlejewo,siemiatycki,podlaskie
201009,gm. Siemiatycze,siemiatycki,podlaskie
201101,gm. Dąbrowa Białostocka,sokólski,podlaskie
201102,gm. Janów,sokólski,podlaskie
201103,gm. Korycin,sokólski,podlaskie
201104,gm. Krynki,sokólski,podlaskie
201105,gm. Kuźnica,sokólski,podlaskie
201106,gm. Nowy Dwór,sokólski,podlaskie
201107,gm. Sidra,sokólski,podlaskie
201108,gm. Sokółka,sokólski,podlaskie
201109,gm. Suchowola,sokólski,podlaskie
201110,gm. Szudziałowo,sokólski,podlaskie
201201,gm. Bakałarzewo,suwalski,podlaskie
201202,gm. Filipów,suwalski,podlaskie
201203,gm. Jeleniewo,suwalski,podlaskie
201204,gm. Przerośl,suwalski,podlaskie
201205,gm. Raczki,suwalski,podlaskie
201206,gm. Rutka-Tartak,suwalski,podlaskie
201207,gm. Suwałki,suwalski,podlaskie
201208,gm. Szypliszki,suwalski,podlaskie
201209,gm. Wiżajny,suwalski,podlaskie
201301,m. Wysokie Mazowieckie,wysokomazowiecki,podlaskie
201302,gm. Ciechanowiec,wysokomazowiecki,podlaskie
201303,gm. Czyżew,wysokomazowiecki,podlaskie
