OKRSEK,STRANA,HLASY,batch
14,1,95,18
14,2,61,18
14,3,197,18
14,4,293,18
14,5,249,18
14,6,105,18
14,7,190,18
14,8,128,18
14,9,43,18
14,10,610,18
14,11,274,18
13,1,97,27
13,2,114,27
13,3,525,27
13,4,325,27
13,5,775,27
13,6,53,27
13,7,378,27
13,8,391,27
13,9,45,27
13,10,696,27
13,11,174,27
9,1,313,33
9,2,268,33
9,3,1019,33
9,4,735,33
9,5,886,33
9,6,498,33
9,7,1002,33
9,8,478,33
9,9,208,33
9,10,2378,33
9,11,426,33
2,1,543,34
2,2,326,34
2,3,737,34
2,4,1464,34
2,5,759,34
2,6,310,34
2,7,565,34
2,8,589,34
2,9,149,34
2,10,2007,34
2,11,463,34
3,1,301,37
3,2,342,37
3,3,694,37
3,4,855,37
3,5,840,37
3,6,257,37
3,7,517,37
3,8,602,37
3,9,156,37
3,10,1850,37
3,11,526,37
16,1,379,39
16,2,500,39
16,3,755,39
16,4,703,39
16,5,1085,39
16,6,410,39
16,7,595,39
16,8,470,39
16,9,179,39
16,10,1404,39
16,11,160,39
15,1,244,40
15,2,267,40
15,3,557,40
15,4,298,40
15,5,358,40
15,6,151,40
15,7,194,40
15,8,252,40
15,9,134,40
15,10,976,40
15,11,589,40
4,1,422,42
4,2,330,42
4,3,664,42
4,4,690,42
4,5,1088,42
4,6,266,42
4,7,474,42
4,8,378,42
4,9,256,42
4,10,1277,42
4,11,148,42
6,1,517,42
6,2,450,42
6,3,820,42
6,4,715,42
6,5,942,42
6,6,344,42
6,7,475,42
6,8,732,42
6,9,162,42
6,10,1618,42
6,11,299,42
10,1,349,44
10,2,708,44
10,3,905,44
10,4,794,44
10,5,1157,44
10,6,294,44
10,7,522,44
10,8,624,44
10,9,170,44
10,10,2112,44
10,11,647,44
7,1,414,48
7,2,865,48
7,3,954,48
7,4,629,48
7,5,1120,48
7,6,348,48
7,7,1534,48
7,8,1177,48
7,9,228,48
7,10,2794,48
7,11,309,48
5,1,380,50
5,2,508,50
5,3,1144,50
5,4,883,50
5,5,715,50
5,6,356,50
5,7,513,50
5,8,586,50
5,9,122,50
5,10,2002,50
5,11,309,50
1,1,233,52
1,2,396,52
1,3,601,52
1,4,2395,52
1,5,842,52
1,6,577,52
1,7,526,52
1,8,678,52
1,9,223,52
1,10,2743,52
1,11,494,52
8,1,347,52
8,2,317,52
8,3,532,52
8,4,404,52
8,5,591,52
8,6,280,52
8,7,318,52
8,8,382,52
8,9,359,52
8,10,2031,52
8,11,563,52
11,1,239,57
11,2,253,57
11,3,593,57
11,4,554,57
11,5,824,57
11,6,362,57
11,7,655,57
11,8,558,57
11,9,215,57
11,10,2285,57
11,11,564,57
12,1,575,65
12,2,427,65
12,3,582,65
12,4,681,65
12,5,894,65
12,6,375,65
12,7,595,65
12,8,549,65
12,9,365,65
12,10,1830,65
12,11,207,65
