index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
171,7102,500496,Olomouc,1,1,1,1,Křesťanská a demokratická unie - Československá strana lidová,Křesť.demokr.unie-Čs.str.lid.,KDU-ČSL,1,001,95688.0,7.4,4.0,45,1,KDU-ČSL,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1.0
172,7102,500496,Olomouc,1,2,5,5,Strana zelených,Strana zelených,Zelení,1,005,24789.0,1.91,0.0,45,5,Zelení,SZ,Strana zelených,5.0,#36da83,1.0
173,7102,500496,Olomouc,1,3,1138,1138,Svoboda a přímá demokracie - Tomio Okamura (SPD) a Strana Práv Občanů ZEMANOVCI,SPD T.OKAMURA a SPO ZEMANOVCI,SPOZ+SPD,2,"724,1114",71958.0,5.57,3.0,45,724,SPOZ+SPD,,,,,
174,7102,500496,Olomouc,1,4,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,68351.0,5.29,2.0,45,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1.0
175,7102,500496,Olomouc,1,5,480,480,TOP 09 a nezávislí,TOP 09 a nezávislí,,2,"080,721",56648.0,4.38,0.0,45,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
176,7102,500496,Olomouc,1,6,1399,1399,NAŠE KRÁSNÁ OLOMOUC,NAŠE KRÁSNÁ OLOMOUC,ODA+NK,2,"080,1173",17432.0,1.34,0.0,45,80,ODA+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
177,7102,500496,Olomouc,1,7,1391,1391,"Svobodní, Soukromníci a Volba OK","Svobodní, Soukr. a Volba OK",Svob+Soukr+VOLK,3,"714,716,1136",13229.0,1.02,0.0,45,714,Svob+Soukr+VOLK,,,,,
178,7102,500496,Olomouc,1,8,768,768,ANO 2011,ANO 2011,ANO,1,768,344398.0,26.66,14.0,45,768,ANO,ANO,ANO 2011,768.0,#33cccc,0.0
179,7102,500496,Olomouc,1,9,1201,1201,JAUNER Československo 2018,JAUNER Československo 2018,JAUNER,1,1201,1960.0,0.15,0.0,45,1201,JAUNER,,,,,
180,7102,500496,Olomouc,1,10,736,736,"SDRUŽENÍ PRO REPUBLIKU - REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA","SPR-REP.STR.ČECH,MORAVY,SLEZ.",SPR-RSČMS,1,736,2294.0,0.21,0.0,37,736,SPR-RSČMS,,,,,
181,7102,500496,Olomouc,1,11,1039,1039,ProOlomouc,ProOlomouc,ProOl,1,1039,156378.0,12.1,6.0,45,1039,ProOl,,,,,
182,7102,500496,Olomouc,1,12,1350,1350,PIRÁTI A STAROSTOVÉ,PIRÁTI A STAROSTOVÉ,STAN+Piráti,2,"166,720",154271.0,11.94,6.0,45,166,STAN+Piráti,STAN,STAROSTOVÉ A NEZÁVISLÍ,166.0,#38c2f9,1.0
183,7102,500496,Olomouc,1,13,1192,1192,spOLečně,spOLečně,spOL,1,1192,76597.0,5.93,3.0,45,1192,spOL,,,,,
184,7102,500496,Olomouc,1,14,53,53,Občanská demokratická strana,Občanská demokratická strana,ODS,1,053,140900.0,10.91,5.0,45,53,ODS,ODS,Občanská demokratická strana,53.0,#4175e0,1.0
185,7102,500496,Olomouc,1,15,1190,1190,Moravské zemské hnutí,Moravské zemské hnutí,"MZH""""",1,1190,1877.0,0.29,0.0,22,1190,"MZH""""",,,,,
186,7102,500496,Olomouc,1,16,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,64662.0,5.0,2.0,45,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1.0
