index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
6737,8106,546135,Ostrava-Jih,1,1,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,99290.0,10.48,5.0,45,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1.0
6738,8106,546135,Ostrava-Jih,1,2,1364,1364,Dělnická strana sociální spravedlnosti a Strana státu přímé demokracie - Strana práce,DSSS a SSPD-SP,DSSS+SSPD-SP,2,"156,159",1782.0,0.48,0.0,17,156,DSSS+SSPD-SP,,,,,
6739,8106,546135,Ostrava-Jih,1,3,768,768,ANO 2011,ANO 2011,ANO,1,768,309044.0,31.91,17.0,45,768,ANO,ANO,ANO 2011,768.0,#33cccc,0.0
6740,8106,546135,Ostrava-Jih,1,4,1383,1383,LEČO - LEPŠÍ A ČISTÁ OSTRAVA,LEČO - LEPŠÍ A ČISTÁ OSTRAVA,SPOZ+ZpL+LEČO,3,"724,1123,1191",85048.0,8.78,4.0,45,724,SPOZ+ZpL+LEČO,,,,,
6741,8106,546135,Ostrava-Jih,1,5,1179,1179,"BEZPEČNOST, ODPOVĚDNOST, SOLIDARITA","BEZPEČNOST,ODPOVĚDNOST,SOLID.",BOS,1,1179,3689.0,0.38,0.0,45,1179,BOS,,,,,
6742,8106,546135,Ostrava-Jih,1,6,720,720,Česká pirátská strana,Česká pirátská strana,Piráti,1,720,93701.0,9.67,5.0,45,720,Piráti,Piráti,Česká pirátská strana,720.0,#222222,1.0
6743,8106,546135,Ostrava-Jih,1,7,755,755,Ostravak,Ostravak,Ostravak,1,755,116768.0,12.05,6.0,45,755,Ostravak,,,,,
6744,8106,546135,Ostrava-Jih,1,8,53,53,Občanská demokratická strana,Občanská demokratická strana,ODS,1,053,84825.0,8.75,4.0,45,53,ODS,ODS,Občanská demokratická strana,53.0,#4175e0,1.0
6745,8106,546135,Ostrava-Jih,1,9,1127,1127,Dobrá volba 2016,Dobrá volba 2016,DV 2016,1,1127,97.0,0.15,0.0,3,1127,DV 2016,,,,,
6746,8106,546135,Ostrava-Jih,1,10,355,355,KDU-ČSL a nezávislí kandidáti,KDU-ČSL a nezávislí kandidáti,,2,"001,080",40130.0,4.14,0.0,45,1,,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1.0
6747,8106,546135,Ostrava-Jih,1,11,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,47462.0,4.9,0.0,45,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1.0
6748,8106,546135,Ostrava-Jih,1,12,88,88,NEZÁVISLÍ,NEZÁVISLÍ,NEZ,1,088,15085.0,1.55,0.0,45,88,NEZ,,,,,
6749,8106,546135,Ostrava-Jih,1,13,1114,1114,Svoboda a přímá demokracie - Tomio Okamura (SPD),Svob.a př.dem.-T.Okamura (SPD),SPD,1,1114,71471.0,7.38,4.0,45,1114,SPD,SPD,Svoboda a přímá demokracie - Tomio Okamura (SPD),1114.0,#c05f2f,1.0
