index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
10203,3203,554791,Plzeň,1,1,55,55,"Koruna Česká (monarchistická strana Čech, Moravy a Slezska)",Koruna Česká (monarch.strana),KČ,1,055,13486.0,0.61,0.0,47,55,KČ,,,,,
10204,3203,554791,Plzeň,1,2,720,720,Česká pirátská strana,Česká pirátská strana,Piráti,1,720,257260.0,11.69,7.0,47,720,Piráti,Piráti,Česká pirátská strana,720.0,#222222,1.0
10205,3203,554791,Plzeň,1,3,355,355,KDU-ČSL - PRAVÁ VOLBA PRO PLZEŇ,KDU-ČSL- PRAVÁ VOLBA PRO PLZEŇ,,2,"001,080",144203.0,6.55,4.0,47,1,,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1.0
10206,3203,554791,Plzeň,1,4,1388,1388,PRO PLZEŇ,PRO PLZEŇ,PROZdrav+OPL+NK,3,"080,785,1014",105272.0,4.78,0.0,47,80,PROZdrav+OPL+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
10207,3203,554791,Plzeň,1,5,721,721,TOP 09,TOP 09,TOP 09,1,721,150150.0,6.82,4.0,47,721,TOP 09,TOP 09,TOP 09,721.0,#c268b4,1.0
10208,3203,554791,Plzeň,1,6,1114,1114,Svoboda a přímá demokracie - Tomio Okamura (SPD),Svob.a př.dem.-T.Okamura (SPD),SPD,1,1114,108882.0,4.94,0.0,47,1114,SPD,SPD,Svoboda a přímá demokracie - Tomio Okamura (SPD),1114.0,#c05f2f,1.0
10209,3203,554791,Plzeň,1,7,53,53,Občanská demokratická strana,Občanská demokratická strana,ODS,1,053,486401.0,22.11,13.0,47,53,ODS,ODS,Občanská demokratická strana,53.0,#4175e0,1.0
10210,3203,554791,Plzeň,1,8,1040,1040,NOVÁ PLZEŇ s Jiřím Strobachem,NOVÁ PLZEŇ s Jiřím Strobachem,NPJS,1,1040,60597.0,2.75,0.0,47,1040,NPJS,,,,,
10211,3203,554791,Plzeň,1,9,768,768,ANO 2011,ANO 2011,ANO,1,768,488324.0,22.19,13.0,47,768,ANO,ANO,ANO 2011,768.0,#33cccc,0.0
10212,3203,554791,Plzeň,1,10,1380,1380,PATRIOTI A STAROSTOVÉ S PODPOROU SVOBODNÝCH,PATRIOTI STAROST. S PODP. SVOB,STAN+Svob+OPAT,3,"166,714,1022",80381.0,3.99,0.0,47,166,STAN+Svob+OPAT,STAN,STAROSTOVÉ A NEZÁVISLÍ,166.0,#38c2f9,1.0
10213,3203,554791,Plzeň,1,11,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,124055.0,5.63,3.0,47,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1.0
10214,3203,554791,Plzeň,1,12,1410,1410,Česká Plzeň - Naše Šance,Česká Plzeň - Naše Šance,ND+BPI+DSSS,3,"079,155,156",10589.0,0.48,0.0,47,79,ND+BPI+DSSS,,,,,
10215,3203,554791,Plzeň,1,13,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,141073.0,6.55,3.0,47,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1.0
10216,3203,554791,Plzeň,1,14,482,482,Demokratická strana zelených a nezávislí kandidáti - sdružení DSZ a NK,Demokrat. strana zelených a NK,,2,"080,715",1328.0,0.16,0.0,17,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
10217,3203,554791,Plzeň,1,15,716,716,Strana soukromníků České republiky,Strana soukromníků ČR,Soukromníci,1,716,8549.0,0.38,0.0,47,716,Soukromníci,,,,,
10218,3203,554791,Plzeň,1,16,546,546,VEŘEJNÉ ZÁJMY PLZNĚ,VEŘEJNÉ ZÁJMY PLZNĚ,NÁR.SOC.+NK,2,"080,764",19337.0,0.87,0.0,47,80,NÁR.SOC.+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
