id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
554804-3001,3001,554804,Ústí nad Labem,0,11118
554804-3002,3002,554804,Ústí nad Labem,0,10628
554804-3003,3003,554804,Ústí nad Labem,0,11368
554804-3004,3004,554804,Ústí nad Labem,1,9997
554804-3005,3005,554804,Ústí nad Labem,0,7266
554804-3006,3006,554804,Ústí nad Labem,0,10928
554804-3007,3007,554804,Ústí nad Labem,0,10989
554804-3008,3008,554804,Ústí nad Labem,0,10086
554804-3009,3009,554804,Ústí nad Labem,0,10331
554804-3010,3010,554804,Ústí nad Labem,0,9508
554804-3011,3011,554804,Ústí nad Labem,3,8627
554804-3012,3012,554804,Ústí nad Labem,4,7679
554804-3013,3013,554804,Ústí nad Labem,0,7040
554804-3014,3014,554804,Ústí nad Labem,3,7824
554804-3015,3015,554804,Ústí nad Labem,4,4788
554804-3016,3016,554804,Ústí nad Labem,3,8454
554804-3017,3017,554804,Ústí nad Labem,0,8470
554804-3018,3018,554804,Ústí nad Labem,3,6977
554804-3019,3019,554804,Ústí nad Labem,0,7811
554804-3020,3020,554804,Ústí nad Labem,0,8397
554804-2001,2001,554804,Ústí nad Labem,2,5657
554804-2002,2002,554804,Ústí nad Labem,4,6611
554804-2003,2003,554804,Ústí nad Labem,4,3881
554804-2004,2004,554804,Ústí nad Labem,4,8205
554804-2005,2005,554804,Ústí nad Labem,0,6665
554804-2006,2006,554804,Ústí nad Labem,0,7169
554804-2007,2007,554804,Ústí nad Labem,3,6783
554804-2008,2008,554804,Ústí nad Labem,3,4723
554804-2009,2009,554804,Ústí nad Labem,0,8050
554804-2010,2010,554804,Ústí nad Labem,3,948
554804-2011,2011,554804,Ústí nad Labem,0,9098
554804-2012,2012,554804,Ústí nad Labem,4,9164
554804-2013,2013,554804,Ústí nad Labem,4,11165
554804-2014,2014,554804,Ústí nad Labem,4,11453
554804-2015,2015,554804,Ústí nad Labem,4,10860
554804-2016,2016,554804,Ústí nad Labem,3,4282
554804-2017,2017,554804,Ústí nad Labem,3,7818
554804-2018,2018,554804,Ústí nad Labem,3,7468
554804-2019,2019,554804,Ústí nad Labem,4,5182
554804-2020,2020,554804,Ústí nad Labem,4,7776
554804-2021,2021,554804,Ústí nad Labem,4,7379
554804-4001,4001,554804,Ústí nad Labem,1,7016
554804-4002,4002,554804,Ústí nad Labem,1,5930
554804-4003,4003,554804,Ústí nad Labem,1,5357
554804-4004,4004,554804,Ústí nad Labem,1,7382
554804-4005,4005,554804,Ústí nad Labem,0,9721
554804-4006,4006,554804,Ústí nad Labem,1,5979
554804-4007,4007,554804,Ústí nad Labem,1,6621
554804-4008,4008,554804,Ústí nad Labem,0,5221
554804-4009,4009,554804,Ústí nad Labem,2,9242
554804-4010,4010,554804,Ústí nad Labem,1,8067
554804-4011,4011,554804,Ústí nad Labem,1,5808
554804-4012,4012,554804,Ústí nad Labem,4,8469
554804-4013,4013,554804,Ústí nad Labem,1,10108
554804-4014,4014,554804,Ústí nad Labem,1,17919
554804-4015,4015,554804,Ústí nad Labem,1,3789
554804-4016,4016,554804,Ústí nad Labem,0,10265
554804-4017,4017,554804,Ústí nad Labem,2,8798
554804-1001,1001,554804,Ústí nad Labem,4,2825
554804-1002,1002,554804,Ústí nad Labem,1,3992
554804-1003,1003,554804,Ústí nad Labem,2,5021
554804-1004,1004,554804,Ústí nad Labem,1,4984
554804-1005,1005,554804,Ústí nad Labem,0,10291
554804-1006,1006,554804,Ústí nad Labem,1,13554
554804-1007,1007,554804,Ústí nad Labem,0,9767
554804-1008,1008,554804,Ústí nad Labem,2,5547
554804-1009,1009,554804,Ústí nad Labem,1,8443
554804-1010,1010,554804,Ústí nad Labem,1,6548
554804-1011,1011,554804,Ústí nad Labem,2,6411
554804-1012,1012,554804,Ústí nad Labem,2,8759
554804-1013,1013,554804,Ústí nad Labem,1,5429
554804-1014,1014,554804,Ústí nad Labem,2,2938
554804-1015,1015,554804,Ústí nad Labem,4,332
554804-1016,1016,554804,Ústí nad Labem,1,4565
554804-1017,1017,554804,Ústí nad Labem,1,7731
554804-1018,1018,554804,Ústí nad Labem,0,8432
554804-1019,1019,554804,Ústí nad Labem,2,7151
554804-1020,1020,554804,Ústí nad Labem,2,7606
554804-1021,1021,554804,Ústí nad Labem,0,5394
554804-1022,1022,554804,Ústí nad Labem,2,10165
554804-1023,1023,554804,Ústí nad Labem,1,10357
554804-1024,1024,554804,Ústí nad Labem,1,12298
554804-1025,1025,554804,Ústí nad Labem,2,9556
554804-1026,1026,554804,Ústí nad Labem,2,14749
554804-1027,1027,554804,Ústí nad Labem,2,6095
554804-1028,1028,554804,Ústí nad Labem,0,11239
554804-1029,1029,554804,Ústí nad Labem,0,15403
554804-1030,1030,554804,Ústí nad Labem,1,4808
554804-1031,1031,554804,Ústí nad Labem,0,5222
554804-1032,1032,554804,Ústí nad Labem,0,7741
554804-1033,1033,554804,Ústí nad Labem,1,8706
554804-1034,1034,554804,Ústí nad Labem,2,10873
554804-1035,1035,554804,Ústí nad Labem,0,8247
554804-1036,1036,554804,Ústí nad Labem,0,12362
554804-1037,1037,554804,Ústí nad Labem,0,15843
554804-1038,1038,554804,Ústí nad Labem,2,6093
554804-1039,1039,554804,Ústí nad Labem,0,6539
