id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
500496-1,1,500496,Olomouc,1,9080
500496-2,2,500496,Olomouc,1,10858
500496-3,3,500496,Olomouc,2,7288
500496-4,4,500496,Olomouc,2,11861
500496-5,5,500496,Olomouc,1,10293
500496-6,6,500496,Olomouc,1,8929
500496-7,7,500496,Olomouc,2,16250
500496-8,8,500496,Olomouc,2,16439
500496-9,9,500496,Olomouc,2,12314
500496-10,10,500496,Olomouc,1,15798
500496-11,11,500496,Olomouc,0,11474
500496-12,12,500496,Olomouc,2,17100
500496-13,13,500496,Olomouc,0,11628
500496-14,14,500496,Olomouc,0,12118
500496-15,15,500496,Olomouc,0,12464
500496-16,16,500496,Olomouc,0,16382
500496-17,17,500496,Olomouc,0,19608
500496-18,18,500496,Olomouc,2,15084
500496-19,19,500496,Olomouc,1,8633
500496-20,20,500496,Olomouc,0,27451
500496-21,21,500496,Olomouc,0,14562
500496-22,22,500496,Olomouc,2,18442
500496-23,23,500496,Olomouc,0,17207
500496-24,24,500496,Olomouc,0,5360
500496-25,25,500496,Olomouc,0,14976
500496-26,26,500496,Olomouc,0,11234
500496-27,27,500496,Olomouc,3,10969
500496-28,28,500496,Olomouc,3,8389
500496-29,29,500496,Olomouc,3,11268
500496-30,30,500496,Olomouc,2,19515
500496-31,31,500496,Olomouc,0,17952
500496-32,32,500496,Olomouc,3,12545
500496-33,33,500496,Olomouc,3,11638
500496-34,34,500496,Olomouc,0,15502
500496-35,35,500496,Olomouc,1,17000
500496-36,36,500496,Olomouc,4,12282
500496-37,37,500496,Olomouc,3,19874
500496-38,38,500496,Olomouc,2,4667
500496-39,39,500496,Olomouc,4,10976
500496-40,40,500496,Olomouc,4,12312
500496-41,41,500496,Olomouc,3,13224
500496-42,42,500496,Olomouc,4,14583
500496-43,43,500496,Olomouc,4,13179
500496-44,44,500496,Olomouc,4,14289
500496-45,45,500496,Olomouc,0,21813
500496-46,46,500496,Olomouc,3,12428
500496-47,47,500496,Olomouc,0,20518
500496-48,48,500496,Olomouc,0,14777
500496-49,49,500496,Olomouc,3,12987
500496-50,50,500496,Olomouc,4,12120
500496-51,51,500496,Olomouc,2,10401
500496-52,52,500496,Olomouc,0,15545
500496-53,53,500496,Olomouc,0,15171
500496-54,54,500496,Olomouc,3,6283
500496-55,55,500496,Olomouc,2,13612
500496-56,56,500496,Olomouc,0,10358
500496-57,57,500496,Olomouc,0,9492
500496-58,58,500496,Olomouc,4,13298
500496-59,59,500496,Olomouc,1,11265
500496-60,60,500496,Olomouc,0,11294
500496-61,61,500496,Olomouc,1,15470
500496-62,62,500496,Olomouc,0,11538
500496-63,63,500496,Olomouc,0,9709
500496-64,64,500496,Olomouc,4,6453
500496-65,65,500496,Olomouc,4,12738
500496-66,66,500496,Olomouc,3,14221
500496-67,67,500496,Olomouc,3,12773
500496-68,68,500496,Olomouc,1,13770
500496-69,69,500496,Olomouc,1,15822
500496-70,70,500496,Olomouc,0,16740
500496-71,71,500496,Olomouc,0,18106
500496-72,72,500496,Olomouc,1,16667
500496-73,73,500496,Olomouc,1,14632
500496-74,74,500496,Olomouc,4,17787
500496-75,75,500496,Olomouc,2,16180
500496-76,76,500496,Olomouc,2,11921
500496-77,77,500496,Olomouc,2,16817
500496-78,78,500496,Olomouc,1,13351
500496-79,79,500496,Olomouc,1,19915
500496-80,80,500496,Olomouc,0,14924
500496-81,81,500496,Olomouc,4,15358
500496-82,82,500496,Olomouc,2,15361
500496-83,83,500496,Olomouc,0,19060
500496-84,84,500496,Olomouc,1,13416
500496-85,85,500496,Olomouc,4,10409
500496-86,86,500496,Olomouc,1,5667
500496-87,87,500496,Olomouc,0,14144
500496-88,88,500496,Olomouc,4,5789
500496-89,89,500496,Olomouc,0,22664
500496-90,90,500496,Olomouc,0,13469
500496-91,91,500496,Olomouc,4,13309
500496-92,92,500496,Olomouc,0,9234
500496-93,93,500496,Olomouc,1,8468
500496-94,94,500496,Olomouc,3,16883
500496-95,95,500496,Olomouc,3,14308
