OKRSEK,STRANA,HLASY,batch
12,1,29,10
12,2,526,10
12,3,16,10
12,4,4,10
12,5,145,10
12,6,96,10
12,7,222,10
11,1,163,19
11,2,592,19
11,3,188,19
11,4,44,19
11,5,28,19
11,6,453,19
11,7,166,19
10,1,68,21
10,2,613,21
10,3,112,21
10,4,114,21
10,5,104,21
10,6,120,21
10,7,318,21
1,1,662,34
1,2,1899,34
1,3,362,34
1,4,312,34
1,5,200,34
1,6,1977,34
1,7,653,34
9,1,530,35
9,2,1652,35
9,3,402,35
9,4,153,35
9,5,220,35
9,6,1145,35
9,7,314,35
6,1,798,38
6,2,1456,38
6,3,321,38
6,4,239,38
6,5,337,38
6,6,1550,38
6,7,641,38
4,1,835,40
4,2,2156,40
4,3,487,40
4,4,295,40
4,5,287,40
4,6,2032,40
4,7,638,40
7,1,435,44
7,2,1678,44
7,3,323,44
7,4,339,44
7,5,207,44
7,6,1768,44
7,7,811,44
3,1,725,45
3,2,1558,45
3,3,317,45
3,4,349,45
3,5,299,45
3,6,1304,45
3,7,595,45
5,1,822,45
5,2,1767,45
5,3,223,45
5,4,369,45
5,5,210,45
5,6,1553,45
5,7,817,45
2,1,900,64
2,2,2156,64
2,3,350,64
2,4,552,64
2,5,378,64
2,6,1998,64
2,7,601,64
8,1,420,69
8,2,1950,69
8,3,604,69
8,4,462,69
8,5,363,69
8,6,1526,69
8,7,691,69
