OKRSEK,STRANA,HLASY,batch
6,1,87,25
6,2,126,25
6,3,340,25
6,4,1026,25
6,5,272,25
6,6,1202,25
6,7,146,25
3,1,871,36
3,2,464,36
3,3,699,36
3,4,2441,36
3,5,1141,36
3,6,4024,36
3,7,1023,36
1,1,669,41
1,2,594,41
1,3,1418,41
1,4,2051,41
1,5,1743,41
1,6,6486,41
1,7,1510,41
5,1,933,48
5,2,533,48
5,3,834,48
5,4,2232,48
5,5,1509,48
5,6,4703,48
5,7,1086,48
4,1,1065,52
4,2,507,52
4,3,866,52
4,4,1805,52
4,5,1251,52
4,6,5500,52
4,7,778,52
2,1,728,54
2,2,593,54
2,3,587,54
2,4,1325,54
2,5,1328,54
2,6,5171,54
2,7,944,54
