OKRSEK,STRANA,HLASY,batch
8,1,34,15
8,2,20,15
8,3,260,15
8,4,108,15
8,5,12,15
8,6,53,15
8,7,23,15
8,8,0,15
9,1,4,17
9,2,27,17
9,3,705,17
9,4,9,17
9,5,45,17
9,6,4,17
9,7,65,17
9,8,0,17
7,1,82,23
7,2,212,23
7,3,497,23
7,4,236,23
7,5,294,23
7,6,572,23
7,7,200,23
7,8,1,23
5,1,29,31
5,2,70,31
5,3,540,31
5,4,395,31
5,5,60,31
5,6,257,31
5,7,199,31
5,8,31,31
6,1,46,39
6,2,5,39
6,3,275,39
6,4,121,39
6,5,53,39
6,6,6,39
6,7,90,39
6,8,102,39
3,1,610,44
3,2,442,44
3,3,3090,44
3,4,1290,44
3,5,940,44
3,6,1735,44
3,7,1308,44
3,8,353,44
1,1,804,61
1,2,509,61
1,3,3401,61
1,4,3065,61
1,5,1039,61
1,6,1465,61
1,7,1145,61
1,8,249,61
4,1,196,61
4,2,483,61
4,3,975,61
4,4,794,61
4,5,92,61
4,6,829,61
4,7,271,61
4,8,260,61
2,1,742,69
2,2,487,69
2,3,1969,69
2,4,1273,69
2,5,555,69
2,6,602,69
2,7,923,69
2,8,360,69
