OKRSEK,STRANA,HLASY,batch
4,1,321,21
4,2,305,21
4,3,223,21
4,4,40,21
4,5,115,21
3,1,510,24
3,2,207,24
3,3,79,24
3,4,642,24
3,5,28,24
5,1,250,30
5,2,231,30
5,3,126,30
5,4,80,30
5,5,24,30
6,1,376,32
6,2,227,32
6,3,74,32
6,4,174,32
6,5,111,32
7,1,415,34
7,2,587,34
7,3,148,34
7,4,166,34
7,5,77,34
1,1,849,43
1,2,1547,43
1,3,712,43
1,4,547,43
1,5,320,43
8,1,462,43
8,2,389,43
8,3,114,43
8,4,135,43
8,5,64,43
2,1,1405,57
2,2,2444,57
2,3,1190,57
2,4,833,57
2,5,466,57
9,1,603,70
9,2,292,70
9,3,179,70
9,4,646,70
9,5,150,70
