OKRSEK,STRANA,HLASY,batch
13,1,67,13
13,2,38,13
13,3,51,13
13,4,3,13
13,5,10,13
13,6,83,13
13,7,34,13
13,8,144,13
11,1,13,14
11,2,43,14
11,3,36,14
11,4,7,14
11,5,20,14
11,6,62,14
11,7,92,14
11,8,159,14
12,1,73,16
12,2,15,16
12,3,15,16
12,4,5,16
12,5,13,16
12,6,52,16
12,7,55,16
12,8,65,16
9,1,110,21
9,2,23,21
9,3,405,21
9,4,16,21
9,5,125,21
9,6,179,21
9,7,40,21
9,8,155,21
10,1,52,22
10,2,1,22
10,3,20,22
10,4,33,22
10,5,7,22
10,6,142,22
10,7,41,22
10,8,255,22
8,1,67,23
8,2,24,23
8,3,206,23
8,4,27,23
8,5,87,23
8,6,37,23
8,7,138,23
8,8,213,23
5,1,205,24
5,2,165,24
5,3,110,24
5,4,48,24
5,5,54,24
5,6,417,24
5,7,297,24
5,8,494,24
14,1,267,26
14,2,73,26
14,3,65,26
14,4,81,26
14,5,99,26
14,6,503,26
14,7,401,26
14,8,516,26
4,1,1156,31
4,2,1020,31
4,3,240,31
4,4,291,31
4,5,324,31
4,6,939,31
4,7,695,31
4,8,927,31
6,1,208,32
6,2,12,32
6,3,90,32
6,4,70,32
6,5,46,32
6,6,280,32
6,7,81,32
6,8,416,32
3,1,740,34
3,2,468,34
3,3,258,34
3,4,392,34
3,5,298,34
3,6,945,34
3,7,421,34
3,8,935,34
7,1,74,43
7,2,108,43
7,3,69,43
7,4,54,43
7,5,17,43
7,6,103,43
7,7,36,43
7,8,548,43
2,1,1592,45
2,2,680,45
2,3,349,45
2,4,381,45
2,5,464,45
2,6,2072,45
2,7,912,45
2,8,1485,45
1,1,1070,46
1,2,533,46
1,3,352,46
1,4,420,46
1,5,454,46
1,6,1028,46
1,7,866,46
1,8,1149,46
