OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
574121-14,218,150,150,149,5
573141-1,231,176,176,175,5
574490-1,330,251,251,247,5
573507-4,135,92,92,91,5
556254-9,69,52,52,52,5
599646-1,307,208,207,200,5
570281-1,106,80,80,79,5
586943-6,67,53,53,53,5
574180-1,217,144,144,144,5
582344-1,98,75,75,75,5
590703-1,239,193,193,192,5
569071-1,172,131,131,131,5
575071-3,84,66,66,66,5
540315-3,97,79,79,79,5
565326-1,47,37,37,36,5
547999-13,185,148,148,148,5
534714-1,311,224,224,222,5
589055-1,127,89,89,89,5
539279-2,600,368,368,364,5
570770-1,153,108,108,108,5
589969-1,86,60,60,60,5
578517-1,52,40,40,40,5
555380-9,253,153,153,151,5
537411-3,68,56,56,56,5
530425-1,168,139,139,139,5
545201-11,109,92,92,92,5
568414-31,43,34,34,34,5
546852-1,184,139,139,138,5
506451-2,102,80,80,78,5
533483-1,245,177,176,174,5
572241-14,256,182,182,182,5
534200-1,393,276,276,275,5
571393-15,82,56,56,56,5
578461-1,57,50,50,50,5
530352-2,51,44,44,44,5
596388-1,198,163,163,160,5
542024-1,174,117,117,116,5
559768-1,140,107,107,103,5
569810-0,15,14,14,14,5
597996-6,55,52,52,51,5
573060-4,71,63,63,63,5
566551-5,147,109,109,108,5
500623-1,139,83,83,83,5
564494-4,117,89,89,87,5
547492-9,731,472,472,468,5
563005-1,262,194,194,194,5
578380-2,111,80,80,78,5
574422-1,257,207,207,206,5
502316-4012,605,370,370,366,5
529303-11,278,205,205,205,5
547093-1,40,24,24,24,5
557722-2,92,63,63,63,5
560715-14,63,46,46,46,5
571903-2,104,76,76,75,5
551881-1,146,78,78,75,5
565814-5,141,93,93,92,5
551040-3,39,26,26,25,5
544256-63,623,390,390,384,5
561045-1,90,61,61,61,5
596248-1,191,151,151,149,5
500143-5005,371,255,255,251,5
570133-1,376,291,291,290,5
552046-31,174,138,138,137,5
590045-1,65,41,41,40,5
572250-1,99,74,74,73,5
591700-1,220,163,163,162,5
569984-3,77,64,64,64,5
535451-6,272,181,181,179,5
534412-1,201,150,150,148,5
554413-1,188,108,108,107,5
552046-32,196,154,154,152,5
581283-13,567,324,324,324,5
546224-15018,1016,546,546,543,5
590789-5,66,50,50,50,5
578746-1,195,148,148,147,5
531014-1,66,51,51,51,5
553581-1,315,231,231,231,5
504921-1,232,197,197,196,5
594318-1,124,96,96,95,5
545970-1025,437,289,289,289,5
599395-1,66,47,47,46,5
548421-1,244,198,198,198,5
561380-17,280,181,181,181,5
530841-2,689,397,397,392,5
556386-2,205,147,147,147,5
549428-2,126,93,93,93,5
574082-4,120,83,83,83,5
598917-37,683,407,407,403,5
536032-1,46,33,33,33,5
546003-3028,341,263,263,261,5
529923-1,107,79,79,78,5
573914-1,281,205,205,205,5
588024-7,64,53,53,53,5
545155-3,122,99,99,98,5
575119-1,185,146,146,146,5
577316-3,79,64,64,64,5
548910-1,70,56,56,55,5
578207-1,439,324,324,322,5
548243-1,63,40,40,40,5
558249-7,212,159,159,158,5
582042-1,172,113,113,112,5
588521-3,65,49,49,49,5
557862-3,63,47,47,47,5
591211-5,86,73,73,71,5
586846-52,145,119,119,119,5
588806-1,196,114,114,114,5
532207-2,140,107,107,107,5
592048-5,196,114,114,114,5
581917-15,132,78,78,78,5
562271-1,110,89,89,88,5
535427-8,68,49,49,48,5
506770-1,395,302,302,298,5
537641-1,599,449,448,448,5
588237-1,191,164,164,164,5
564273-1,81,64,64,64,5
560391-1,36,28,28,28,5
505587-14,101,56,56,56,5
591998-4,124,87,87,87,5
562483-2,271,174,173,171,5
549550-1,215,141,141,141,5
535427-9,53,43,43,43,5
572489-1,107,82,82,79,5
547361-14007,315,211,211,209,5
566616-5,611,339,339,336,5
575500-12,100,86,86,86,5
566080-1,68,33,33,33,5
587753-1,98,76,76,72,5
594296-1,118,80,80,80,5
545911-8029,454,237,237,236,5
599557-1,73,61,61,60,5
551805-1,262,199,199,198,5
534552-1,206,138,138,138,5
558362-4,111,69,69,69,5
533165-22,664,461,461,461,5
537241-1,103,73,73,73,5
590266-35,87,73,73,72,5
599247-8,189,145,145,143,5
576859-8,190,135,135,135,5
560481-1,112,78,78,78,5
508683-1,72,55,55,54,5
561827-1,208,155,155,154,5
513067-2,194,152,152,152,5
588288-1,355,270,269,266,5
563935-2,219,124,124,124,5
553603-1,34,29,29,29,5
545970-1045,546,388,388,383,5
561380-27,657,377,377,376,5
576395-1,191,147,147,146,5
548553-1,77,66,66,65,5
529672-1,122,99,98,95,5
502316-4004,679,425,425,420,5
544264-1,540,367,366,363,5
564567-30,74,44,44,44,5
571270-1,246,155,155,152,5
568767-1,101,61,61,61,5
570796-1,320,227,227,227,5
564346-1,166,127,127,127,5
503444-8,208,128,128,127,5
529966-1,138,106,106,104,5
561533-3,116,76,76,73,5
556912-4,86,63,63,63,5
599069-21,756,451,450,450,5
596647-2,67,52,52,52,5
557005-4,63,49,49,49,5
540803-1,41,33,33,33,5
545384-2,91,68,68,67,5
549193-1,93,67,67,67,5
566195-2,50,36,36,35,5
539830-1,434,324,324,316,5
561851-1,252,195,195,193,5
565148-1,439,268,268,266,5
589403-2,90,61,61,61,5
592889-25,311,228,228,227,5
554464-1,140,109,109,107,5
598461-1,259,207,207,204,5
547492-22,95,69,69,69,5
500496-64,345,212,212,209,5
572080-4,86,63,63,63,5
561363-1,84,68,68,67,5
587168-2,261,166,166,165,5
510645-1,71,56,56,56,5
587613-1,62,54,54,54,5
545295-1,127,93,93,93,5
544256-15,289,183,183,183,5
590282-1,167,127,127,126,5
550426-1,282,203,202,201,5
581917-11,161,126,126,126,5
563251-1,114,76,76,76,5
581143-2,85,77,77,77,5
500623-3,112,81,81,80,5
505188-11,77,64,64,64,5
999997-58,135,99,99,99,5
573507-3,191,140,140,140,5
563820-6,193,148,148,144,5
566861-1,98,89,89,89,5
500496-3,531,360,360,358,5
554961-3,297,177,177,177,5
548855-1,207,147,147,144,5
507113-3,119,98,98,98,5
569984-2,161,136,136,133,5
530549-1,138,106,106,105,5
547654-1,136,111,111,110,5
529664-1,48,30,30,30,5
544248-2,103,91,91,90,5
583499-1,253,194,194,194,5
588156-1,262,188,188,187,5
574716-1008,467,310,310,309,5
566390-1,66,51,51,51,5
555380-13,119,92,92,92,5
535346-1,367,287,287,282,5
555771-24,105,70,70,70,5
542644-2,70,58,58,57,5
549240-2,627,437,437,435,5
583235-1,383,273,273,271,5
591327-1,141,105,105,104,5
563587-1,131,104,104,104,5
573647-1,96,66,66,64,5
561151-2,114,56,56,56,5
598917-28,584,179,179,174,5
565237-1,291,206,206,204,5
999997-63,76,57,57,57,5
551198-3010,462,339,339,338,5
530344-2,131,108,108,108,5
512800-3,160,105,105,105,5
550728-3,80,67,67,67,5
530654-1,190,157,157,156,5
597686-2,102,64,64,64,5
576361-7,358,278,278,273,5
558125-6,92,66,66,66,5
558311-1,249,188,188,187,5
557013-2,49,42,42,42,5
567256-28,441,241,241,240,5
581232-1,147,122,122,122,5
529303-20,98,80,80,80,5
538817-1,171,112,112,109,5
568023-1,727,508,508,505,5
590690-1,86,67,67,67,5
589748-2,94,76,76,74,5
541362-1,199,126,126,125,5
545970-1011,406,258,258,254,5
575500-9,202,149,149,149,5
554642-12,482,302,302,300,5
577201-1,156,130,130,127,5
554251-1,160,134,134,134,5
529729-1,102,81,81,81,5
505030-1,178,140,140,140,5
540471-8,169,130,130,130,5
597945-1,381,217,216,216,5
570575-1,211,159,159,157,5
546135-11076,745,425,424,420,5
533653-2,71,55,55,55,5
544485-4,222,178,178,178,5
999997-71,69,58,58,57,5
560057-2,131,108,108,107,5
563510-30,645,458,458,449,5
556751-5,62,38,38,38,5
576263-4,72,58,58,57,5
552135-1,191,142,142,142,5
582123-1,94,80,80,80,5
586200-1,321,223,223,222,5
566179-1,142,101,101,99,5
549941-1,36,31,31,30,5
560171-1,35,29,29,29,5
551040-2,60,52,52,51,5
552828-4,190,91,91,90,5
593923-1,226,171,171,171,5
564532-2,79,43,43,42,5
565962-3,230,124,124,124,5
548898-1,102,70,70,70,5
572179-3,93,69,69,69,5
559377-1,370,270,270,269,5
561266-1,51,34,34,33,5
566730-1,44,35,35,34,5
999997-100,14,11,11,11,5
507717-1,375,251,251,250,5
561215-5,755,523,523,517,5
581127-1,87,71,71,70,5
570869-2,93,73,73,73,5
573868-24,100,81,81,80,5
568384-1,193,149,149,146,5
561550-1,46,33,33,33,5
560529-1,111,93,93,93,5
549479-1,228,163,163,163,5
534579-3,59,45,45,44,5
533076-1,189,154,154,154,5
598003-49,614,384,384,379,5
548677-1,80,59,59,59,5
589004-1,126,84,84,82,5
513181-1,103,76,76,75,5
530786-1,170,132,131,131,5
552895-1,254,176,176,175,5
537209-1,254,203,203,202,5
590100-1,374,237,237,234,5
566624-12,131,64,64,63,5
551627-2,54,38,38,38,5
535486-1,294,225,225,225,5
553930-1,101,70,70,70,5
545538-1,180,117,117,115,5
557781-4,104,79,79,79,5
999997-102,12,6,6,6,5
553964-1,155,100,100,100,5
599352-4,457,325,325,324,5
579858-4,756,561,561,560,5
599808-4,650,464,464,463,5
591521-1,77,63,63,62,5
575542-1,131,110,110,107,5
513130-1,207,155,155,155,5
558231-1,180,125,125,125,5
530841-9,294,234,234,234,5
546135-11095,679,498,498,486,5
549487-2,154,120,120,120,5
577553-2,326,253,253,252,5
511587-1,319,215,214,213,5
551724-1,314,202,202,197,5
549967-1,95,76,76,73,5
564508-1,267,210,210,207,5
592889-15,619,410,410,407,5
572241-9,92,72,72,72,5
573965-11,220,185,185,184,5
598917-4,222,159,159,156,5
556467-4,107,67,67,65,5
534153-2,48,38,38,37,5
540331-2,99,61,61,61,5
530557-1,106,79,79,78,5
546542-2,70,58,58,58,5
564826-1,217,154,154,153,5
594598-1,69,49,49,49,5
556904-0,14,14,14,14,5
535443-4,530,343,342,338,5
545341-1,735,532,532,530,5
546330-1,213,143,143,140,5
559750-3,69,64,64,63,5
588458-13,289,212,212,209,5
540595-1,277,202,202,196,5
573329-1,383,280,279,278,5
545660-1,449,279,279,274,5
583316-1,423,309,309,308,5
550191-1,211,141,141,139,5
598666-1,39,32,32,32,5
548383-2,52,37,37,35,5
567256-22,790,474,474,469,5
562068-1,187,132,132,131,5
545171-11,362,250,250,249,5
574457-1,248,193,193,191,5
597996-5,243,137,137,136,5
555304-1,313,212,212,210,5
594440-1,167,109,109,108,5
577367-1,157,130,129,129,5
537306-1,74,46,46,46,5
565296-1,190,114,114,114,5
529893-1,75,55,55,55,5
597520-10,652,342,342,333,5
544353-1,229,171,171,169,5
548057-1,55,43,43,42,5
536679-1,57,52,52,51,5
551082-1001,724,517,517,514,5
571164-11,616,440,440,438,5
534196-3,111,85,85,85,5
571326-2,202,157,157,155,5
505587-16,201,148,148,147,5
565750-1,89,69,69,69,5
568953-1,166,127,127,127,5
547247-3,64,49,49,49,5
555835-5,88,67,67,66,5
581283-16,760,560,560,551,5
563641-3,112,88,88,86,5
500496-62,637,450,450,447,5
537292-2,52,46,46,46,5
569844-1,318,210,210,208,5
580538-6,114,78,78,78,5
563943-1,90,59,59,58,5
517836-1,130,101,101,101,5
599191-5,663,399,399,399,5
539911-36,111,76,76,75,5
563315-1,110,80,80,80,5
547476-1,210,192,192,183,5
576891-3,36,32,32,32,5
534854-1,129,102,102,100,5
589217-2,110,83,83,82,5
587346-3,142,112,112,110,5
574988-4,494,368,368,366,5
599026-1,121,90,90,89,5
530883-9,716,435,435,431,5
537535-1,69,46,46,46,5
537365-1,47,36,36,36,5
546135-11034,798,464,464,461,5
541664-1,319,200,200,198,5
551953-1,127,86,86,86,5
529303-1,831,343,341,337,5
561444-3,124,90,90,90,5
599565-15,790,518,518,517,5
535001-2,104,69,69,68,5
513423-1,283,203,203,202,5
541290-2,65,48,48,48,5
574635-1,228,172,172,170,5
562726-1,83,64,64,64,5
574091-1,116,94,94,94,5
593559-7,486,368,368,367,5
588407-1,148,102,102,101,5
529982-1,155,116,116,115,5
577421-1,205,153,153,150,5
597287-1,328,214,214,212,5
553522-1,72,60,60,60,5
555321-14,539,336,336,334,5
599531-1,250,159,159,159,5
545155-5,42,34,34,34,5
500496-24,340,224,224,223,5
574716-1020,772,481,481,478,5
566616-9,105,70,70,68,5
589624-3,128,90,90,89,5
587419-1,58,46,46,46,5
533955-10,379,291,291,290,5
569810-3,785,532,532,530,5
566683-1,127,91,91,90,5
501298-3010,725,476,476,471,5
563072-1,408,242,242,242,5
549240-29,87,64,64,64,5
542318-1,157,108,108,107,5
593141-1,565,415,415,414,5
598917-55,997,617,617,616,5
565709-8,143,102,101,100,5
569101-1,184,97,97,97,5
575666-1,216,146,146,146,5
565083-4,261,177,177,175,5
567256-23,708,457,457,454,5
514276-1,346,219,219,218,5
581372-10,59,54,54,54,5
571652-1,128,111,111,111,5
586994-1,168,107,107,105,5
595845-1,90,71,71,67,5
545058-4,480,328,328,327,5
541851-1,82,66,66,66,5
576832-1,223,188,188,188,5
581437-1,67,59,59,59,5
598755-1,221,189,189,188,5
513504-1,336,265,264,264,5
564699-1,132,87,87,86,5
553310-1,134,92,92,90,5
566381-1,272,177,177,176,5
586536-1,140,92,92,91,5
557862-6,58,48,48,48,5
511382-27,586,241,241,238,5
530131-1,179,136,136,136,5
596523-1,99,84,84,82,5
570915-1,122,89,89,89,5
574449-1,147,119,119,117,5
567027-20,658,166,166,159,5
554359-1,425,297,297,297,5
571075-1,60,51,51,51,5
596817-2,90,81,81,80,5
570869-4,87,61,61,61,5
554448-1,43,29,29,29,5
539295-1,687,497,496,493,5
592889-10,577,416,416,411,5
535923-1,277,192,192,192,5
564214-1,84,58,58,58,5
590762-1,145,121,121,120,5
564931-1,123,89,89,89,5
571148-1,123,86,86,86,5
598933-13,490,344,342,340,5
588784-1,297,222,222,221,5
547841-1,190,161,161,158,5
566977-2,82,62,62,62,5
549428-1,282,208,208,207,5
588431-1,349,233,233,231,5
566837-1,162,113,113,113,5
563293-1,158,100,100,100,5
599565-8,890,529,527,523,5
555380-5,407,243,243,242,5
559351-5,144,103,103,103,5
552801-4,76,53,53,52,5
575194-1,352,261,261,257,5
572616-1,135,104,104,103,5
536962-1,168,132,132,131,5
587109-1,113,91,91,90,5
547255-1,68,53,53,53,5
532819-22,63,42,42,42,5
559717-12,392,310,309,309,5
589047-1,190,120,120,120,5
536776-1,122,78,78,77,5
573540-1,214,150,150,149,5
584801-4,204,139,139,136,6
533971-3,110,75,75,73,6
566098-1,146,84,84,83,6
572268-5,187,146,146,146,6
591190-2,83,42,42,42,6
513415-1,176,143,143,142,6
597350-3,231,150,150,150,6
564761-1,211,141,141,139,6
557951-5,38,33,33,33,6
564095-6,243,162,162,160,6
513644-1,257,211,211,209,6
554294-3,215,176,175,175,6
536075-1,143,92,92,92,6
590657-1,59,40,40,40,6
587362-1,149,120,120,118,6
556904-3,656,344,344,340,6
580724-1,230,166,166,165,6
566802-1,147,95,95,95,6
548278-1,119,95,95,94,6
584053-1,223,163,163,161,6
539279-3,456,295,295,292,6
599069-10,776,484,482,479,6
582930-1,364,248,246,245,6
536598-1,191,149,149,148,6
529303-6,516,348,348,348,6
588016-1,83,51,51,51,6
553671-5,132,89,89,87,6
546771-1,146,107,107,106,6
569259-1,210,150,150,148,6
567892-1021,578,307,307,302,6
567256-7,564,283,283,282,6
532207-1,478,274,274,270,6
532100-1,242,182,182,182,6
529761-1,93,71,71,71,6
558486-1,410,294,294,293,6
593885-1,83,70,70,69,6
559300-7,698,308,308,306,6
581283-19,1064,402,402,402,6
551082-1002,857,580,580,575,6
558974-1,205,118,118,118,6
513067-1,450,331,331,328,6
551953-8,480,337,337,332,6
535354-1,306,190,190,189,6
556319-1,221,147,147,141,6
576506-1,207,162,162,162,6
572551-1,298,233,233,231,6
549061-1,112,90,90,89,6
561479-1,153,100,100,100,6
591629-2,62,50,50,49,6
577324-1,327,259,259,256,6
507270-8,180,133,133,133,6
589250-21,572,369,368,365,6
593958-1,111,85,85,85,6
541354-14,63,47,47,47,6
550655-1,399,290,290,289,6
558052-3,49,43,43,42,6
598810-8,694,421,421,417,6
514161-1,77,51,51,51,6
541460-1,133,56,56,54,6
530531-1,302,233,232,232,6
552461-3,109,87,87,86,6
544744-1,166,122,122,122,6
569810-23,152,128,128,127,6
560227-1,193,144,143,143,6
565849-4,95,66,66,65,6
592340-1,178,108,108,107,6
555088-41,698,438,438,432,6
580341-1,310,223,223,222,6
599077-1,644,444,444,440,6
558362-3,148,104,104,104,6
546909-1,113,79,79,77,6
500224-10093,570,379,379,377,6
563862-3,36,28,28,27,6
548596-1,51,36,36,36,6
533866-3,151,107,107,106,6
586846-43,603,427,426,425,6
537641-3,668,505,505,503,6
598259-4,426,290,290,290,6
564664-1,70,63,63,63,6
599247-6,418,317,317,314,6
551864-1,229,128,128,127,6
510297-2,103,72,72,71,6
587354-1,199,160,160,158,6
560383-11,248,175,175,174,6
556637-4,104,53,53,51,6
551023-1,66,51,51,51,6
526622-1,251,198,198,198,6
544302-5,137,106,106,105,6
575381-1,139,112,112,111,6
562971-26,761,408,408,406,6
534960-1,230,170,170,168,6
545287-3,94,74,74,73,6
591491-1,125,85,85,85,6
563692-2,110,90,90,90,6
547751-1,278,208,208,208,6
556831-5,95,72,72,72,6
587273-1,201,139,139,138,6
566136-1,324,226,226,224,6
597520-26,285,209,209,206,6
537802-1,281,194,194,193,6
589829-2,136,95,95,95,6
598275-1,279,213,213,212,6
533955-6,1191,336,336,333,6
592587-1,104,84,84,84,6
573442-1,212,144,144,142,6
540579-1,171,139,139,137,6
539783-1,272,218,218,218,6
578941-1,228,178,178,175,6
588253-1,360,292,291,289,6
503622-4,83,56,56,56,6
533424-2,769,550,550,542,6
596957-1,73,50,50,49,6
554499-2,555,327,327,326,6
545911-8013,743,112,112,109,6
532819-12,190,136,136,135,6
564249-1,168,122,122,120,6
536253-1,241,140,140,139,6
557838-5,114,79,79,79,6
598003-20,523,337,337,335,6
536865-1,193,141,141,141,6
571083-1,159,125,125,123,6
572268-6,150,120,120,119,6
576654-1,291,222,222,218,6
562548-1,93,68,68,68,6
549991-1,268,185,185,185,6
500496-90,648,467,467,465,6
566438-2,65,56,56,55,6
535681-1,117,98,98,97,6
561380-18,404,257,257,253,6
544566-3,610,397,397,395,6
563684-1,192,140,139,137,6
502081-2016,1074,213,213,211,6
595241-2,76,53,53,53,6
560286-6,656,420,420,415,6
552861-1,96,64,64,64,6
576824-2,215,172,172,171,6
546224-15002,2599,583,581,573,6
556637-6,61,44,44,44,6
545562-9,259,190,190,189,6
531707-1,168,117,117,114,6
502316-4006,346,242,242,241,6
551058-29015,746,504,504,504,6
565083-1,530,334,334,331,6
572535-1,299,250,250,248,6
532525-1,486,392,392,389,6
556904-76,109,92,92,91,6
565814-4,182,115,115,114,6
556955-2,91,71,71,71,6
572047-1,64,56,56,56,6
540692-1,96,71,71,71,6
573868-11,489,280,280,280,6
545716-1,177,123,123,121,6
513717-1,252,181,181,181,6
547972-1,80,65,65,64,6
545180-1,160,107,107,106,6
576450-1,232,166,166,164,6
505587-7,747,457,455,450,6
553123-1,294,193,193,193,6
544256-40,475,343,343,343,6
570818-1,184,146,146,143,6
554391-1,91,67,67,67,6
553131-8,80,50,50,49,6
544841-4,326,241,241,240,6
571385-7,280,196,196,195,6
594288-1,94,74,74,74,6
596639-1,79,52,52,52,6
578380-5,37,25,25,25,6
530239-1,61,41,41,39,6
532886-1,155,120,119,117,6
556629-1,268,187,187,186,6
581283-25,517,378,378,377,6
597783-12,439,262,262,255,6
574244-1,199,163,163,162,6
545953-1,280,212,212,209,6
588393-10,242,152,152,147,6
566624-4,50,29,29,28,6
541591-3,110,95,95,94,6
562734-1,99,73,73,72,6
549509-1,225,159,159,159,6
592048-4,254,181,181,181,6
534277-1,238,169,169,167,6
572187-1,106,77,77,77,6
530913-1,318,238,238,237,6
572802-1,102,92,92,89,6
598003-19,485,298,298,294,6
585068-69,499,360,360,360,6
547603-1,122,81,81,81,6
530310-6,109,73,73,72,6
552062-1,172,117,117,116,6
570222-1,174,130,130,130,6
500496-13,587,402,402,395,6
598887-1,69,55,55,55,6
561380-2,553,332,332,330,6
553166-2,121,83,83,83,6
587532-1,134,98,98,97,6
598917-35,634,370,370,367,6
573990-6,174,133,133,132,6
568783-1,70,51,51,50,6
581844-1,46,40,40,40,6
574121-15,138,94,94,94,6
544256-39,663,467,467,465,6
579203-15,222,147,147,145,6
547492-11,1137,630,630,628,6
590266-37,156,113,113,113,6
575461-1,223,176,176,176,6
540927-1,24,23,23,23,6
599069-11,652,349,349,347,6
575399-1,28,22,22,22,6
535923-2,68,55,55,55,6
547000-1,518,373,372,372,6
597571-1,406,248,248,248,6
567892-1003,533,300,300,295,6
564656-7,77,53,53,53,6
569283-1,124,89,89,89,6
531511-1,400,297,297,296,6
569691-2,81,62,62,62,6
578991-1,31,24,24,24,6
533271-6,221,149,149,149,6
578100-1,106,90,90,90,6
530603-1,68,44,44,44,6
541630-11,423,285,285,283,6
546135-11013,745,397,397,397,6
594989-1,166,116,116,116,6
581283-26,421,302,302,300,6
545911-8011,548,327,325,324,6
549240-28,353,282,282,279,6
552933-1,332,264,264,262,6
546348-1,216,160,160,160,6
592889-7,616,420,420,417,6
532657-1,221,153,153,152,6
546208-4014,872,612,611,604,6
551104-1,74,58,58,58,6
560855-1,302,205,205,205,6
572446-1,380,265,265,263,6
556904-59,732,458,458,452,6
580988-1,88,67,67,67,6
532550-1,225,149,149,148,6
559121-1,148,89,89,89,6
598593-1,160,137,137,136,6
555321-5,590,256,256,253,6
510891-5,63,38,38,37,6
507971-4,386,294,294,293,6
541281-5,106,73,73,71,6
599352-3,666,323,322,320,6
551180-4,80,61,61,61,6
500089-2002,325,237,237,235,6
550345-1,253,170,170,169,6
525227-1,259,122,122,121,6
572683-1,153,99,99,99,6
554677-1,324,174,174,171,6
595381-1,143,102,102,102,6
569623-1,141,97,96,96,6
588245-1,50,44,44,44,6
540196-5,170,128,128,127,6
596957-5,97,71,71,70,6
569810-13,674,486,486,484,6
553247-1,233,125,125,125,6
511382-11,926,578,577,570,6
588652-1,391,272,272,268,6
541117-1,533,324,324,322,6
569879-1,333,263,263,261,6
567256-19,723,496,496,483,6
572543-1,132,102,102,101,6
569127-1,130,106,106,104,6
517615-1,210,161,161,161,6
550418-4,86,67,67,66,6
553867-1,101,74,74,74,6
596663-1,314,215,215,214,6
554464-4,107,71,71,69,6
531804-1,142,116,116,114,6
598810-30,312,212,212,211,6
552607-1,290,204,204,204,6
578070-1,102,73,73,71,6
537560-1,146,103,103,100,6
531863-1,227,174,174,174,6
565261-1,184,119,119,118,6
546976-1,113,79,79,78,6
572306-1,150,109,109,107,6
572101-1,328,244,244,243,6
571083-3,62,44,44,44,6
598003-43,512,346,346,345,6
562335-44,452,349,348,347,6
571334-1,85,63,63,63,6
575810-1,136,101,101,99,6
582743-1,332,236,236,236,6
514055-1,578,357,357,355,6
562475-1,180,141,141,141,6
598909-1,68,53,53,52,6
548804-1,311,190,189,188,6
529303-10,527,363,363,359,6
565610-1,359,217,217,216,6
557587-8,51,39,39,39,6
599522-1,124,110,110,109,6
546224-15019,1081,687,686,679,6
563366-1,65,59,59,59,6
534081-1,225,163,163,163,6
567027-3,733,531,529,526,6
582395-1,364,247,247,247,6
549088-1,37,32,32,32,6
556335-4,59,34,34,32,6
598933-9,608,381,381,380,6
571873-1,258,187,187,185,6
537802-3,48,39,39,39,6
587915-1,143,115,115,113,6
587222-1,110,88,88,87,6
544256-38,639,411,410,396,6
594326-1,176,112,112,111,6
588032-6,124,96,96,95,6
549258-4,127,79,79,77,6
555321-18,459,267,267,267,6
587567-1,157,117,117,116,6
541630-14,772,445,445,444,6
544591-4,75,51,51,51,6
570991-1,108,84,84,84,6
571466-2,48,30,30,29,6
545171-10,89,76,76,76,6
563862-2,31,21,21,21,6
573400-1,127,86,86,86,6
540129-4,102,74,74,74,6
533831-3,164,136,136,135,6
580759-1,287,217,217,214,6
578142-1,48,35,35,35,6
546135-11065,897,352,352,351,6
576930-1,217,162,162,159,6
500143-5008,2481,461,461,446,6
545732-1,154,122,122,121,6
578576-12,140,106,106,106,6
535371-1,168,124,124,124,6
575399-3,96,85,85,85,6
513059-1,103,75,75,75,6
586307-11,412,176,176,174,6
545058-3,288,222,222,220,6
569569-8,159,119,119,116,6
556718-3,112,88,88,88,6
530875-1,134,93,93,92,6
576654-2,137,110,110,110,6
545775-1,345,207,207,205,6
562971-39,744,367,367,361,6
558427-3,449,333,333,333,6
597163-1,173,143,143,141,6
557021-1,213,138,137,136,6
547492-20,95,82,82,81,6
537411-2,40,31,31,31,6
578835-1,76,63,63,63,6
599051-14,657,385,384,380,6
569615-1,291,210,210,208,6
561631-5,105,77,77,77,6
557048-1,384,235,235,234,6
582531-1,248,175,175,175,6
598917-32,960,174,174,171,6
563901-1,258,181,181,181,6
553841-1,337,232,232,231,6
571377-1,186,126,126,125,6
549771-8,178,131,131,129,6
550604-1,105,84,84,84,6
545988-2004,548,328,328,322,6
564478-1,234,179,179,178,6
552852-1,64,53,53,52,6
558125-4,44,27,27,27,6
541389-1,382,307,307,307,6
597007-9,221,159,159,158,6
540196-4,122,74,74,73,6
567256-14,756,436,436,430,6
584207-2,827,586,584,576,6
544663-3,207,167,167,166,6
590681-1,81,63,63,63,6
530018-1,60,40,40,40,6
