OKRSEK,STRANA,HLASY,batch
13,1,587,17
13,2,929,17
13,3,237,17
13,4,478,17
13,5,291,17
13,6,310,17
13,7,77,17
13,8,705,17
13,9,623,17
13,10,8,17
18,1,868,17
18,2,431,17
18,3,113,17
18,4,533,17
18,5,121,17
18,6,454,17
18,7,39,17
18,8,738,17
18,9,581,17
18,10,2,17
19,1,846,20
19,2,653,20
19,3,542,20
19,4,522,20
19,5,421,20
19,6,962,20
19,7,50,20
19,8,1090,20
19,9,839,20
19,10,3,20
17,1,1067,22
17,2,610,22
17,3,397,22
17,4,555,22
17,5,183,22
17,6,717,22
17,7,52,22
17,8,767,22
17,9,589,22
17,10,3,22
28,1,1001,24
28,2,309,24
28,3,244,24
28,4,280,24
28,5,110,24
28,6,308,24
28,7,145,24
28,8,679,24
28,9,607,24
28,10,1,24
3,1,986,28
3,2,401,28
3,3,459,28
3,4,1118,28
3,5,424,28
3,6,532,28
3,7,185,28
3,8,853,28
3,9,760,28
3,10,3,28
29,1,547,28
29,2,348,28
29,3,346,28
29,4,448,28
29,5,362,28
29,6,375,28
29,7,37,28
29,8,665,28
29,9,526,28
29,10,1,28
27,1,568,28
27,2,467,28
27,3,325,28
27,4,327,28
27,5,184,28
27,6,317,28
27,7,231,28
27,8,1070,28
27,9,705,28
27,10,2,28
16,1,1750,32
16,2,1288,32
16,3,502,32
16,4,933,32
16,5,616,32
16,6,830,32
16,7,392,32
16,8,1308,32
16,9,1354,32
16,10,4,32
4,1,935,33
4,2,553,33
4,3,365,33
4,4,167,33
4,5,258,33
4,6,495,33
4,7,217,33
4,8,874,33
4,9,316,33
4,10,3,33
6,1,305,33
6,2,539,33
6,3,108,33
6,4,495,33
6,5,76,33
6,6,171,33
6,7,20,33
6,8,386,33
6,9,334,33
6,10,1,33
11,1,1154,34
11,2,515,34
11,3,293,34
11,4,474,34
11,5,32,34
11,6,908,34
11,7,76,34
11,8,1330,34
11,9,560,34
11,10,5,34
26,1,742,35
26,2,966,35
26,3,132,35
26,4,474,35
26,5,209,35
26,6,566,35
26,7,30,35
26,8,1395,35
26,9,763,35
26,10,1,35
9,1,845,36
9,2,728,36
9,3,486,36
9,4,521,36
9,5,351,36
9,6,774,36
9,7,107,36
9,8,774,36
9,9,696,36
9,10,2,36
8,1,873,37
8,2,773,37
8,3,183,37
8,4,592,37
8,5,257,37
8,6,608,37
8,7,51,37
8,8,1152,37
8,9,459,37
8,10,1,37
15,1,992,39
15,2,866,39
15,3,625,39
15,4,829,39
15,5,459,39
15,6,670,39
15,7,164,39
15,8,1176,39
15,9,903,39
15,10,4,39
21,1,2152,39
21,2,1167,39
21,3,312,39
21,4,691,39
21,5,407,39
21,6,528,39
21,7,226,39
21,8,1037,39
21,9,773,39
21,10,2,39
10,1,865,40
10,2,575,40
10,3,361,40
10,4,468,40
10,5,427,40
10,6,616,40
10,7,95,40
10,8,646,40
10,9,683,40
10,10,1,40
12,1,1363,42
12,2,949,42
12,3,345,42
12,4,656,42
12,5,386,42
12,6,781,42
12,7,98,42
12,8,1412,42
12,9,1207,42
12,10,0,42
24,1,1577,42
24,2,1392,42
24,3,557,42
24,4,652,42
24,5,140,42
24,6,302,42
24,7,68,42
24,8,1385,42
24,9,896,42
24,10,1,42
20,1,972,46
20,2,821,46
20,3,428,46
20,4,545,46
20,5,351,46
20,6,1008,46
20,7,93,46
20,8,1221,46
20,9,1085,46
20,10,1,46
30,1,808,47
30,2,435,47
30,3,354,47
30,4,572,47
30,5,165,47
30,6,469,47
30,7,21,47
30,8,1255,47
30,9,358,47
30,10,0,47
1,1,1219,48
1,2,779,48
1,3,390,48
1,4,455,48
1,5,353,48
1,6,849,48
1,7,133,48
1,8,1116,48
1,9,516,48
1,10,2,48
25,1,951,49
25,2,1019,49
25,3,355,49
25,4,447,49
25,5,281,49
25,6,701,49
25,7,112,49
25,8,1426,49
25,9,560,49
25,10,0,49
23,1,1649,49
23,2,1091,49
23,3,860,49
23,4,988,49
23,5,311,49
23,6,887,49
23,7,185,49
23,8,956,49
23,9,1009,49
23,10,2,49
22,1,2084,51
22,2,1105,51
22,3,442,51
22,4,968,51
22,5,292,51
22,6,256,51
22,7,225,51
22,8,1310,51
22,9,1145,51
22,10,2,51
14,1,1408,55
14,2,538,55
14,3,482,55
14,4,898,55
14,5,264,55
14,6,663,55
14,7,63,55
14,8,1527,55
14,9,1257,55
14,10,4,55
7,1,1079,57
7,2,818,57
7,3,393,57
7,4,1241,57
7,5,346,57
7,6,637,57
7,7,141,57
7,8,884,57
7,9,639,57
7,10,2,57
2,1,915,57
2,2,445,57
2,3,171,57
2,4,617,57
2,5,483,57
2,6,744,57
2,7,124,57
2,8,659,57
2,9,553,57
2,10,0,57
5,1,2597,70
5,2,1606,70
5,3,688,70
5,4,1068,70
5,5,779,70
5,6,1052,70
5,7,213,70
5,8,1260,70
5,9,706,70
5,10,8,70
