KODZASTUP,N_OKRSEK,KRAJ,MANDATY,NAZEVZAST,OKRES,POCOBYV,N_STRANA,type
517615,1,7100,5,Rouské,7104,260,1,1party
517747,1,7100,7,Skalička,7104,669,1,1party
517836,1,7100,6,Sobíšky,7104,153,1,1party
517844,1,7100,15,Soběchleby,7104,573,1,1party
517887,1,7100,9,Stará Ves,7104,612,1,1party
518026,1,7100,7,Sušice,7104,312,1,1party
520306,1,7100,7,Ústí,7104,554,1,1party
522775,1,7100,7,Zámrsky,7104,233,1,1party
523453,1,7100,7,Žákovice,7104,248,1,1party
525227,1,7100,9,Bílá Voda,7101,330,1,1party
525979,1,7100,7,Bohutín,7105,737,1,1party
529591,1,2100,7,Sedlec,2107,244,1,1party
529613,1,2100,7,Josefův Důl,2107,409,1,1party
529656,1,2100,7,Pětihosty,2109,246,1,1party
529664,1,2100,7,Těchařovice,2111,52,1,1party
529699,1,2100,7,Velká Chmelištná,2112,58,1,1party
529702,3,2100,9,Heřmaničky,2101,732,1,1party
529711,1,2100,7,Drahouš,2112,72,1,1party
529729,1,3100,5,Kvítkovice,3101,132,1,1party
529737,1,2100,7,Hulice,2101,281,1,1party
529745,1,2100,7,Hvězdonice,2101,330,1,1party
529753,1,3100,5,Dívčí Kopy,3103,70,1,1party
529761,1,3100,5,Žďár,3103,115,1,1party
529885,1,3100,7,Stehlovice,3104,92,1,1party
529907,1,2100,5,Keblov,2101,177,1,1party
529915,1,3100,7,Vrbice,3105,60,1,1party
529923,1,3100,7,Žárovná,3105,114,1,1party
529974,3,2100,7,Krňany,2101,480,1,1party
529982,1,3100,9,Chlum,3106,203,1,1party
530018,1,3100,7,Březí,3106,66,1,1party
530026,1,2100,7,Kuňovice,2101,89,1,1party
530069,1,2100,8,Libež,2101,241,1,1party
530123,1,3200,7,Dobršín,3202,107,1,1party
530131,1,3200,7,Přestavlky,3204,232,1,1party
530182,1,3200,7,Žákava,3204,482,1,1party
530191,1,2100,7,Mnichovice,2101,218,1,1party
530221,1,3200,7,Hněvnice,3205,114,1,1party
530239,1,3200,7,Bílov,3205,81,1,1party
530271,1,3200,7,Sedlec,3205,110,1,1party
530298,1,2100,15,Netvořice,2101,1163,1,1party
530328,1,3200,7,Čerňovice,3205,204,1,1party
530352,2,2100,7,Ostředek,2101,412,1,1party
530379,1,3200,5,Drahoňův Újezd,3206,125,1,1party
530387,1,5100,9,Radvanec,5101,260,1,1party
530395,1,4200,7,Janská,4201,215,1,1party
530417,1,4200,7,Doubice,4201,98,1,1party
530450,1,2100,9,Postupice,2101,1374,1,1party
530468,1,5100,9,Dlouhý Most,5103,943,1,1party
530506,1,4200,5,Miřejovice,4203,209,1,1party
530549,1,2100,7,Rataje,2101,166,1,1party
530557,1,4200,7,Kozly,4204,128,1,1party
530565,1,4200,9,Želkovice,4204,92,1,1party
530620,1,4200,7,Přestanov,4207,488,1,1party
530662,1,6100,7,Ždírec,6101,146,1,1party
530701,1,2100,7,Střezimíř,2101,323,1,1party
530719,1,2100,7,Studený,2101,90,1,1party
530743,1,2100,7,Bílkovice,2101,209,1,1party
530875,1,2100,7,Starkoč,2105,149,1,1party
530891,1,2100,7,Vojkov,2101,471,1,1party
530913,1,2100,7,Vracovice,2101,391,1,1party
530948,1,2100,15,Vrchotovy Janovice,2101,1006,1,1party
530964,1,2100,5,Bludov,2105,24,1,1party
530972,1,2100,7,Třebětín,2105,115,1,1party
531014,1,2100,6,Vodranty,2105,85,1,1party
531073,1,2100,7,Běštín,2102,326,1,1party
531081,1,2100,9,Broumy,2102,981,1,1party
531090,1,2100,5,Březová,2102,325,1,1party
531111,1,2100,5,Bernardov,2105,177,1,1party
531120,1,2100,9,Bzová,2102,446,1,1party
531219,1,2100,7,Hředle,2102,400,1,1party
531235,1,2100,7,Hvozdec,2102,258,1,1party
531251,1,2100,7,Chaloupky,2102,500,1,1party
531308,1,2100,7,Jivina,2102,206,1,1party
531367,1,2100,5,Adamov,2105,129,1,1party
531405,1,2100,5,Kobylnice,2105,201,1,1party
531481,1,2100,7,Horušice,2105,171,1,1party
531502,1,2100,7,Liblice,2106,483,1,1party
531529,1,2100,7,Měňany,2102,313,1,1party
531545,2,2100,9,Mořina,2102,852,1,1party
531570,1,2100,7,Dobřeň,2106,169,1,1party
531600,1,2100,11,Nový Jáchymov,2102,727,1,1party
531626,1,2100,7,Olešná,2102,449,1,1party
531642,1,2100,7,Osov,2102,321,1,1party
531677,1,2100,7,Lobeč,2106,162,1,1party
531685,1,2100,7,Podluhy,2102,665,1,1party
531693,1,2100,15,Praskolesy,2102,891,1,1party
531707,1,2100,7,Nosálov,2106,188,1,1party
531715,1,2100,7,Rpety,2102,489,1,1party
531731,1,2100,7,Stránka,2106,216,1,1party
531740,1,2100,9,Skuhrov,2102,561,1,1party
531774,1,2100,7,Kadlín,2106,138,1,1party
531791,1,2100,7,Svatá,2102,511,1,1party
531804,1,2100,7,Svatý Jan pod Skalou,2102,193,1,1party
531863,1,2100,7,Nedomice,2106,306,1,1party
531871,1,2100,7,Jeviněves,2106,263,1,1party
531880,1,2100,5,Trubská,2102,200,1,1party
531910,2,2100,7,Velký Chlumec,2102,417,1,1party
531936,1,2100,5,Vidim,2106,120,1,1party
531944,1,2100,15,Vráž,2102,1209,1,1party
531987,1,2100,7,Dolní Zimoř,2106,98,1,1party
532002,1,2100,7,Záluží,2102,504,1,1party
532037,1,2100,7,Chrášťany,2101,234,1,1party
532045,1,2100,7,Chlístov,2101,428,1,1party
532061,1,2100,9,Václavice,2101,614,1,1party
532070,1,2100,7,Běloky,2103,190,1,1party
532088,1,2100,7,Beřovice,2103,385,1,1party
532096,1,2100,7,Borovnice,2101,80,1,1party
532177,1,2100,9,Tuřany,2103,666,1,1party
532207,3,2100,11,Černuc,2103,966,1,1party
532231,1,2100,5,Slověnice,2101,35,1,1party
532258,1,2100,7,Litichovice,2101,73,1,1party
532274,1,2100,9,Družec,2103,1052,1,1party
532291,1,2100,7,Dřínov,2103,348,1,1party
532312,1,2100,9,Horní Bezděkov,2103,711,1,1party
532321,1,2100,7,Hořešovice,2103,261,1,1party
532355,2,2100,7,Hradečno,2103,516,1,1party
532363,1,2100,7,Hrdlív,2103,508,1,1party
532371,1,2100,9,Hřebeč,2103,2081,1,1party
532380,1,2100,7,Blažejovice,2101,101,1,1party
532401,1,2100,7,Jarpice,2103,291,1,1party
532410,1,2100,7,Jedomělice,2103,431,1,1party
532444,1,2100,9,Kačice,2103,1242,1,1party
532479,1,2100,7,Kmetiněves,2103,296,1,1party
532509,1,2100,6,Šetějovice,2101,65,1,1party
532517,1,2100,5,Kvílice,2103,83,1,1party
532525,1,2100,7,Kyšice,2103,613,1,1party
532550,1,2100,9,Ratměřice,2101,302,1,1party
532584,1,2100,7,Lidice,2103,555,1,1party
532592,1,2100,7,Tisem,2101,226,1,1party
532622,1,2100,7,Makotřasy,2103,504,1,1party
532631,1,2100,9,Malé Kyšice,2103,524,1,1party
532681,1,2100,9,Otvovice,2103,791,1,1party
532711,1,2100,9,Pavlov,2103,191,1,1party
532754,1,2100,5,Podlešín,2103,329,1,1party
532762,2,2100,7,Pozdeň,2103,457,1,1party
532771,1,2100,7,Přelíc,2103,380,1,1party
532843,1,2100,5,Dunice,2101,68,1,1party
532851,1,2100,7,Stehelčeves,2103,1083,1,1party
532894,1,7100,7,Bušín,7105,385,1,1party
532916,1,2100,7,Šlapanice,2103,182,1,1party
532924,1,2100,11,Bukovany,2101,769,1,1party
532932,1,2100,7,Hradiště,2101,29,1,1party
532959,1,2100,7,Třebichovice,2103,588,1,1party
532967,1,2100,7,Třebíz,2103,226,1,1party
532975,1,2100,7,Třebusice,2103,484,1,1party
532983,3,2100,15,Tuchlovice,2103,2704,1,1party
533025,1,2100,7,Velká Dobrá,2103,1799,1,1party
533076,1,2100,7,Pavlovice,2101,261,1,1party
533106,1,2100,7,Trubín,2102,538,1,1party
533122,1,2100,9,Zvoleněves,2103,916,1,1party
533190,1,2100,5,Bělušice,2104,318,1,1party
533211,2,2100,7,Břežany I,2104,310,1,1party
533289,1,2100,9,Dobřichov,2104,769,1,1party
533319,1,2100,5,Malá Víska,2102,106,1,1party
533351,3,2100,9,Chrášťany,2104,702,1,1party
533360,1,2100,7,Jestřabí Lhota,2104,538,1,1party
533394,1,2100,9,Konárovice,2104,974,1,1party
533408,3,2100,9,Kořenice,2104,624,1,1party
533459,1,2100,7,Krupá,2104,397,1,1party
533467,1,2100,9,Křečhoř,2104,529,1,1party
533475,1,2100,7,Libenice,2104,307,1,1party
533505,1,2100,7,Lošany,2104,307,1,1party
533513,2,2100,7,Malotice,2104,355,1,1party
533611,1,2100,9,Přišimasy,2104,851,1,1party
533637,1,2100,7,Radovesnice I,2104,375,1,1party
533661,1,2100,9,Rostoklaty,2104,585,1,1party
533670,1,2100,11,Chrustenice,2102,1024,1,1party
533700,2,2100,11,Starý Kolín,2104,1653,1,1party
533734,2,2100,7,Tismice,2104,537,1,1party
533742,2,2100,7,Toušice,2104,356,1,1party
533823,1,2100,5,Veletov,2104,254,1,1party
533866,4,2100,11,Vitice,2104,1140,1,1party
533874,1,2100,9,Vlkančice,2109,210,1,1party
533891,1,2100,5,Vrbčany,2104,409,1,1party
533904,1,2100,9,Vyžlovka,2109,730,1,1party
533912,1,2100,5,Mořinka,2102,172,1,1party
533947,1,2100,11,Žiželice,2104,1711,1,1party
533963,1,2100,5,Skřipel,2102,129,1,1party
534048,1,2100,5,Vižina,2102,273,1,1party
534056,1,2100,9,Horka II,2105,388,1,1party
534064,1,2100,7,Hostovlice,2105,256,1,1party
534072,1,2100,5,Kotopeky,2102,298,1,1party
534111,1,2100,5,Otmíče,2102,181,1,1party
534153,2,2100,7,Krchleby,2105,417,1,1party
534161,1,2100,9,Křesetice,2105,693,1,1party
534170,1,2100,7,Ledečko,2105,205,1,1party
534188,2,2100,15,Malešov,2105,1010,1,1party
534200,4,2100,15,Miskovice,2105,1099,1,1party
534218,1,2100,7,Málkov,2102,104,1,1party
534226,1,2100,9,Nepoměřice,2105,223,1,1party
534234,1,2100,5,Vinařice,2102,111,1,1party
534251,1,2100,7,Okřesaneč,2105,193,1,1party
534269,1,2100,7,Nesvačily,2102,181,1,1party
534315,1,2100,7,Petrovice I,2105,296,1,1party
534323,1,2100,7,Petrovice II,2105,150,1,1party
534404,1,2100,5,Lužce,2102,126,1,1party
534501,4,2100,9,Úmonín,2105,521,1,1party
534536,3,2100,7,Vidice,2105,274,1,1party
534544,1,2100,7,Vinaře,2105,265,1,1party
534552,1,2100,7,Vlačice,2105,260,1,1party
534595,2,2100,9,Záboří nad Labem,2105,833,1,1party
534609,1,2100,9,Zbizuby,2105,476,1,1party
534641,2,2100,7,Žáky,2105,369,1,1party
534650,2,2100,9,Žehušice,2105,827,1,1party
534684,1,2100,7,Borek,2109,311,1,1party
534692,1,6200,7,Újezd u Boskovic,6201,473,1,1party
534765,2,2100,15,Dolní Beřkovice,2106,1546,1,1party
534773,1,2100,7,Dřínov,2106,477,1,1party
534820,1,2100,7,Chlumín,2106,478,1,1party
534846,1,2100,9,Chvatěruby,2106,539,1,1party
534854,1,2100,7,Hořany,2108,171,1,1party
534862,1,2100,7,Zvěřínek,2108,285,1,1party
534871,1,2100,7,Velenka,2108,339,1,1party
534889,1,2100,9,Starý Vestec,2108,183,1,1party
534943,1,2100,7,Kouty,2108,316,1,1party
534978,1,2100,15,Ledčice,2106,700,1,1party
534986,1,2100,7,Lhota,2109,479,1,1party
535001,2,2100,9,Liběchov,2106,1084,1,1party
535010,1,2100,7,Běleč,2103,303,1,1party
535095,1,2100,7,Loucká,2103,146,1,1party
535109,1,2100,7,Královice,2103,264,1,1party
535125,1,2100,7,Bílichov,2103,206,1,1party
535176,1,3100,7,Planá,3101,271,1,1party
535231,1,3100,7,Ostrolovský Újezd,3101,167,1,1party
535257,1,2100,9,Úžice,2106,949,1,1party
535290,1,2100,7,Vojkovice,2106,799,1,1party
535311,1,2100,7,Všestudy,2106,405,1,1party
535320,2,2100,15,Všetaty,2106,2327,1,1party
535346,1,3100,7,Plav,3101,424,1,1party
535354,1,2100,7,Zálezlice,2106,430,1,1party
535371,1,3100,7,Nákří,3101,211,1,1party
535389,1,2100,7,Zlosyň,2106,480,1,1party
535486,1,2100,7,Bítouchov,2107,406,1,1party
535559,1,2100,9,Brodce,2107,1089,1,1party
535575,1,3100,7,Habří,3101,110,1,1party
535605,1,2100,9,Bukovno,2107,743,1,1party
535613,1,3100,7,Hvozdec,3101,137,1,1party
535648,1,3100,9,Nová Ves,3101,776,1,1party
535664,1,3100,7,Doubravice,3101,312,1,1party
535681,1,3100,5,Borovnice,3101,143,1,1party
535699,1,3100,7,Petříkov,3101,288,1,1party
535702,5,2100,15,Dolní Bousov,2107,2814,1,1party
535753,1,3100,7,Hůry,3101,607,1,1party
535761,1,3100,5,Jivno,3101,407,1,1party
535818,1,2100,7,Horky nad Jizerou,2107,591,1,1party
535834,1,2100,5,Horní Bukovina,2107,240,1,1party
535851,1,3100,7,Hlavatce,3101,147,1,1party
535958,1,3100,7,Drahotěšice,3101,321,1,1party
535966,1,2100,7,Jabkenice,2107,454,1,1party
535991,2,3100,9,Pištín,3101,648,1,1party
536008,1,2100,9,Katusice,2107,838,1,1party
536016,1,3100,7,Zahájí,3101,482,1,1party
536032,1,3100,5,Strýčice,3101,61,1,1party
536067,1,2100,7,Kochánky,2107,466,1,1party
536075,1,3100,7,Hartmanice,3101,188,1,1party
536105,1,3100,7,Horní Kněžeklady,3101,108,1,1party
536113,1,7100,7,Hynčina,7105,191,1,1party
536121,1,2100,7,Kosořice,2107,523,1,1party
536130,1,2100,7,Kostelní Hlavno,2109,488,1,1party
536164,1,2100,7,Krásná Ves,2107,192,1,1party
536172,1,2100,7,Krnsko,2107,560,1,1party
536199,1,3100,7,Dobšice,3101,126,1,1party
536211,1,2100,7,Lhotky,2107,166,1,1party
536245,1,3100,7,Srnín,3102,324,1,1party
536270,3,2100,15,Luštěnice,2107,2210,1,1party
536334,1,2100,7,Němčice,2107,192,1,1party
536351,1,2100,7,Nepřevázka,2107,421,1,1party
536369,1,3100,7,Hornosín,3106,65,1,1party
536423,1,3100,5,Radějovice,3106,39,1,1party
536431,1,2100,7,Petkovy,2107,326,1,1party
536474,1,3100,5,Němčice,3106,107,1,1party
536482,1,3100,5,Zahorčice,3106,54,1,1party
536504,1,3100,5,Vacovice,3106,52,1,1party
536512,1,3100,7,Truskovice,3106,206,1,1party
536580,1,2100,12,Řepov,2107,743,1,1party
536610,1,2100,7,Semčice,2107,750,1,1party
536628,1,3100,5,Hlupín,3106,90,1,1party
536636,1,2100,9,Skalsko,2107,391,1,1party
536652,1,2100,9,Smilovice,2107,725,1,1party
536661,1,2100,9,Sojovice,2107,567,1,1party
536717,1,2100,5,Strenice,2107,189,1,1party
536725,1,3100,5,Němětice,3106,121,1,1party
536741,1,3100,5,Velká Turná,3106,170,1,1party
536768,1,2100,7,Sukorady,2107,362,1,1party
536776,1,3100,7,Slaník,3106,157,1,1party
536806,1,3100,7,Krašlovice,3106,159,1,1party
536814,1,7100,7,Kosov,7105,315,1,1party
536831,1,3100,7,Libětice,3106,83,1,1party
536857,3,2100,7,Velké Všelisy,2107,387,1,1party
536873,1,3100,7,Zvotoky,3106,60,1,1party
536881,1,3100,7,Horní Poříčí,3106,302,1,1party
536903,1,3100,7,Chobot,3106,38,1,1party
536946,1,3100,7,Kalenice,3106,87,1,1party
536954,1,3100,7,Krejnice,3106,79,1,1party
536962,1,3100,7,Nišovice,3106,235,1,1party
536989,1,2100,7,Žerčice,2107,409,1,1party
536997,1,2100,5,Židněves,2107,386,1,1party
537021,5,2100,11,Běrunice,2108,838,1,1party
537039,2,2100,9,Bobnice,2108,846,1,1party
537055,2,2100,7,Budiměřice,2108,645,1,1party
537101,1,2100,9,Dobšice,2108,242,1,1party
537110,2,2100,7,Dvory,2108,566,1,1party
537144,1,3100,7,Dvory,3105,95,1,1party
537161,1,2100,7,Hradčany,2108,272,1,1party
537179,1,2100,9,Hradištko,2108,761,1,1party
537195,1,3100,5,Zábrdí,3105,64,1,1party
537217,1,2100,7,Choťánky,2108,434,1,1party
537241,1,3100,5,Babice,3105,145,1,1party
537268,1,2100,7,Jizbice,2108,386,1,1party
537306,1,2100,5,Kolaje,2108,89,1,1party
537322,1,3100,6,Lužice,3105,40,1,1party
537381,1,3100,5,Mahouš,3105,168,1,1party
537462,1,2100,7,Mcely,2108,396,1,1party
537497,1,2100,7,Milčice,2108,307,1,1party
537519,1,3100,7,Buk,3105,305,1,1party
537527,1,3100,5,Bohunice,3105,49,1,1party
537535,1,3100,7,Újezdec,3105,87,1,1party
537551,1,2100,7,Odřepsy,2108,314,1,1party
537578,1,2100,7,Opočnice,2108,444,1,1party
537594,1,6100,7,Střítež,6103,101,1,1party
537624,1,2100,7,Ostrá,2108,578,1,1party
537667,1,2100,7,Písty,2108,426,1,1party
537721,1,2100,9,Přerov nad Labem,2108,1217,1,1party
537730,1,6100,7,Útěchovičky,6103,68,1,1party
537756,1,2100,9,Rožďalovice,2108,1619,1,1party
537772,1,2100,9,Sány,2108,560,1,1party
537845,1,4100,5,Teplička,4102,108,1,1party
537861,1,2100,7,Stratov,2108,652,1,1party
537900,1,2100,7,Úmyslovice,2108,296,1,1party
537977,1,2100,7,Vrbová Lhota,2108,542,1,1party
537993,1,2100,7,Vykáň,2108,398,1,1party
538001,1,4100,7,Andělská Hora,4102,382,1,1party
538043,1,2100,11,Babice,2109,1311,1,1party
538060,2,1100,15,Praha-Běchovice,1100,2336,1,1party
538078,1,1100,7,Praha-Benice,1100,733,1,1party
538086,1,2100,9,Bořanovice,2109,908,1,1party
538159,1,4100,7,Hájek,4102,643,1,1party
538264,1,2100,9,Jenštejn,2109,1360,1,1party
538388,1,1100,5,Praha-Královice,1100,425,1,1party
538396,1,4100,7,Šabina,4103,345,1,1party
538426,1,2100,11,Kunice,2109,1734,1,1party
538469,1,2100,7,Máslovice,2109,383,1,1party
538485,1,2100,9,Mirošovice,2109,1455,1,1party
538515,1,2100,7,Mratín,2109,1395,1,1party
538531,1,1100,5,Praha-Nedvězí,1100,316,1,1party
538558,1,2100,7,Nová Ves,2109,1417,1,1party
538566,1,2100,7,Nový Vestec,2109,490,1,1party
538582,3,2100,15,Ondřejov,2109,1804,1,1party
538591,1,4100,9,Dolní Rychnov,4103,1319,1,1party
538604,1,2100,7,Panenské Břežany,2109,621,1,1party
538612,1,2100,7,Petříkov,2109,604,1,1party
538671,1,2100,7,Přezletice,2109,2024,1,1party
538701,1,2100,15,Radonice,2109,1074,1,1party
538817,1,4100,7,Podhradí,4101,205,1,1party
538833,3,2100,13,Sulice,2109,2280,1,1party
538868,1,4100,7,Pomezí nad Ohří,4101,332,1,1party
538876,2,2100,11,Šestajovice,2109,3957,1,1party
538906,1,4100,5,Milíkov,4101,300,1,1party
538965,1,2100,9,Veleň,2109,1757,1,1party
538973,1,2100,7,Veliká Ves,2109,388,1,1party
538990,1,2100,7,Větrušice,2109,662,1,1party
539015,1,2100,9,Vodochody,2109,724,1,1party
539040,1,2100,9,Vyšehořovice,2109,661,1,1party
539091,1,2100,11,Zvánovice,2109,579,1,1party
539104,3,2100,7,Bojanovice,2110,490,1,1party
539112,1,4100,9,Stará Voda,4101,478,1,1party
539121,1,2100,9,Černolice,2110,526,1,1party
539147,1,2100,7,Číčovice,2110,292,1,1party
539155,2,2100,7,Čisovice,2110,1136,1,1party
539163,2,2100,11,Davle,2110,1765,1,1party
539171,1,2100,7,Dobrovíz,2110,572,1,1party
539180,1,2100,7,Dobříč,2110,499,1,1party
539201,1,2100,9,Dolany nad Vltavou,2106,940,1,1party
539228,1,2100,9,Holubice,2110,2094,1,1party
539261,1,2100,9,Hvozdnice,2110,557,1,1party
539287,1,2100,9,Choteč,2110,376,1,1party
539295,1,2100,7,Chrášťany,2110,1005,1,1party
539309,2,2100,15,Chýně,2110,4309,1,1party
539341,1,2100,9,Jíloviště,2110,727,1,1party
539392,1,2100,9,Kosoř,2110,860,1,1party
539422,2,2100,9,Libeř,2110,1530,1,1party
539465,1,1100,9,Praha-Lochkov,1100,821,1,1party
539473,1,4100,7,Ovesné Kladruby,4101,127,1,1party
539481,1,4100,7,Valy,4101,469,1,1party
539511,1,2100,9,Okrouhlo,2110,746,1,1party
539562,1,2100,7,Pohoří,2110,382,1,1party
539589,1,1100,9,Praha-Přední Kopanina,1100,589,1,1party
539597,1,2100,15,Psáry,2110,4115,1,1party
539619,1,4100,5,Tuřany,4101,133,1,1party
539660,1,2100,11,Slapy,2110,854,1,1party
539783,1,3200,7,Oplot,3204,328,1,1party
539830,1,2100,9,Vonoklasy,2110,561,1,1party
539953,2,2100,11,Bohutín,2111,1837,1,1party
539988,1,2100,7,Bratkovice,2111,313,1,1party
540021,1,2100,9,Buková u Příbramě,2111,436,1,1party
540048,1,2100,11,Buš,2110,349,1,1party
540056,1,3200,7,Střelice,3204,136,1,1party
540064,1,3200,5,Lisov,3204,137,1,1party
540081,1,2100,7,Čím,2111,365,1,1party
540102,1,3200,7,Nezdřev,3204,100,1,1party
540129,5,2100,15,Dolní Hbity,2111,896,1,1party
540137,1,3200,7,Životice,3204,52,1,1party
540242,1,2100,9,Hluboš,2111,636,1,1party
540251,1,3200,5,Drahkov,3204,138,1,1party
540293,1,3200,7,Otěšice,3204,150,1,1party
540307,1,3200,7,Chlumy,3204,103,1,1party
540340,1,3200,7,Nebílovy,3204,372,1,1party
540463,1,3200,5,Bolkov,3204,57,1,1party
540528,1,3200,5,Únětice,3204,147,1,1party
540544,4,7100,15,Oskava,7105,1265,1,1party
540595,1,7100,7,Palonín,7105,351,1,1party
540609,4,7100,11,Pavlov,7105,654,1,1party
540625,1,2100,7,Láz,2111,624,1,1party
540668,1,3200,7,Honezovice,3204,263,1,1party
540722,1,3200,7,Smědčice,3206,308,1,1party
540927,1,3200,5,Čilá,3206,20,1,1party
540960,1,2100,7,Ohrazenice,2111,293,1,1party
541028,1,2100,7,Pečice,2111,379,1,1party
541052,1,2100,7,Pičín,2111,640,1,1party
541061,1,3200,7,Zvíkovec,3206,215,1,1party
541087,1,2100,9,Počepice,2111,543,1,1party
541095,1,3200,5,Bezděkov,3206,152,1,1party
541257,1,2100,7,Rybníky,2111,471,1,1party
541273,1,2100,7,Sádek,2111,227,1,1party
541320,1,2100,5,Solenice,2111,363,1,1party
541389,1,2100,7,Svaté Pole,2111,530,1,1party
541419,1,2100,7,Štětkovice,2111,341,1,1party
541443,1,3200,7,Obora,3207,160,1,1party
541486,1,3200,5,Prostiboř,3207,165,1,1party
541516,1,2100,9,Višňová,2111,662,1,1party
541524,2,2100,11,Volenice,2111,375,1,1party
541532,1,3200,7,Milíře,3207,245,1,1party
541541,1,2100,7,Voznice,2111,695,1,1party
541567,1,2100,7,Vranovice,2111,330,1,1party
541583,1,2100,5,Vysoká u Příbramě,2111,355,1,1party
541605,1,3200,7,Brod nad Tichou,3207,251,1,1party
541613,1,2100,7,Zalužany,2111,329,1,1party
541664,1,3200,7,Záchlumí,3207,419,1,1party
541672,1,2100,7,Branov,2112,196,1,1party
541681,1,3200,7,Ošelín,3207,167,1,1party
541702,1,3200,7,Lom u Tachova,3207,482,1,1party
541729,1,2100,7,Hořesedly,2112,417,1,1party
541745,1,3200,7,Myslovice,3202,131,1,1party
541753,1,3200,7,Ježovy,3202,220,1,1party
541770,1,2100,9,Hředle,2112,585,1,1party
541788,1,3200,7,Poleň,3202,281,1,1party
541796,1,3200,7,Hejná,3202,151,1,1party
541818,1,2100,7,Chrášťany,2112,656,1,1party
541842,1,3200,5,Běhařov,3202,173,1,1party
541851,1,3200,7,Klenová,3202,101,1,1party
541869,1,3200,7,Javor,3202,71,1,1party
541915,1,3200,7,Obytce,3202,221,1,1party
541923,1,3200,7,Břežany,3202,188,1,1party
541931,1,3200,7,Kvášňovice,3202,131,1,1party
541974,1,2100,7,Krušovice,2112,598,1,1party
542024,1,3200,7,Číhaň,3202,219,1,1party
542059,1,3200,5,Mlýnské Struhadlo,3202,49,1,1party
542067,1,2100,5,Městečko,2112,452,1,1party
542083,1,3200,9,Hnačov,3202,96,1,1party
542130,1,2100,7,Nesuchyně,2112,412,1,1party
542156,1,3200,7,Borovy,3204,225,1,1party
542172,1,3200,7,Červené Poříčí,3202,239,1,1party
542181,1,2100,5,Nový Dům,2112,178,1,1party
542202,1,2100,7,Oráčov,2112,368,1,1party
