OKRSEK,STRANA,HLASY,batch
5,1,27,7
5,2,39,7
5,3,39,7
5,4,406,7
5,5,31,7
5,6,6,7
5,7,0,7
5,8,27,7
7,1,70,28
7,2,292,28
7,3,63,28
7,4,60,28
7,5,21,28
7,6,11,28
7,7,23,28
7,8,159,28
9,1,24,29
9,2,71,29
9,3,42,29
9,4,13,29
9,5,35,29
9,6,23,29
9,7,23,29
9,8,26,29
6,1,39,29
6,2,104,29
6,3,75,29
6,4,58,29
6,5,241,29
6,6,18,29
6,7,60,29
6,8,94,29
8,1,9,32
8,2,15,32
8,3,68,32
8,4,199,32
8,5,18,32
8,6,11,32
8,7,44,32
8,8,28,32
2,1,502,32
2,2,196,32
2,3,273,32
2,4,247,32
2,5,250,32
2,6,286,32
2,7,383,32
2,8,202,32
10,1,4,36
10,2,36,36
10,3,42,36
10,4,37,36
10,5,5,36
10,6,1,36
10,7,38,36
10,8,28,36
3,1,389,87
3,2,307,87
3,3,423,87
3,4,219,87
3,5,323,87
3,6,226,87
3,7,371,87
3,8,207,87
4,1,38,87
4,2,130,87
4,3,45,87
4,4,112,87
4,5,75,87
4,6,17,87
4,7,56,87
4,8,91,87
1,1,677,88
1,2,471,88
1,3,671,88
1,4,433,88
1,5,794,88
1,6,329,88
1,7,737,88
1,8,377,88
