id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
546135-11001,11001,546135,Ostrava-Jih,4,13966
546135-11002,11002,546135,Ostrava-Jih,3,8379
546135-11003,11003,546135,Ostrava-Jih,0,10666
546135-11004,11004,546135,Ostrava-Jih,4,8949
546135-11005,11005,546135,Ostrava-Jih,1,3356
546135-11006,11006,546135,Ostrava-Jih,2,10305
546135-11007,11007,546135,Ostrava-Jih,4,8668
546135-11008,11008,546135,Ostrava-Jih,0,12382
546135-11009,11009,546135,Ostrava-Jih,0,10579
546135-11010,11010,546135,Ostrava-Jih,1,7200
546135-11011,11011,546135,Ostrava-Jih,2,11641
546135-11012,11012,546135,Ostrava-Jih,2,10503
546135-11013,11013,546135,Ostrava-Jih,2,9061
546135-11014,11014,546135,Ostrava-Jih,0,10396
546135-11015,11015,546135,Ostrava-Jih,0,9845
546135-11016,11016,546135,Ostrava-Jih,2,9543
546135-11017,11017,546135,Ostrava-Jih,2,10368
546135-11018,11018,546135,Ostrava-Jih,0,12616
546135-11019,11019,546135,Ostrava-Jih,0,10721
546135-11020,11020,546135,Ostrava-Jih,2,11760
546135-11021,11021,546135,Ostrava-Jih,2,11156
546135-11022,11022,546135,Ostrava-Jih,1,10052
546135-11023,11023,546135,Ostrava-Jih,2,9328
546135-11024,11024,546135,Ostrava-Jih,4,10351
546135-11025,11025,546135,Ostrava-Jih,3,10770
546135-11026,11026,546135,Ostrava-Jih,2,9654
546135-11027,11027,546135,Ostrava-Jih,2,9156
546135-11028,11028,546135,Ostrava-Jih,2,8261
546135-11029,11029,546135,Ostrava-Jih,4,6984
546135-11030,11030,546135,Ostrava-Jih,0,8618
546135-11031,11031,546135,Ostrava-Jih,0,7363
546135-11032,11032,546135,Ostrava-Jih,2,9794
546135-11033,11033,546135,Ostrava-Jih,4,11506
546135-11034,11034,546135,Ostrava-Jih,0,8628
546135-11035,11035,546135,Ostrava-Jih,4,7739
546135-11036,11036,546135,Ostrava-Jih,0,6287
546135-11037,11037,546135,Ostrava-Jih,4,10925
546135-11038,11038,546135,Ostrava-Jih,3,9489
546135-11039,11039,546135,Ostrava-Jih,3,10768
546135-11040,11040,546135,Ostrava-Jih,4,10309
546135-11041,11041,546135,Ostrava-Jih,3,8754
546135-11042,11042,546135,Ostrava-Jih,3,13536
546135-11043,11043,546135,Ostrava-Jih,0,11220
546135-11044,11044,546135,Ostrava-Jih,0,9951
546135-11045,11045,546135,Ostrava-Jih,3,10207
546135-11046,11046,546135,Ostrava-Jih,4,13096
546135-11047,11047,546135,Ostrava-Jih,4,14326
546135-11048,11048,546135,Ostrava-Jih,1,9638
546135-11049,11049,546135,Ostrava-Jih,1,11773
546135-11050,11050,546135,Ostrava-Jih,0,11646
546135-11051,11051,546135,Ostrava-Jih,4,11876
546135-11052,11052,546135,Ostrava-Jih,1,9708
546135-11053,11053,546135,Ostrava-Jih,2,8357
546135-11054,11054,546135,Ostrava-Jih,2,9123
546135-11055,11055,546135,Ostrava-Jih,0,9489
546135-11056,11056,546135,Ostrava-Jih,3,14782
546135-11057,11057,546135,Ostrava-Jih,4,14872
546135-11058,11058,546135,Ostrava-Jih,0,13062
546135-11059,11059,546135,Ostrava-Jih,0,13728
546135-11060,11060,546135,Ostrava-Jih,1,11527
546135-11061,11061,546135,Ostrava-Jih,0,11612
546135-11062,11062,546135,Ostrava-Jih,0,11495
546135-11063,11063,546135,Ostrava-Jih,0,8731
546135-11064,11064,546135,Ostrava-Jih,0,9264
546135-11065,11065,546135,Ostrava-Jih,2,5171
546135-11066,11066,546135,Ostrava-Jih,0,9994
546135-11067,11067,546135,Ostrava-Jih,1,7825
546135-11068,11068,546135,Ostrava-Jih,0,6578
546135-11069,11069,546135,Ostrava-Jih,4,8787
546135-11070,11070,546135,Ostrava-Jih,0,6346
546135-11071,11071,546135,Ostrava-Jih,0,5925
546135-11072,11072,546135,Ostrava-Jih,0,8487
546135-11073,11073,546135,Ostrava-Jih,4,13563
546135-11074,11074,546135,Ostrava-Jih,2,11421
546135-11075,11075,546135,Ostrava-Jih,2,12021
546135-11076,11076,546135,Ostrava-Jih,0,7814
546135-11077,11077,546135,Ostrava-Jih,0,12269
546135-11078,11078,546135,Ostrava-Jih,0,9941
546135-11079,11079,546135,Ostrava-Jih,2,14815
546135-11080,11080,546135,Ostrava-Jih,0,8701
546135-11081,11081,546135,Ostrava-Jih,2,6685
546135-11082,11082,546135,Ostrava-Jih,2,7355
546135-11083,11083,546135,Ostrava-Jih,0,7335
546135-11084,11084,546135,Ostrava-Jih,2,8883
546135-11085,11085,546135,Ostrava-Jih,0,8609
546135-11086,11086,546135,Ostrava-Jih,4,8541
546135-11087,11087,546135,Ostrava-Jih,4,10227
546135-11088,11088,546135,Ostrava-Jih,3,9588
546135-11089,11089,546135,Ostrava-Jih,3,10687
546135-11090,11090,546135,Ostrava-Jih,4,13047
546135-11091,11091,546135,Ostrava-Jih,3,15927
546135-11092,11092,546135,Ostrava-Jih,3,13362
546135-11093,11093,546135,Ostrava-Jih,3,10483
546135-11094,11094,546135,Ostrava-Jih,3,14190
546135-11095,11095,546135,Ostrava-Jih,3,12860
