id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
500119-4053,4053,500119,Praha 4,2,14046
500119-4054,4054,500119,Praha 4,2,13993
500119-4055,4055,500119,Praha 4,1,14596
500119-4056,4056,500119,Praha 4,1,9748
500119-4057,4057,500119,Praha 4,1,11073
500119-4058,4058,500119,Praha 4,2,11722
500119-4059,4059,500119,Praha 4,3,21609
500119-4060,4060,500119,Praha 4,3,19100
500119-4061,4061,500119,Praha 4,2,16637
500119-4062,4062,500119,Praha 4,1,15183
500119-4063,4063,500119,Praha 4,0,16332
500119-4064,4064,500119,Praha 4,2,14245
500119-4065,4065,500119,Praha 4,0,9938
500119-4066,4066,500119,Praha 4,0,9382
500119-4067,4067,500119,Praha 4,0,11806
500119-4068,4068,500119,Praha 4,4,11621
500119-4069,4069,500119,Praha 4,3,13620
500119-4070,4070,500119,Praha 4,0,13690
500119-4071,4071,500119,Praha 4,1,15101
500119-4072,4072,500119,Praha 4,4,11492
500119-4073,4073,500119,Praha 4,4,11805
500119-4074,4074,500119,Praha 4,0,15572
500119-4075,4075,500119,Praha 4,1,13308
500119-4076,4076,500119,Praha 4,0,21280
500119-4077,4077,500119,Praha 4,0,23146
500119-4078,4078,500119,Praha 4,1,15208
500119-4079,4079,500119,Praha 4,4,10946
500119-4080,4080,500119,Praha 4,0,16135
500119-4081,4081,500119,Praha 4,0,10100
500119-4082,4082,500119,Praha 4,1,15119
500119-4083,4083,500119,Praha 4,1,9194
500119-4084,4084,500119,Praha 4,3,11035
500119-4085,4085,500119,Praha 4,2,11386
500119-4086,4086,500119,Praha 4,1,13402
500119-4087,4087,500119,Praha 4,1,10239
500119-4088,4088,500119,Praha 4,0,15421
500119-4089,4089,500119,Praha 4,0,15138
500119-4090,4090,500119,Praha 4,4,17199
500119-4091,4091,500119,Praha 4,4,10366
500119-4092,4092,500119,Praha 4,1,11807
500119-4093,4093,500119,Praha 4,1,14024
500119-4094,4094,500119,Praha 4,1,14686
500119-4095,4095,500119,Praha 4,4,12663
500119-4096,4096,500119,Praha 4,2,13813
500119-4097,4097,500119,Praha 4,3,14328
500119-4098,4098,500119,Praha 4,4,17670
500119-4099,4099,500119,Praha 4,0,14344
500119-4100,4100,500119,Praha 4,4,15468
500119-4101,4101,500119,Praha 4,3,11747
500119-4102,4102,500119,Praha 4,3,21774
500119-4103,4103,500119,Praha 4,2,15220
500119-4104,4104,500119,Praha 4,3,10372
500119-4105,4105,500119,Praha 4,0,15773
500119-4106,4106,500119,Praha 4,0,24340
500119-4107,4107,500119,Praha 4,2,13739
500119-4108,4108,500119,Praha 4,0,13390
500119-4109,4109,500119,Praha 4,0,24645
500119-4110,4110,500119,Praha 4,3,20516
500119-4111,4111,500119,Praha 4,3,20414
500119-4112,4112,500119,Praha 4,3,19095
500119-4113,4113,500119,Praha 4,3,21224
500119-4114,4114,500119,Praha 4,3,14125
500119-4115,4115,500119,Praha 4,0,10011
500119-4116,4116,500119,Praha 4,0,12833
500119-4117,4117,500119,Praha 4,2,9009
500119-4118,4118,500119,Praha 4,0,15328
500119-4119,4119,500119,Praha 4,2,18141
500119-4120,4120,500119,Praha 4,0,15179
500119-4121,4121,500119,Praha 4,1,14750
500119-4122,4122,500119,Praha 4,0,11256
500119-4123,4123,500119,Praha 4,2,12416
500119-4124,4124,500119,Praha 4,2,9591
500119-4125,4125,500119,Praha 4,2,13239
500119-4126,4126,500119,Praha 4,0,14795
500119-4127,4127,500119,Praha 4,2,20780
500119-4128,4128,500119,Praha 4,0,13871
500119-4129,4129,500119,Praha 4,0,13578
500119-4130,4130,500119,Praha 4,3,17069
500119-4131,4131,500119,Praha 4,3,17302
500119-4132,4132,500119,Praha 4,4,6136
