id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
554791-1001,1001,554791,Plzeň,1,6676
554791-1002,1002,554791,Plzeň,2,14672
554791-1003,1003,554791,Plzeň,0,20038
554791-1004,1004,554791,Plzeň,0,17343
554791-1005,1005,554791,Plzeň,1,16820
554791-1006,1006,554791,Plzeň,0,26187
554791-1007,1007,554791,Plzeň,3,3133
554791-1008,1008,554791,Plzeň,3,7773
554791-1009,1009,554791,Plzeň,4,9702
554791-1010,1010,554791,Plzeň,4,9843
554791-1011,1011,554791,Plzeň,4,6306
554791-1012,1012,554791,Plzeň,4,5552
554791-1013,1013,554791,Plzeň,0,14588
554791-1014,1014,554791,Plzeň,4,10592
554791-1015,1015,554791,Plzeň,3,11926
554791-1016,1016,554791,Plzeň,3,13258
554791-1017,1017,554791,Plzeň,3,10011
554791-1018,1018,554791,Plzeň,2,6100
554791-1019,1019,554791,Plzeň,3,8908
554791-1020,1020,554791,Plzeň,4,10894
554791-1021,1021,554791,Plzeň,4,6737
554791-1022,1022,554791,Plzeň,0,22279
554791-1023,1023,554791,Plzeň,0,17362
554791-1024,1024,554791,Plzeň,0,8858
554791-1025,1025,554791,Plzeň,3,7351
554791-1026,1026,554791,Plzeň,4,10696
554791-1027,1027,554791,Plzeň,4,9089
554791-1028,1028,554791,Plzeň,3,11250
554791-1029,1029,554791,Plzeň,0,7283
554791-1030,1030,554791,Plzeň,0,9580
554791-1031,1031,554791,Plzeň,4,7273
554791-1032,1032,554791,Plzeň,3,11015
554791-1033,1033,554791,Plzeň,3,8910
554791-1034,1034,554791,Plzeň,0,6900
554791-1035,1035,554791,Plzeň,3,9355
554791-1036,1036,554791,Plzeň,3,9753
554791-1037,1037,554791,Plzeň,3,8004
554791-1038,1038,554791,Plzeň,3,9311
554791-1039,1039,554791,Plzeň,0,8028
554791-1040,1040,554791,Plzeň,3,9088
554791-1041,1041,554791,Plzeň,3,11357
554791-1042,1042,554791,Plzeň,0,9147
554791-1043,1043,554791,Plzeň,4,10747
554791-1044,1044,554791,Plzeň,3,10592
554791-1045,1045,554791,Plzeň,3,8227
554791-1046,1046,554791,Plzeň,0,9569
554791-1047,1047,554791,Plzeň,3,8335
554791-1048,1048,554791,Plzeň,0,8301
554791-1049,1049,554791,Plzeň,3,8699
554791-1050,1050,554791,Plzeň,2,10148
554791-1051,1051,554791,Plzeň,0,13144
554791-1052,1052,554791,Plzeň,3,13282
554791-1053,1053,554791,Plzeň,2,18638
554791-1054,1054,554791,Plzeň,0,12077
554791-1055,1055,554791,Plzeň,2,20398
554791-1056,1056,554791,Plzeň,2,25160
554791-2001,2001,554791,Plzeň,0,6120
554791-2002,2002,554791,Plzeň,0,10281
554791-2003,2003,554791,Plzeň,2,7640
554791-2004,2004,554791,Plzeň,0,6960
554791-2005,2005,554791,Plzeň,1,11633
554791-2006,2006,554791,Plzeň,1,10348
554791-2007,2007,554791,Plzeň,1,12082
554791-2008,2008,554791,Plzeň,4,10783
554791-2009,2009,554791,Plzeň,1,13040
554791-2010,2010,554791,Plzeň,1,19856
554791-2011,2011,554791,Plzeň,0,15397
554791-2012,2012,554791,Plzeň,1,20756
554791-2013,2013,554791,Plzeň,0,14808
554791-2014,2014,554791,Plzeň,0,17705
554791-2015,2015,554791,Plzeň,0,13507
554791-2016,2016,554791,Plzeň,0,12221
554791-2017,2017,554791,Plzeň,0,10512
554791-2018,2018,554791,Plzeň,0,9279
554791-2019,2019,554791,Plzeň,1,11156
554791-2020,2020,554791,Plzeň,0,12959
554791-2021,2021,554791,Plzeň,3,9235
554791-2022,2022,554791,Plzeň,0,11136
554791-2023,2023,554791,Plzeň,1,10129
554791-2024,2024,554791,Plzeň,0,14549
554791-2025,2025,554791,Plzeň,4,12146
554791-2026,2026,554791,Plzeň,0,12886
554791-2027,2027,554791,Plzeň,0,15170
554791-2028,2028,554791,Plzeň,0,18559
554791-2029,2029,554791,Plzeň,1,20792
554791-2030,2030,554791,Plzeň,1,14963
554791-2031,2031,554791,Plzeň,1,26712
554791-2032,2032,554791,Plzeň,1,27090
554791-2033,2033,554791,Plzeň,1,11678
554791-2034,2034,554791,Plzeň,1,16680
554791-3001,3001,554791,Plzeň,2,9526
554791-3002,3002,554791,Plzeň,1,2510
554791-3003,3003,554791,Plzeň,2,5912
554791-3004,3004,554791,Plzeň,2,7140
554791-3005,3005,554791,Plzeň,2,8839
554791-3006,3006,554791,Plzeň,1,3679
554791-3007,3007,554791,Plzeň,2,7199
554791-3008,3008,554791,Plzeň,0,9645
554791-3009,3009,554791,Plzeň,2,10775
554791-3010,3010,554791,Plzeň,2,7632
554791-3011,3011,554791,Plzeň,0,6328
554791-3012,3012,554791,Plzeň,2,6017
554791-3013,3013,554791,Plzeň,1,9448
554791-3014,3014,554791,Plzeň,2,6742
554791-3015,3015,554791,Plzeň,1,16754
554791-3016,3016,554791,Plzeň,2,10396
554791-3017,3017,554791,Plzeň,2,7893
554791-3018,3018,554791,Plzeň,2,4892
554791-3019,3019,554791,Plzeň,2,5775
554791-3020,3020,554791,Plzeň,1,9540
554791-3021,3021,554791,Plzeň,4,13730
554791-3022,3022,554791,Plzeň,2,8128
554791-3023,3023,554791,Plzeň,0,11233
554791-3024,3024,554791,Plzeň,0,9354
554791-3025,3025,554791,Plzeň,2,11595
554791-3026,3026,554791,Plzeň,1,7252
554791-3027,3027,554791,Plzeň,4,8033
554791-3028,3028,554791,Plzeň,4,7749
554791-3029,3029,554791,Plzeň,0,3901
554791-3030,3030,554791,Plzeň,0,9036
554791-3031,3031,554791,Plzeň,0,7389
554791-3032,3032,554791,Plzeň,3,8333
554791-3033,3033,554791,Plzeň,3,10367
554791-3034,3034,554791,Plzeň,2,7711
554791-3035,3035,554791,Plzeň,1,5712
554791-3036,3036,554791,Plzeň,2,10761
554791-3037,3037,554791,Plzeň,4,6923
554791-3038,3038,554791,Plzeň,0,7419
554791-3039,3039,554791,Plzeň,0,8841
554791-3040,3040,554791,Plzeň,2,9162
554791-3041,3041,554791,Plzeň,1,7181
554791-3042,3042,554791,Plzeň,0,13477
554791-3043,3043,554791,Plzeň,2,2153
554791-3044,3044,554791,Plzeň,1,8846
554791-3045,3045,554791,Plzeň,3,16801
554791-3046,3046,554791,Plzeň,4,12721
554791-3047,3047,554791,Plzeň,4,10339
554791-3048,3048,554791,Plzeň,4,10240
554791-3049,3049,554791,Plzeň,3,6133
554791-3050,3050,554791,Plzeň,3,7712
554791-3051,3051,554791,Plzeň,3,11624
554791-3052,3052,554791,Plzeň,0,6063
554791-3053,3053,554791,Plzeň,0,17382
554791-3054,3054,554791,Plzeň,3,6372
554791-3055,3055,554791,Plzeň,4,11477
554791-3056,3056,554791,Plzeň,4,14316
554791-3057,3057,554791,Plzeň,3,11488
554791-3058,3058,554791,Plzeň,4,9864
554791-3059,3059,554791,Plzeň,0,6849
554791-3060,3060,554791,Plzeň,0,14286
554791-3061,3061,554791,Plzeň,1,10961
554791-3062,3062,554791,Plzeň,2,16498
554791-3063,3063,554791,Plzeň,0,18839
554791-4001,4001,554791,Plzeň,0,12587
554791-4002,4002,554791,Plzeň,4,10860
554791-4003,4003,554791,Plzeň,4,10065
554791-4004,4004,554791,Plzeň,1,15769
554791-4005,4005,554791,Plzeň,0,12898
554791-4006,4006,554791,Plzeň,4,7105
554791-4007,4007,554791,Plzeň,4,13090
554791-4008,4008,554791,Plzeň,4,12554
554791-4009,4009,554791,Plzeň,0,11892
554791-4010,4010,554791,Plzeň,0,16152
554791-4011,4011,554791,Plzeň,0,16170
554791-4012,4012,554791,Plzeň,4,14333
554791-4013,4013,554791,Plzeň,3,13140
554791-4014,4014,554791,Plzeň,3,18560
554791-4015,4015,554791,Plzeň,4,13818
554791-4016,4016,554791,Plzeň,3,9489
554791-4017,4017,554791,Plzeň,0,11989
554791-4018,4018,554791,Plzeň,0,10194
554791-4019,4019,554791,Plzeň,0,16877
554791-4020,4020,554791,Plzeň,4,14903
554791-4021,4021,554791,Plzeň,0,14877
554791-4022,4022,554791,Plzeň,1,27258
554791-4023,4023,554791,Plzeň,0,19489
554791-4024,4024,554791,Plzeň,0,9611
554791-4025,4025,554791,Plzeň,1,25254
554791-5001,5001,554791,Plzeň,0,36242
554791-6001,6001,554791,Plzeň,2,37530
554791-7001,7001,554791,Plzeň,0,19432
554791-8001,8001,554791,Plzeň,0,31271
554791-10001,10001,554791,Plzeň,1,25370
554791-9001,9001,554791,Plzeň,2,15182
