id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
569810-1,1,569810,Hradec Králové,4,10714
569810-2,2,569810,Hradec Králové,4,11643
569810-3,3,569810,Hradec Králové,4,12233
569810-4,4,569810,Hradec Králové,3,11594
569810-5,5,569810,Hradec Králové,3,12811
569810-6,6,569810,Hradec Králové,3,10197
569810-7,7,569810,Hradec Králové,0,13890
569810-8,8,569810,Hradec Králové,3,9782
569810-9,9,569810,Hradec Králové,3,11114
569810-10,10,569810,Hradec Králové,3,14985
569810-11,11,569810,Hradec Králové,1,7212
569810-12,12,569810,Hradec Králové,0,11142
569810-13,13,569810,Hradec Králové,0,10055
569810-14,14,569810,Hradec Králové,2,12830
569810-15,15,569810,Hradec Králové,2,13839
569810-16,16,569810,Hradec Králové,0,15283
569810-17,17,569810,Hradec Králové,0,15528
569810-18,18,569810,Hradec Králové,2,14286
569810-19,19,569810,Hradec Králové,4,9681
569810-20,20,569810,Hradec Králové,1,12439
569810-21,21,569810,Hradec Králové,2,14026
569810-22,22,569810,Hradec Králové,0,9939
569810-23,23,569810,Hradec Králové,4,2353
569810-24,24,569810,Hradec Králové,1,5526
569810-25,25,569810,Hradec Králové,4,10887
569810-26,26,569810,Hradec Králové,0,14035
569810-27,27,569810,Hradec Králové,2,15658
569810-28,28,569810,Hradec Králové,3,16934
569810-29,29,569810,Hradec Králové,0,14259
569810-30,30,569810,Hradec Králové,4,12269
569810-31,31,569810,Hradec Králové,0,13284
569810-32,32,569810,Hradec Králové,0,13513
569810-33,33,569810,Hradec Králové,3,17145
569810-34,34,569810,Hradec Králové,4,15167
569810-35,35,569810,Hradec Králové,0,13400
569810-36,36,569810,Hradec Králové,2,8206
569810-37,37,569810,Hradec Králové,0,9879
569810-38,38,569810,Hradec Králové,4,19531
569810-39,39,569810,Hradec Králové,0,13675
569810-40,40,569810,Hradec Králové,2,15324
569810-41,41,569810,Hradec Králové,2,14694
569810-42,42,569810,Hradec Králové,0,15173
569810-43,43,569810,Hradec Králové,0,16370
569810-44,44,569810,Hradec Králové,1,14005
569810-45,45,569810,Hradec Králové,3,15765
569810-46,46,569810,Hradec Králové,2,9807
569810-47,47,569810,Hradec Králové,3,10690
569810-48,48,569810,Hradec Králové,4,13030
569810-49,49,569810,Hradec Králové,0,13036
569810-50,50,569810,Hradec Králové,2,15674
569810-51,51,569810,Hradec Králové,4,15271
569810-52,52,569810,Hradec Králové,1,11677
569810-53,53,569810,Hradec Králové,2,15772
569810-54,54,569810,Hradec Králové,2,14715
569810-55,55,569810,Hradec Králové,0,12065
569810-56,56,569810,Hradec Králové,0,12802
569810-57,57,569810,Hradec Králové,3,13472
569810-58,58,569810,Hradec Králové,0,11854
569810-59,59,569810,Hradec Králové,2,14054
569810-60,60,569810,Hradec Králové,0,11233
569810-61,61,569810,Hradec Králové,0,18507
569810-62,62,569810,Hradec Králové,4,16990
569810-63,63,569810,Hradec Králové,4,13305
569810-64,64,569810,Hradec Králové,1,12805
569810-65,65,569810,Hradec Králové,0,12304
569810-66,66,569810,Hradec Králové,0,11933
569810-67,67,569810,Hradec Králové,2,15689
569810-68,68,569810,Hradec Králové,1,14917
569810-69,69,569810,Hradec Králové,1,14585
569810-70,70,569810,Hradec Králové,2,14132
569810-71,71,569810,Hradec Králové,1,11767
569810-72,72,569810,Hradec Králové,4,12329
569810-73,73,569810,Hradec Králové,2,12719
569810-74,74,569810,Hradec Králové,1,13311
569810-75,75,569810,Hradec Králové,0,13082
569810-76,76,569810,Hradec Králové,0,13189
569810-77,77,569810,Hradec Králové,1,12356
569810-78,78,569810,Hradec Králové,0,16189
569810-79,79,569810,Hradec Králové,4,18451
569810-80,80,569810,Hradec Králové,1,9607
569810-81,81,569810,Hradec Králové,4,13992
569810-82,82,569810,Hradec Králové,0,11604
569810-83,83,569810,Hradec Králové,0,10900
569810-84,84,569810,Hradec Králové,4,10958
569810-85,85,569810,Hradec Králové,3,14138
