id,OKRSEK,KODZASTUP,NAZEVZAST,group,HLASY
544256-1,1,544256,České Budějovice,4,16093
544256-2,2,544256,České Budějovice,4,11722
544256-3,3,544256,České Budějovice,0,14685
544256-4,4,544256,České Budějovice,1,10063
544256-5,5,544256,České Budějovice,0,12953
544256-6,6,544256,České Budějovice,4,13378
544256-7,7,544256,České Budějovice,0,11261
544256-8,8,544256,České Budějovice,1,14175
544256-9,9,544256,České Budějovice,0,14156
544256-10,10,544256,České Budějovice,1,7420
544256-11,11,544256,České Budějovice,1,13295
544256-12,12,544256,České Budějovice,0,11181
544256-13,13,544256,České Budějovice,2,9308
544256-14,14,544256,České Budějovice,0,15498
544256-15,15,544256,České Budějovice,4,4437
544256-16,16,544256,České Budějovice,0,12026
544256-17,17,544256,České Budějovice,3,18049
544256-18,18,544256,České Budějovice,4,14969
544256-19,19,544256,České Budějovice,0,11280
544256-20,20,544256,České Budějovice,1,9563
544256-21,21,544256,České Budějovice,0,12016
544256-22,22,544256,České Budějovice,4,11883
544256-23,23,544256,České Budějovice,4,16091
544256-24,24,544256,České Budějovice,4,9426
544256-25,25,544256,České Budějovice,1,7886
544256-26,26,544256,České Budějovice,0,7130
544256-27,27,544256,České Budějovice,3,13635
544256-28,28,544256,České Budějovice,0,16311
544256-29,29,544256,České Budějovice,0,14600
544256-30,30,544256,České Budějovice,4,7832
544256-31,31,544256,České Budějovice,0,9723
544256-32,32,544256,České Budějovice,3,29779
544256-33,33,544256,České Budějovice,2,14565
544256-34,34,544256,České Budějovice,0,10904
544256-35,35,544256,České Budějovice,1,12788
544256-36,36,544256,České Budějovice,2,10955
544256-37,37,544256,České Budějovice,1,9713
544256-38,38,544256,České Budějovice,2,9701
544256-39,39,544256,České Budějovice,0,11419
544256-40,40,544256,České Budějovice,0,8627
544256-41,41,544256,České Budějovice,1,12035
544256-42,42,544256,České Budějovice,2,12181
544256-43,43,544256,České Budějovice,1,13196
544256-44,44,544256,České Budějovice,2,13480
544256-45,45,544256,České Budějovice,1,12888
544256-46,46,544256,České Budějovice,2,12928
544256-47,47,544256,České Budějovice,1,13192
544256-48,48,544256,České Budějovice,2,11663
544256-49,49,544256,České Budějovice,4,10393
544256-50,50,544256,České Budějovice,3,6872
544256-51,51,544256,České Budějovice,3,20692
544256-52,52,544256,České Budějovice,1,13243
544256-53,53,544256,České Budějovice,2,16508
544256-54,54,544256,České Budějovice,4,19432
544256-55,55,544256,České Budějovice,1,11113
544256-56,56,544256,České Budějovice,0,18734
544256-57,57,544256,České Budějovice,1,10040
544256-58,58,544256,České Budějovice,1,10898
544256-59,59,544256,České Budějovice,0,15635
544256-60,60,544256,České Budějovice,0,13446
544256-61,61,544256,České Budějovice,4,10856
544256-62,62,544256,České Budějovice,1,12144
544256-63,63,544256,České Budějovice,4,10461
544256-64,64,544256,České Budějovice,4,8696
544256-65,65,544256,České Budějovice,3,13913
544256-66,66,544256,České Budějovice,3,10240
544256-67,67,544256,České Budějovice,4,8397
544256-68,68,544256,České Budějovice,4,19389
544256-69,69,544256,České Budějovice,3,11217
544256-70,70,544256,České Budějovice,3,14539
544256-71,71,544256,České Budějovice,3,17930
544256-72,72,544256,České Budějovice,0,14142
544256-73,73,544256,České Budějovice,0,10640
544256-74,74,544256,České Budějovice,2,21535
544256-75,75,544256,České Budějovice,0,12638
544256-76,76,544256,České Budějovice,3,14087
544256-77,77,544256,České Budějovice,0,18568
544256-78,78,544256,České Budějovice,0,17927
544256-79,79,544256,České Budějovice,3,29199
544256-80,80,544256,České Budějovice,1,11409
544256-81,81,544256,České Budějovice,0,18506
544256-82,82,544256,České Budějovice,0,26612
544256-83,83,544256,České Budějovice,2,8934
544256-84,84,544256,České Budějovice,0,15400
544256-85,85,544256,České Budějovice,2,13370
544256-86,86,544256,České Budějovice,2,19201
544256-87,87,544256,České Budějovice,0,14370
544256-88,88,544256,České Budějovice,3,18536
544256-89,89,544256,České Budějovice,0,17204
544256-90,90,544256,České Budějovice,0,6030
