index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
10219,4207,554804,Ústí nad Labem,1,1,1021,1021,Čisté Ústí,Čisté Ústí,ČÚNL,1,1021,20962.0,2.93,0.0,37,1021,ČÚNL,,,,,
10220,4207,554804,Ústí nad Labem,1,2,1128,1128,Vaše Ústí,Vaše Ústí,VÚ,1,1128,56998.0,7.34,3.0,37,1128,VÚ,,,,,
10221,4207,554804,Ústí nad Labem,1,3,1114,1114,Svoboda a přímá demokracie - Tomio Okamura (SPD),Svob.a př.dem.-T.Okamura (SPD),SPD,1,1114,52562.0,6.77,3.0,37,1114,SPD,SPD,Svoboda a přímá demokracie - Tomio Okamura (SPD),1114.0,#c05f2f,1.0
10222,4207,554804,Ústí nad Labem,1,4,529,529,PRO! Ústí,PRO! Ústí,Zel.+Piráti+NK,3,"005,080,720",131770.0,16.97,8.0,37,5,Zel.+Piráti+NK,SZ,Strana zelených,5.0,#36da83,1.0
10223,4207,554804,Ústí nad Labem,1,5,1012,1012,ÚSTECKÉ FÓRUM OBČANŮ,ÚSTECKÉ FÓRUM OBČANŮ,UFO,1,1012,91443.0,11.77,5.0,37,1012,UFO,,,,,
10224,4207,554804,Ústí nad Labem,1,6,785,785,PRO Zdraví a Sport,PRO Zdraví a Sport,PRO Zdraví,1,785,43231.0,5.56,2.0,37,785,PRO Zdraví,,,,,
10225,4207,554804,Ústí nad Labem,1,7,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,52706.0,6.78,3.0,37,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1.0
10226,4207,554804,Ústí nad Labem,1,8,1195,1195,Za lepší Střekov,Za lepší Střekov,ZLS,1,1195,16268.0,2.09,0.0,37,1195,ZLS,,,,,
10227,4207,554804,Ústí nad Labem,1,9,1399,1399,KRÁSNÉ ÚSTÍ NAD LABEM-ODA,KRÁSNÉ ÚSTÍ NAD LABEM-ODA,ODA+NK,2,"080,1173",4901.0,0.63,0.0,37,80,ODA+NK,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
10228,4207,554804,Ústí nad Labem,1,10,768,768,ANO 2011,ANO 2011,ANO,1,768,160293.0,21.22,9.0,37,768,ANO,ANO,ANO 2011,768.0,#33cccc,0.0
10229,4207,554804,Ústí nad Labem,1,11,477,477,Svobodní a nezávislí,Svobodní a nezávislí,,2,"080,714",21896.0,2.82,0.0,37,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
10230,4207,554804,Ústí nad Labem,1,12,53,53,Občanská demokratická strana,Občanská demokratická strana,ODS,1,053,65832.0,8.47,4.0,37,53,ODS,ODS,Občanská demokratická strana,53.0,#4175e0,1.0
10231,4207,554804,Ústí nad Labem,1,13,1315,1315,"TOP 09, KDU-ČSL a STAN","TOP 09, KDU-ČSL a STAN",KDU+STAN+TOP09,3,"001,166,721",28284.0,3.64,0.0,37,1,KDU+STAN+TOP09,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1.0
10232,4207,554804,Ústí nad Labem,1,14,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,23083.0,2.97,0.0,37,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1.0
10233,4207,554804,Ústí nad Labem,1,15,704,704,Severočeši.cz,Severočeši.cz,S.cz,1,704,6102.0,0.78,0.0,37,704,S.cz,,,,,
