index,OKRES,KODZASTUP,NAZEVZAST,COBVODU,POR_STR_HL,OSTRANA,VSTRANA_x,NAZEVCELK,ZKRATKAO30,ZKRATKAO8,POCSTR_SLO,SLOZENI,HLASY_STR,PROCHLSTR,MAND_STR,N_CANDIDATE,main_party,name,Short name,Name,VSTRANA_y,color,inverse
19416,6202,582786,Brno,1,1,1182,1182,SPORTOVCI,SPORTOVCI,SPORTOVCI,1,1182,17606.0,0.47,0.0,32,1182,SPORTOVCI,,,,,
19417,6202,582786,Brno,1,2,482,482,ZVÍŘATA JSOU MŮJ ŽIVOT - sdružení DSZ a NK,ZVÍŘATA JSOU MŮJ ŽIVOT,,2,"080,715",854.0,0.73,0.0,1,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
19418,6202,582786,Brno,1,3,83,83,Moravané,Moravané,Moravané,1,083,10489.0,0.4,0.0,22,83,Moravané,,,,,
19419,6202,582786,Brno,1,4,7,7,Česká strana sociálně demokratická,Česká str.sociálně demokrat.,ČSSD,1,007,402425.0,6.28,5.0,55,7,ČSSD,ČSSD,Česká strana sociálně demokratická,7.0,#f9932e,1.0
19420,6202,582786,Brno,1,5,47,47,Komunistická strana Čech a Moravy,Komunistická str.Čech a Moravy,KSČM,1,047,264705.0,4.13,0.0,55,47,KSČM,KSČM,Komunistická strana Čech a Moravy,47.0,#e2354b,1.0
19421,6202,582786,Brno,1,6,1358,1358,"SLUŠNÍ LIDÉ A SOUKROMNÍCI""""","Slušní lidé a Soukromníci""""",Soukromníci+SL,2,"716,1121",174324.0,2.72,0.0,55,716,Soukromníci+SL,,,,,
19422,6202,582786,Brno,1,7,794,794,Romská demokratická strana,Romská demokratická strana,RDS,1,794,566.0,0.48,0.0,1,794,RDS,,,,,
19423,6202,582786,Brno,1,8,768,768,ANO 2011,ANO 2011,ANO,1,768,1474746.0,23.02,18.0,55,768,ANO,ANO,ANO 2011,768.0,#33cccc,0.0
19424,6202,582786,Brno,1,9,1325,1325,SMART MORAVSKÁ METROPOLE,SMART MORAVSKÁ METROPOLE,"MZH""+NK""",2,"080,1190",42869.0,0.66,0.0,55,80,"MZH""+NK""",Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
19425,6202,582786,Brno,1,10,364,364,Zelení,Zelení,Zelení+NK,2,"005,080",289470.0,4.52,0.0,55,5,Zelení+NK,SZ,Strana zelených,5.0,#36da83,1.0
19426,6202,582786,Brno,1,11,1200,1200,Brno Plus,Brno Plus,Brno+,1,1200,169729.0,2.65,0.0,55,1200,Brno+,,,,,
19427,6202,582786,Brno,1,12,1101,1101,Občanská demokratická strana s podporou Svobodných,ODS s podporou Svobodných,,2,"053,714",1188120.0,18.55,14.0,55,53,,ODS,Občanská demokratická strana,53.0,#4175e0,1.0
19428,6202,582786,Brno,1,13,1197,1197,Brněnští senioři,Brněnští senioři,BSen,1,1197,19091.0,0.29,0.0,55,1197,BSen,,,,,
19429,6202,582786,Brno,1,14,720,720,Česká pirátská strana,Česká pirátská strana,Piráti,1,720,559399.0,8.73,6.0,55,720,Piráti,Piráti,Česká pirátská strana,720.0,#222222,1.0
19430,6202,582786,Brno,1,15,1114,1114,Svoboda a přímá demokracie - Tomio Okamura (SPD),Svob.a př.dem.-T.Okamura (SPD),SPD,1,1114,324906.0,5.07,4.0,55,1114,SPD,SPD,Svoboda a přímá demokracie - Tomio Okamura (SPD),1114.0,#c05f2f,1.0
19431,6202,582786,Brno,1,16,514,514,"Nezávislí kandidáti společně pro město BRNO, bezpečnost, dostupné bydlení a dopravu vyřešíme a víme jak na to",NK společně pro město BRNO,,2,"080,759",25533.0,0.4,0.0,55,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
19432,6202,582786,Brno,1,17,355,355,KDU-ČSL,KDU-ČSL,,2,"001,080",656656.0,10.25,8.0,55,1,,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,1.0,#ffd62e,1.0
19433,6202,582786,Brno,1,18,401,401,"MAFFIE.cz Hoď sem velké křížek pro betelné ŠTATL, zaslouží si to!",Maffie.cz,,2,"080,088",27327.0,0.42,0.0,55,80,,Nezávislý kandidát,Nezávislý kandidát,80.0,#5C677A,1.0
19434,6202,582786,Brno,1,19,1201,1201,JAUNER Československo 2018,JAUNER Československo 2018,JAUNER,1,1201,43.0,0.03,0.0,1,1201,JAUNER,,,,,
19435,6202,582786,Brno,1,20,721,721,TOP 09,TOP 09,TOP 09,1,721,218962.0,3.41,0.0,55,721,TOP 09,TOP 09,TOP 09,721.0,#c268b4,1.0
19436,6202,582786,Brno,1,21,1026,1026,"Žít Brno""""","Žít Brno""""",ŽTB,1,1026,261721.0,4.16,0.0,54,1026,ŽTB,,,,,
19437,6202,582786,Brno,1,22,166,166,STAROSTOVÉ A NEZÁVISLÍ,STAROSTOVÉ A NEZÁVISLÍ,STAN,1,166,274069.0,4.27,0.0,55,166,STAN,STAN,STAROSTOVÉ A NEZÁVISLÍ,166.0,#38c2f9,1.0
