OKRSEK,STRANA,HLASY,batch
1,1,176,28
1,2,35,28
1,3,287,28
1,4,135,28
1,5,21,28
1,6,78,28
1,7,118,28
1,8,42,28
1,9,19,28
1,10,52,28
3,1,152,28
3,2,18,28
3,3,210,28
3,4,81,28
3,5,69,28
3,6,167,28
3,7,234,28
3,8,96,28
3,9,101,28
3,10,39,28
5,1,3143,40
5,2,207,40
5,3,820,40
5,4,532,40
5,5,196,40
5,6,889,40
5,7,763,40
5,8,516,40
5,9,360,40
5,10,746,40
8,1,3382,42
8,2,232,42
8,3,1572,42
8,4,714,42
8,5,283,42
8,6,880,42
8,7,1645,42
8,8,641,42
8,9,708,42
8,10,1298,42
6,1,1972,50
6,2,170,50
6,3,1290,50
6,4,678,50
6,5,373,50
6,6,1255,50
6,7,993,50
6,8,1014,50
6,9,601,50
6,10,890,50
7,1,2178,50
7,2,208,50
7,3,1185,50
7,4,774,50
7,5,699,50
7,6,1021,50
7,7,924,50
7,8,607,50
7,9,367,50
7,10,906,50
4,1,3186,51
4,2,164,51
4,3,1297,51
4,4,933,51
4,5,461,51
4,6,1187,51
4,7,1150,51
4,8,900,51
4,9,518,51
4,10,1282,51
11,1,1860,51
11,2,191,51
11,3,1150,51
11,4,550,51
11,5,359,51
11,6,737,51
11,7,1141,51
11,8,501,51
11,9,584,51
11,10,1025,51
2,1,856,52
2,2,73,52
2,3,455,52
2,4,258,52
2,5,73,52
2,6,219,52
2,7,346,52
2,8,106,52
2,9,249,52
2,10,416,52
10,1,2842,54
10,2,183,54
10,3,1436,54
10,4,662,54
10,5,376,54
10,6,1353,54
10,7,1323,54
10,8,929,54
10,9,418,54
10,10,1314,54
9,1,2677,70
9,2,148,70
9,3,1727,70
9,4,833,70
9,5,487,70
9,6,1018,70
9,7,969,70
9,8,599,70
9,9,424,70
9,10,1423,70
