OKRSEK,STRANA,HLASY,batch
3,1,987,23
3,2,540,23
3,3,1053,23
3,4,550,23
3,5,95,23
3,6,438,23
3,7,295,23
3,8,133,23
2,1,1023,34
2,2,437,34
2,3,1543,34
2,4,570,34
2,5,223,34
2,6,596,34
2,7,422,34
2,8,346,34
1,1,564,39
1,2,83,39
1,3,981,39
1,4,356,39
1,5,189,39
1,6,370,39
1,7,197,39
1,8,164,39
8,1,834,44
8,2,305,44
8,3,2549,44
8,4,387,44
8,5,391,44
8,6,1353,44
8,7,325,44
8,8,253,44
7,1,1058,47
7,2,342,47
7,3,2143,47
7,4,527,47
7,5,569,47
7,6,1103,47
7,7,320,47
7,8,263,47
5,1,884,50
5,2,429,50
5,3,1766,50
5,4,442,50
5,5,729,50
5,6,840,50
5,7,394,50
5,8,323,50
9,1,1138,54
9,2,439,54
9,3,3542,54
9,4,649,54
9,5,712,54
9,6,1125,54
9,7,458,54
9,8,457,54
10,1,1194,54
10,2,386,54
10,3,2175,54
10,4,616,54
10,5,682,54
10,6,1745,54
10,7,582,54
10,8,377,54
4,1,1494,55
4,2,307,55
4,3,2470,55
4,4,989,55
4,5,298,55
4,6,998,55
4,7,635,55
4,8,482,55
6,1,705,68
6,2,226,68
6,3,1226,68
6,4,474,68
6,5,416,68
6,6,860,68
6,7,366,68
6,8,115,68
