OKRSEK,STRANA,HLASY,batch
3,1,324,26
3,2,1718,26
3,3,0,26
3,4,635,26
3,5,282,26
3,6,380,26
3,7,1634,26
3,8,463,26
4,1,181,29
4,2,1556,29
4,3,4,29
4,4,617,29
4,5,191,29
4,6,175,29
4,7,1208,29
4,8,312,29
2,1,241,29
2,2,2744,29
2,3,1,29
2,4,569,29
2,5,316,29
2,6,405,29
2,7,1687,29
2,8,509,29
7,1,323,33
7,2,2909,33
7,3,11,33
7,4,890,33
7,5,381,33
7,6,526,33
7,7,2069,33
7,8,643,33
9,1,226,41
9,2,2717,41
9,3,8,41
9,4,749,41
9,5,337,41
9,6,575,41
9,7,2031,41
9,8,474,41
8,1,231,42
8,2,3305,42
8,3,7,42
8,4,782,42
8,5,534,42
8,6,454,42
8,7,1682,42
8,8,649,42
5,1,284,44
5,2,3142,44
5,3,5,44
5,4,764,44
5,5,463,44
5,6,313,44
5,7,1580,44
5,8,626,44
1,1,338,58
1,2,3806,58
1,3,20,58
1,4,1219,58
1,5,545,58
1,6,658,58
1,7,3940,58
1,8,627,58
6,1,235,83
6,2,5460,83
6,3,19,83
6,4,1264,83
6,5,896,83
6,6,380,83
6,7,4262,83
6,8,1262,83
