OKRSEK,STRANA,HLASY,batch
31,1,282,25
31,2,424,25
31,3,9,25
31,4,254,25
31,5,851,25
31,6,103,25
31,7,1,25
31,8,12,25
31,9,36,25
31,10,108,25
31,11,147,25
31,12,20,25
31,13,18,25
24,1,185,30
24,2,653,30
24,3,21,30
24,4,165,30
24,5,1694,30
24,6,90,30
24,7,0,30
24,8,9,30
24,9,8,30
24,10,12,30
24,11,568,30
24,12,218,30
24,13,1,30
4,1,199,33
4,2,607,33
4,3,139,33
4,4,241,33
4,5,3229,33
4,6,153,33
4,7,9,33
4,8,157,33
4,9,323,33
4,10,151,33
4,11,599,33
4,12,298,33
4,13,4,33
6,1,476,34
6,2,1200,34
6,3,76,34
6,4,387,34
6,5,3479,34
6,6,215,34
6,7,9,34
6,8,142,34
6,9,221,34
6,10,267,34
6,11,464,34
6,12,464,34
6,13,6,34
22,1,136,34
22,2,406,34
22,3,43,34
22,4,347,34
22,5,1669,34
22,6,137,34
22,7,42,34
22,8,46,34
22,9,77,34
22,10,342,34
22,11,181,34
22,12,95,34
22,13,5,34
23,1,186,37
23,2,419,37
23,3,7,37
23,4,40,37
23,5,1691,37
23,6,90,37
23,7,0,37
23,8,2,37
23,9,13,37
23,10,71,37
23,11,16,37
23,12,11,37
23,13,1,37
12,1,654,37
12,2,1043,37
12,3,536,37
12,4,356,37
12,5,3053,37
12,6,282,37
12,7,25,37
12,8,78,37
12,9,153,37
12,10,380,37
12,11,251,37
12,12,428,37
12,13,2,37
5,1,235,40
5,2,1093,40
5,3,238,40
5,4,494,40
5,5,2443,40
5,6,283,40
5,7,20,40
5,8,59,40
5,9,172,40
5,10,436,40
5,11,386,40
5,12,304,40
5,13,6,40
9,1,499,41
9,2,957,41
9,3,270,41
9,4,481,41
9,5,3397,41
9,6,266,41
9,7,49,41
9,8,103,41
9,9,278,41
9,10,524,41
9,11,471,41
9,12,665,41
9,13,58,41
28,1,215,44
28,2,184,44
28,3,36,44
28,4,31,44
28,5,169,44
28,6,60,44
28,7,0,44
28,8,4,44
28,9,3,44
28,10,30,44
28,11,91,44
28,12,62,44
28,13,0,44
29,1,499,44
29,2,1191,44
29,3,182,44
29,4,156,44
29,5,3188,44
29,6,251,44
29,7,8,44
29,8,35,44
29,9,123,44
29,10,355,44
29,11,1132,44
29,12,216,44
29,13,12,44
25,1,589,45
25,2,1802,45
25,3,133,45
25,4,345,45
25,5,3610,45
25,6,411,45
25,7,31,45
25,8,157,45
25,9,120,45
25,10,495,45
25,11,533,45
25,12,318,45
25,13,7,45
10,1,535,45
10,2,792,45
10,3,155,45
10,4,530,45
10,5,3375,45
10,6,227,45
10,7,36,45
10,8,34,45
10,9,205,45
10,10,454,45
10,11,550,45
10,12,282,45
10,13,7,45
18,1,475,47
18,2,718,47
18,3,212,47
18,4,531,47
18,5,3403,47
18,6,233,47
18,7,67,47
18,8,151,47
18,9,221,47
18,10,261,47
18,11,348,47
18,12,332,47
18,13,8,47
26,1,901,47
26,2,865,47
26,3,325,47
26,4,352,47
26,5,3562,47
26,6,229,47
26,7,35,47
26,8,234,47
26,9,178,47
26,10,416,47
26,11,601,47
26,12,441,47
26,13,11,47
13,1,557,50
13,2,1242,50
13,3,207,50
13,4,695,50
13,5,3991,50
13,6,451,50
13,7,12,50
13,8,112,50
13,9,268,50
13,10,434,50
13,11,464,50
13,12,497,50
13,13,18,50
1,1,319,52
1,2,1155,52
1,3,228,52
1,4,545,52
1,5,3072,52
1,6,185,52
1,7,138,52
1,8,172,52
1,9,188,52
1,10,772,52
1,11,490,52
1,12,308,52
1,13,28,52
7,1,950,52
7,2,1686,52
7,3,215,52
7,4,893,52
7,5,4426,52
7,6,381,52
7,7,12,52
7,8,175,52
7,9,249,52
7,10,219,52
7,11,679,52
7,12,455,52
7,13,13,52
19,1,379,52
19,2,701,52
19,3,116,52
19,4,643,52
19,5,4284,52
19,6,199,52
19,7,45,52
19,8,110,52
19,9,368,52
19,10,597,52
19,11,634,52
19,12,322,52
19,13,11,52
3,1,366,53
3,2,1128,53
3,3,363,53
3,4,1085,53
3,5,4154,53
3,6,106,53
3,7,11,53
3,8,108,53
3,9,426,53
3,10,676,53
3,11,185,53
3,12,547,53
3,13,2,53
30,1,867,56
30,2,1694,56
30,3,305,56
30,4,412,56
30,5,5432,56
30,6,645,56
30,7,36,56
30,8,96,56
30,9,570,56
30,10,532,56
30,11,417,56
30,12,364,56
30,13,1,56
8,1,386,59
8,2,818,59
8,3,139,59
8,4,455,59
8,5,4104,59
8,6,380,59
8,7,14,59
8,8,139,59
8,9,157,59
8,10,230,59
8,11,528,59
8,12,434,59
8,13,0,59
11,1,348,60
11,2,707,60
11,3,72,60
11,4,541,60
11,5,2207,60
11,6,319,60
11,7,65,60
11,8,88,60
11,9,191,60
11,10,166,60
11,11,453,60
11,12,383,60
11,13,8,60
16,1,684,60
16,2,1517,60
16,3,451,60
16,4,756,60
16,5,5880,60
16,6,422,60
16,7,44,60
16,8,245,60
16,9,296,60
16,10,739,60
16,11,884,60
16,12,442,60
16,13,8,60
20,1,621,60
20,2,1504,60
20,3,529,60
20,4,452,60
20,5,3805,60
20,6,335,60
20,7,10,60
20,8,159,60
20,9,269,60
20,10,246,60
20,11,382,60
20,12,262,60
20,13,17,60
14,1,849,64
14,2,1457,64
14,3,347,64
14,4,661,64
14,5,6042,64
14,6,297,64
14,7,114,64
14,8,352,64
14,9,197,64
14,10,981,64
14,11,817,64
14,12,633,64
14,13,10,64
32,1,1033,64
32,2,1563,64
32,3,442,64
32,4,484,64
32,5,3821,64
32,6,456,64
32,7,25,64
32,8,196,64
32,9,351,64
32,10,165,64
32,11,400,64
32,12,486,64
32,13,2,64
21,1,660,68
21,2,1600,68
21,3,403,68
21,4,560,68
21,5,3117,68
21,6,415,68
21,7,30,68
21,8,76,68
21,9,305,68
21,10,238,68
21,11,593,68
21,12,356,68
21,13,8,68
2,1,346,74
2,2,558,74
2,3,144,74
2,4,994,74
2,5,3567,74
2,6,304,74
2,7,7,74
2,8,176,74
2,9,320,74
2,10,438,74
2,11,438,74
2,12,668,74
2,13,0,74
17,1,517,75
17,2,1110,75
17,3,190,75
17,4,976,75
17,5,4162,75
17,6,225,75
17,7,29,75
17,8,128,75
17,9,306,75
17,10,612,75
17,11,692,75
17,12,533,75
17,13,15,75
15,1,870,78
15,2,1869,78
15,3,398,78
15,4,1282,78
15,5,7087,78
15,6,865,78
15,7,89,78
15,8,201,78
15,9,637,78
15,10,760,78
15,11,956,78
15,12,870,78
15,13,33,78
27,1,1083,89
27,2,1266,89
27,3,256,89
27,4,458,89
27,5,6914,89
27,6,264,89
27,7,34,89
27,8,138,89
27,9,327,89
27,10,802,89
27,11,998,89
27,12,1497,89
27,13,6,89
