OKRSEK,STRANA,HLASY,batch
2,1,754,26
2,2,1478,26
2,3,155,26
2,4,1193,26
2,5,360,26
2,6,819,26
2,7,802,26
2,8,1402,26
2,9,2483,26
3,1,854,36
3,2,1608,36
3,3,514,36
3,4,1154,36
3,5,1037,36
3,6,748,36
3,7,898,36
3,8,1163,36
3,9,3926,36
4,1,629,40
4,2,1901,40
4,3,294,40
4,4,1568,40
4,5,549,40
4,6,567,40
4,7,1070,40
4,8,1182,40
4,9,3411,40
5,1,813,48
5,2,1835,48
5,3,334,48
5,4,1409,48
5,5,522,48
5,6,1025,48
5,7,773,48
5,8,1324,48
5,9,2955,48
1,1,994,52
1,2,1632,52
1,3,395,52
1,4,1406,52
1,5,784,52
1,6,1401,52
1,7,841,52
1,8,2154,52
1,9,4721,52
6,1,595,69
6,2,1228,69
6,3,372,69
6,4,1375,69
6,5,649,69
6,6,459,69
6,7,866,69
6,8,992,69
6,9,2665,69
