OKRSEK,STRANA,HLASY,batch
14,1,218,9
14,2,154,9
14,3,75,9
14,4,0,9
14,5,75,9
14,6,125,9
14,7,0,9
14,8,110,9
14,9,5,9
3,1,880,33
3,2,137,33
3,3,833,33
3,4,77,33
3,5,1006,33
3,6,142,33
3,7,122,33
3,8,913,33
3,9,391,33
11,1,2206,34
11,2,843,34
11,3,712,34
11,4,66,34
11,5,1702,34
11,6,384,34
11,7,246,34
11,8,1475,34
11,9,317,34
10,1,1992,45
10,2,386,45
10,3,1079,45
10,4,91,45
10,5,2902,45
10,6,302,45
10,7,277,45
10,8,3463,45
10,9,613,45
2,1,1003,46
2,2,167,46
2,3,920,46
2,4,27,46
2,5,1114,46
2,6,146,46
2,7,172,46
2,8,2454,46
2,9,538,46
5,1,1306,47
5,2,228,47
5,3,862,47
5,4,51,47
5,5,916,47
5,6,177,47
5,7,90,47
5,8,1555,47
5,9,374,47
8,1,1354,56
8,2,235,56
8,3,781,56
8,4,11,56
8,5,1139,56
8,6,542,56
8,7,112,56
8,8,1046,56
8,9,310,56
4,1,1350,56
4,2,163,56
4,3,1415,56
4,4,31,56
4,5,1385,56
4,6,238,56
4,7,86,56
4,8,1709,56
4,9,264,56
12,1,1611,60
12,2,244,60
12,3,1148,60
12,4,24,60
12,5,1506,60
12,6,363,60
12,7,288,60
12,8,2337,60
12,9,582,60
6,1,1674,61
6,2,335,61
6,3,1544,61
6,4,13,61
6,5,1506,61
6,6,283,61
6,7,131,61
6,8,2859,61
6,9,566,61
9,1,5409,63
9,2,579,63
9,3,789,63
9,4,34,63
9,5,1703,63
9,6,324,63
9,7,188,63
9,8,1211,63
9,9,402,63
7,1,1617,64
7,2,407,64
7,3,1079,64
7,4,49,64
7,5,1299,64
7,6,395,64
7,7,237,64
7,8,942,64
7,9,319,64
1,1,3292,65
1,2,511,65
1,3,1555,65
1,4,36,65
1,5,2317,65
1,6,592,65
1,7,310,65
1,8,2665,65
1,9,717,65
13,1,2473,65
13,2,530,65
13,3,1771,65
13,4,19,65
13,5,2017,65
13,6,717,65
13,7,296,65
13,8,2563,65
13,9,646,65
15,1,2282,67
15,2,264,67
15,3,1450,67
15,4,16,67
15,5,4097,67
15,6,150,67
15,7,116,67
15,8,2932,67
15,9,402,67
