OKRSEK,STRANA,HLASY,batch
21,1,95,21
21,2,144,21
21,3,1059,21
21,4,519,21
21,5,693,21
21,6,541,21
21,7,423,21
21,8,164,21
21,9,99,21
21,10,108,21
21,11,0,21
21,12,1524,21
21,13,98,21
21,14,103,21
38,1,479,26
38,2,47,26
38,3,467,26
38,4,883,26
38,5,447,26
38,6,447,26
38,7,285,26
38,8,506,26
38,9,8,26
38,10,420,26
38,11,0,26
38,12,1429,26
38,13,434,26
38,14,46,26
29,1,474,29
29,2,141,29
29,3,493,29
29,4,813,29
29,5,566,29
29,6,922,29
29,7,258,29
29,8,334,29
29,9,310,29
29,10,339,29
29,11,0,29
29,12,1683,29
29,13,111,29
29,14,109,29
3,1,455,31
3,2,107,31
3,3,778,31
3,4,434,31
3,5,451,31
3,6,672,31
3,7,131,31
3,8,518,31
3,9,18,31
3,10,299,31
3,11,0,31
3,12,1406,31
3,13,199,31
3,14,12,31
6,1,468,32
6,2,53,32
6,3,1875,32
6,4,823,32
6,5,458,32
6,6,728,32
6,7,609,32
6,8,200,32
6,9,393,32
6,10,533,32
6,11,2,32
6,12,1848,32
6,13,477,32
6,14,130,32
41,1,1469,35
41,2,256,35
41,3,1501,35
41,4,1210,35
41,5,1294,35
41,6,1016,35
41,7,638,35
41,8,770,35
41,9,188,35
41,10,868,35
41,11,6,35
41,12,3943,35
41,13,303,35
41,14,227,35
30,1,710,36
30,2,142,36
30,3,695,36
30,4,509,36
30,5,872,36
30,6,877,36
30,7,213,36
30,8,429,36
30,9,170,36
30,10,520,36
30,11,0,36
30,12,2184,36
30,13,242,36
30,14,157,36
5,1,353,37
5,2,160,37
5,3,1027,37
5,4,1176,37
5,5,219,37
5,6,534,37
5,7,308,37
5,8,476,37
5,9,109,37
5,10,314,37
5,11,0,37
5,12,950,37
5,13,128,37
5,14,168,37
9,1,389,38
9,2,93,38
9,3,1726,38
9,4,652,38
9,5,930,38
9,6,421,38
9,7,358,38
9,8,582,38
9,9,15,38
9,10,443,38
9,11,0,38
9,12,2406,38
9,13,107,38
9,14,128,38
12,1,643,38
12,2,152,38
12,3,2227,38
12,4,1910,38
12,5,1358,38
12,6,936,38
12,7,1414,38
12,8,817,38
12,9,185,38
12,10,659,38
12,11,0,38
12,12,2633,38
12,13,335,38
12,14,342,38
28,1,998,38
28,2,218,38
28,3,1948,38
28,4,1507,38
28,5,982,38
28,6,831,38
28,7,480,38
28,8,513,38
28,9,150,38
28,10,1068,38
28,11,2,38
28,12,2885,38
28,13,719,38
28,14,198,38
43,1,805,39
43,2,31,39
43,3,1286,39
43,4,942,39
43,5,596,39
43,6,1142,39
43,7,536,39
43,8,660,39
43,9,98,39
43,10,313,39
43,11,1,39
43,12,3311,39
43,13,135,39
43,14,55,39
20,1,847,39
20,2,176,39
20,3,1669,39
20,4,1468,39
20,5,781,39
20,6,833,39
20,7,494,39
20,8,938,39
20,9,211,39
20,10,838,39
20,11,1,39
20,12,1739,39
20,13,302,39
20,14,94,39
13,1,688,40
13,2,193,40
13,3,797,40
13,4,710,40
13,5,651,40
13,6,309,40
13,7,347,40
13,8,404,40
13,9,125,40
13,10,668,40
13,11,1,40
13,12,1972,40
13,13,295,40
13,14,144,40
19,1,471,40
19,2,136,40
19,3,1603,40
19,4,1338,40
19,5,579,40
19,6,844,40
19,7,837,40
19,8,594,40
19,9,100,40
19,10,869,40
19,11,0,40
19,12,1836,40
19,13,256,40
19,14,74,40
18,1,159,41
18,2,67,41
18,3,591,41
18,4,578,41
18,5,449,41
18,6,267,41
18,7,299,41
18,8,339,41
18,9,85,41
18,10,615,41
18,11,0,41
18,12,1092,41
18,13,88,41
18,14,52,41
7,1,404,43
7,2,395,43
7,3,643,43
7,4,716,43
7,5,226,43
7,6,827,43
7,7,295,43
7,8,566,43
7,9,252,43
7,10,421,43
7,11,1,43
7,12,2001,43
7,13,439,43
7,14,45,43
14,1,310,43
14,2,64,43
14,3,1478,43
14,4,915,43
14,5,630,43
