id,votes
501298-3001,328.0
501298-3002,300.0
501298-3003,350.0
501298-3004,254.0
501298-3005,210.0
501298-3006,280.0
501298-3007,300.0
501298-3008,273.0
501298-3009,261.0
501298-3010,244.0
501298-3011,214.0
501298-3012,233.0
501298-3013,213.0
501298-3014,184.0
501298-3015,127.0
501298-3016,176.0
501298-3017,263.0
501298-3018,197.0
501298-3019,160.0
501298-3020,210.0
502081-2001,116.0
502081-2002,185.0
502081-2003,114.0
502081-2004,283.0
502081-2005,207.0
502081-2006,204.0
502081-2007,194.0
502081-2008,114.0
502081-2009,234.0
502081-2010,22.0
502081-2011,244.0
502081-2012,253.0
502081-2013,276.0
502081-2014,228.0
502081-2015,262.0
502081-2016,53.0
502081-2017,173.0
502081-2018,182.0
502081-2019,111.0
502081-2020,201.0
502081-2021,134.0
502316-4001,205.0
502316-4002,154.0
502316-4003,155.0
502316-4004,204.0
502316-4005,267.0
502316-4006,152.0
502316-4007,141.0
502316-4008,164.0
502316-4009,231.0
502316-4010,219.0
502316-4011,148.0
502316-4012,191.0
502316-4013,226.0
502316-4014,435.0
502316-4015,96.0
502316-4016,280.0
502316-4017,213.0
505528-1,130.0
530395-1,72.0
530417-1,87.0
530506-1,87.0
530557-1,41.0
530565-1,32.0
530581-1,66.0
530590-1,133.0
530603-1,27.0
530620-1,187.0
542407-1,167.0
542423-1,114.0
542440-1,32.0
542482-1,65.0
542491-1,65.0
542521-1,56.0
542539-1,63.0
542547-1,100.0
542555-1,41.0
542571-1,289.0
542580-1,145.0
542628-1,326.0
542636-1,43.0
543012-1,99.0
543128-1,286.0
544647-1,83.0
544680-1,144.0
544701-1,85.0
545538-1,64.0
545678-1,181.0
545708-1,86.0
545783-1,121.0
545791-1,79.0
545856-1,148.0
545899-1,109.0
545929-1,123.0
546011-1,123.0
546011-2,82.0
546062-1,59.0
546071-1,93.0
546160-1,89.0
546178-1,29.0
546186-1,72.0
546330-1,87.0
546348-1,109.0
546429-1,44.0
546437-1,32.0
546453-1,81.0
546496-1,274.0
546518-1,71.0
546691-1,64.0
546721-1,57.0
546755-1,32.0
546763-1,43.0
546771-1,57.0
546780-1,83.0
546810-1,54.0
546828-1,15.0
