id,votes
500020-1,75.0
500020-2,222.0
500135-1,38.0
500135-2,27.0
500151-1,40.0
500160-1,146.0
500160-2,29.0
500496-1,307.0
500496-10,310.0
500496-11,207.0
500496-12,342.0
500496-13,221.0
500496-14,360.0
500496-15,250.0
500496-16,365.0
500496-17,335.0
500496-18,360.0
500496-19,187.0
500496-2,340.0
500496-20,315.0
500496-21,313.0
500496-22,401.0
500496-23,333.0
500496-24,102.0
500496-25,326.0
500496-26,235.0
500496-27,219.0
500496-28,185.0
500496-29,261.0
500496-3,210.0
500496-30,468.0
500496-31,340.0
500496-32,257.0
500496-33,285.0
500496-34,357.0
500496-35,400.0
500496-36,249.0
500496-37,407.0
500496-38,81.0
500496-39,222.0
500496-4,265.0
500496-40,244.0
500496-41,363.0
500496-42,283.0
500496-43,313.0
500496-44,302.0
500496-45,503.0
500496-46,302.0
500496-47,561.0
500496-48,270.0
500496-49,282.0
500496-5,271.0
500496-50,278.0
500496-51,253.0
500496-52,371.0
500496-53,384.0
500496-54,139.0
500496-55,284.0
500496-56,222.0
500496-57,189.0
500496-58,296.0
500496-59,248.0
500496-6,192.0
500496-60,223.0
500496-61,337.0
500496-62,228.0
500496-63,185.0
500496-64,114.0
500496-65,275.0
500496-66,402.0
500496-67,274.0
500496-68,318.0
500496-69,329.0
500496-7,403.0
500496-70,444.0
500496-71,439.0
500496-72,372.0
500496-73,324.0
500496-74,368.0
500496-75,346.0
500496-76,321.0
500496-77,329.0
500496-78,302.0
500496-79,390.0
500496-8,344.0
500496-80,325.0
500496-81,305.0
500496-82,336.0
500496-83,451.0
500496-84,261.0
500496-85,239.0
500496-86,141.0
500496-87,312.0
500496-88,174.0
500496-89,478.0
500496-9,230.0
500496-90,259.0
500496-91,254.0
500496-92,214.0
500496-93,205.0
500496-94,352.0
500496-95,307.0
500496-96,337.0
500526-1,685.0
500623-1,34.0
500623-2,44.0
500623-3,54.0
500623-4,23.0
500623-5,69.0
500623-6,78.0
500623-7,35.0
500801-1,181.0
500852-1,788.0
500861-1,193.0
500861-2,21.0
500861-3,34.0
500861-4,58.0
500861-5,41.0
500861-6,35.0
500861-7,36.0
500861-8,33.0
500861-9,52.0
500879-1,234.0
501476-1,193.0
501476-2,289.0
501476-3,67.0
501646-1,655.0
501646-2,91.0
501646-3,92.0
501751-1,256.0
501751-2,115.0
501751-3,99.0
501751-4,54.0
501794-1,488.0
501841-1,432.0
502146-1,469.0
502146-2,172.0
502146-3,339.0
502146-4,62.0
502235-1,497.0
502405-1,183.0
502545-1,333.0
502545-2,430.0
502839-1,231.0
503142-1,178.0
503304-1,261.0
503444-1,325.0
503444-10,136.0
503444-11,54.0
503444-12,109.0
503444-13,57.0
503444-14,82.0
503444-15,106.0
503444-16,74.0
503444-17,43.0
503444-2,225.0
503444-3,289.0
503444-4,358.0
503444-5,267.0
503444-6,98.0
503444-7,97.0
503444-8,73.0
503444-9,29.0
503622-1,153.0
503622-2,37.0
503622-3,24.0
503622-4,39.0
503657-1,284.0
503657-2,153.0
503657-3,192.0
503657-4,253.0
503738-1,308.0
504246-1,99.0
504246-2,55.0
504441-1,286.0
504441-2,110.0
504441-3,47.0
504505-1,306.0
504505-2,246.0
504505-3,32.0
504785-1,295.0
505013-1,97.0
505013-2,236.0
505081-1,431.0
505081-2,74.0
505081-3,65.0
505111-1,483.0
505111-2,106.0
505161-1,124.0
505161-2,354.0
505161-3,346.0
505161-4,119.0
505188-1,382.0
505188-10,47.0
505188-11,41.0
505188-12,57.0
505188-13,35.0
505188-2,264.0
505188-3,246.0
505188-4,311.0
505188-5,448.0
505188-6,255.0
505188-7,424.0
505188-8,499.0
505188-9,397.0
505218-1,311.0
505218-2,101.0
505269-1,187.0
505269-2,76.0
505269-3,128.0
505293-1,414.0
505293-2,70.0
505293-3,72.0
505366-1,291.0
505366-2,49.0
505366-3,34.0
505366-4,40.0
505366-5,61.0
505366-6,45.0
505501-1,360.0
505587-1,174.0
505587-10,280.0
505587-11,117.0
505587-12,71.0
505587-13,61.0
505587-14,18.0
505587-15,100.0
505587-16,51.0
505587-17,25.0
505587-18,39.0
505587-2,197.0
505587-3,403.0
505587-4,302.0
505587-5,246.0
505587-6,215.0
505587-7,218.0
505587-8,132.0
505587-9,240.0
505609-1,408.0
505609-2,517.0
505650-1,658.0
505650-2,126.0
505650-3,94.0
505668-1,321.0
505862-1,121.0
506761-1,84.0
506770-1,186.0
511382-1,346.0
511382-10,260.0
511382-11,285.0
511382-12,221.0
511382-13,203.0
511382-14,157.0
511382-15,264.0
511382-16,361.0
511382-17,294.0
511382-18,254.0
511382-19,90.0
511382-2,271.0
511382-20,217.0
511382-21,150.0
511382-22,61.0
511382-23,110.0
511382-24,306.0
511382-25,169.0
511382-26,59.0
511382-27,124.0
511382-28,202.0
511382-29,176.0
511382-3,329.0
511382-30,187.0
511382-31,201.0
511382-32,287.0
511382-33,242.0
511382-34,242.0
511382-35,237.0
511382-36,262.0
511382-37,155.0
511382-38,267.0
511382-39,295.0
511382-4,163.0
511382-40,236.0
511382-41,243.0
511382-42,201.0
511382-43,189.0
511382-44,235.0
511382-45,151.0
511382-46,215.0
511382-47,254.0
511382-48,123.0
511382-49,144.0
511382-5,190.0
511382-50,223.0
511382-51,301.0
511382-6,232.0
511382-7,274.0
511382-8,290.0
511382-9,360.0
512231-1,314.0
512231-2,74.0
512231-3,22.0
512231-4,33.0
512281-1,231.0
512401-1,57.0
512532-1,301.0
512800-1,227.0
512800-2,263.0
512800-3,58.0
512826-1,113.0
512877-1,146.0
512982-1,157.0
513059-1,42.0
513067-1,174.0
513067-2,88.0
513105-1,71.0
513199-1,153.0
513199-2,129.0
513199-3,119.0
513211-1,173.0
513229-1,358.0
513491-1,277.0
513491-2,212.0
513636-1,126.0
513733-1,107.0
513750-1,261.0
513750-10,172.0
513750-11,269.0
513750-12,249.0
513750-13,166.0
513750-14,448.0
513750-15,38.0
513750-16,96.0
513750-17,53.0
513750-18,319.0
513750-19,309.0
513750-2,266.0
513750-20,331.0
513750-3,256.0
513750-4,153.0
513750-5,230.0
513750-6,303.0
513750-7,378.0
513750-8,259.0
513750-9,246.0
513768-1,423.0
513768-2,69.0
513768-3,71.0
513873-1,210.0
514047-1,88.0
514055-1,184.0
514055-2,185.0
514055-3,135.0
514055-4,224.0
514055-5,200.0
514055-6,272.0
514055-7,39.0
514055-8,32.0
514152-1,298.0
514446-1,77.0
514471-1,160.0
514497-1,110.0
514527-1,30.0
514705-1,216.0
514705-10,137.0
514705-11,118.0
514705-2,187.0
514705-3,182.0
514705-4,245.0
514705-5,365.0
514705-6,284.0
