id,votes
500011-1,280.0
500011-2,163.0
500011-3,158.0
500062-1,586.0
500071-1,540.0
506737-1,509.0
534811-1,72.0
535184-1,107.0
538744-1,475.0
541630-1,324.0
541630-10,141.0
541630-11,155.0
541630-12,347.0
541630-13,268.0
541630-14,183.0
541630-15,244.0
541630-16,328.0
541630-17,290.0
541630-18,299.0
541630-19,345.0
541630-2,267.0
541630-20,267.0
541630-21,280.0
541630-22,225.0
541630-23,191.0
541630-24,337.0
541630-25,331.0
541630-3,309.0
541630-4,307.0
541630-5,301.0
541630-6,288.0
541630-7,262.0
541630-8,265.0
541630-9,241.0
541648-1,253.0
541711-1,306.0
541800-1,536.0
542318-1,65.0
542342-1,37.0
542393-1,70.0
542644-1,351.0
542644-2,33.0
542679-1,293.0
542679-2,261.0
542687-1,706.0
542725-1,390.0
542750-1,491.0
542768-1,328.0
542768-2,327.0
542784-1,268.0
542784-2,270.0
542814-1,533.0
542831-1,216.0
542865-1,590.0
542903-1,242.0
542911-1,317.0
542911-2,261.0
542946-1,282.0
542989-1,274.0
542989-2,312.0
542989-3,80.0
542989-4,44.0
542989-5,54.0
542989-6,39.0
542997-1,125.0
543021-1,199.0
543098-1,219.0
544264-1,151.0
544302-1,214.0
544302-2,112.0
544302-3,84.0
544302-4,78.0
544302-5,49.0
544302-6,35.0
544302-7,39.0
544370-1,459.0
544396-1,444.0
544418-1,182.0
544418-2,32.0
544434-1,152.0
544469-1,122.0
544507-1,249.0
544566-1,261.0
544566-2,145.0
544566-3,164.0
544574-1,182.0
544621-1,163.0
544655-1,152.0
544671-1,156.0
544698-1,531.0
544728-1,189.0
544787-1,467.0
544841-1,423.0
544841-10,456.0
544841-11,290.0
544841-12,275.0
544841-13,344.0
544841-14,375.0
544841-2,276.0
544841-3,384.0
544841-4,119.0
544841-5,323.0
544841-6,447.0
544841-7,339.0
544841-8,215.0
544841-9,348.0
544850-1,256.0
544906-1,103.0
544914-1,155.0
544922-1,272.0
544931-1,149.0
544949-1,185.0
544949-2,473.0
544990-1,388.0
545058-1,330.0
545058-10,222.0
545058-11,274.0
545058-12,208.0
545058-13,184.0
545058-14,153.0
545058-15,103.0
545058-16,425.0
545058-17,245.0
545058-18,190.0
545058-19,236.0
545058-2,438.0
545058-20,390.0
545058-21,388.0
545058-22,316.0
545058-23,314.0
545058-24,200.0
545058-25,288.0
545058-26,233.0
545058-3,124.0
545058-4,174.0
545058-5,128.0
545058-6,100.0
545058-7,230.0
545058-8,228.0
545058-9,269.0
545112-1,85.0
545147-1,123.0
545147-2,44.0
545163-1,318.0
545163-2,328.0
545198-1,437.0
545210-1,309.0
545236-1,430.0
545236-2,295.0
545236-3,129.0
545244-1,181.0
545252-1,267.0
545252-2,282.0
545252-3,411.0
545252-4,313.0
545252-5,218.0
549401-1,444.0
549436-1,105.0
549444-1,128.0
549461-1,303.0
549533-1,240.0
549550-1,57.0
549622-1,267.0
549649-1,440.0
549690-1,63.0
549720-1,335.0
550736-1,81.0
550744-1,326.0
550744-2,360.0
550744-3,310.0
550744-4,232.0
550744-5,306.0
550752-1,534.0
550752-2,323.0
550752-3,358.0
550752-4,452.0
550752-5,378.0
553026-1,121.0
553905-1,85.0
556866-1,215.0
556874-1,111.0
556980-1,144.0
556980-2,19.0
557102-1,99.0
557145-1,179.0
557170-1,84.0
557188-1,113.0
569496-1,64.0
570346-1,237.0
570371-1,192.0
573434-1,286.0
585068-1,389.0
585068-10,344.0
585068-11,318.0
585068-12,349.0
585068-13,278.0
585068-14,320.0
585068-15,289.0
585068-16,341.0
585068-17,295.0
585068-18,304.0
585068-19,385.0
585068-2,232.0
585068-20,338.0
585068-21,211.0
585068-22,262.0
585068-23,470.0
585068-24,325.0
585068-25,317.0
585068-26,424.0
585068-27,282.0
585068-28,240.0
585068-29,175.0
585068-3,293.0
585068-30,268.0
585068-31,261.0
585068-32,323.0
585068-33,218.0
585068-34,318.0
585068-35,307.0
585068-36,294.0
585068-37,337.0
585068-38,251.0
585068-39,213.0
585068-4,265.0
585068-40,333.0
585068-41,333.0
585068-42,324.0
585068-43,177.0
585068-44,342.0
585068-45,293.0
585068-46,367.0
585068-47,403.0
585068-48,331.0
585068-49,363.0
585068-5,281.0
585068-50,260.0
585068-51,209.0
585068-52,240.0
585068-53,329.0
585068-54,483.0
585068-55,571.0
585068-56,293.0
585068-57,231.0
585068-58,210.0
585068-59,236.0
585068-6,192.0
585068-60,237.0
585068-61,128.0
585068-62,426.0
585068-63,391.0
585068-64,522.0
585068-65,434.0
585068-66,333.0
585068-67,223.0
585068-68,117.0
585068-69,215.0
585068-7,338.0
585068-70,551.0
585068-71,278.0
585068-72,640.0
585068-73,353.0
585068-74,70.0
585068-8,328.0
585068-9,244.0
585076-1,185.0
585092-1,211.0
585106-1,234.0
585114-1,362.0
585114-2,499.0
585114-3,422.0
585114-4,79.0
585114-5,59.0
585131-1,151.0
585149-1,214.0
585157-1,88.0
585165-1,82.0
585173-1,193.0
585181-1,164.0
585190-1,123.0
585203-1,96.0
585211-1,459.0
585211-2,135.0
585211-3,457.0
585211-4,105.0
585211-5,49.0
585220-1,573.0
585238-1,38.0
585246-1,201.0
585254-1,117.0
585262-1,148.0
585271-1,166.0
585289-1,381.0
585301-1,316.0
585319-1,69.0
585327-1,81.0
585343-1,292.0
585432-1,167.0
585441-1,179.0
585459-1,368.0
585459-2,403.0
585459-3,674.0
585459-4,123.0
585459-5,65.0
585459-6,82.0
585459-7,73.0
585467-1,556.0
585483-1,136.0
585491-1,188.0
585505-1,237.0
585513-1,369.0
585513-2,434.0
585513-3,352.0
585513-4,371.0
585513-5,255.0
585513-6,224.0
585521-1,197.0
585530-1,281.0
585548-1,188.0
585556-1,132.0
585599-1,326.0
585599-10,394.0
585599-11,312.0
585599-12,302.0
585599-13,357.0
585599-2,324.0
585599-3,328.0
585599-4,343.0
585599-5,440.0
585599-6,413.0
585599-7,450.0
585599-8,379.0
585599-9,326.0
585611-1,108.0
585661-1,277.0
585670-1,248.0
585726-1,232.0
585734-1,178.0
585751-1,281.0
585751-2,305.0
585751-3,236.0
585751-4,215.0
585751-5,267.0
585751-6,202.0
585751-7,78.0
585751-8,108.0
585769-1,201.0
585777-1,310.0
585777-2,410.0
585793-1,544.0
585807-1,103.0
585815-1,93.0
585831-1,488.0
585831-2,139.0
585858-1,316.0
585858-2,316.0
585866-1,239.0
585874-1,100.0
585882-1,298.0
585891-1,295.0
585891-2,356.0
585891-3,282.0
585891-4,256.0
585891-5,59.0
585891-6,52.0
585891-7,95.0
585912-1,225.0
585921-1,268.0
585939-1,520.0
585939-2,461.0
585939-3,352.0
585939-4,65.0
585955-1,320.0
585955-2,127.0
585963-1,115.0
585971-1,311.0
585980-1,200.0
585998-1,373.0
585998-2,54.0
586013-1,347.0
586871-1,136.0
586919-1,90.0
586960-1,61.0
586994-1,55.0
587052-1,60.0
587257-1,65.0
587354-1,96.0
587397-1,69.0
588296-1,501.0
588296-10,627.0
588296-11,551.0
588296-12,372.0
588296-13,441.0
588296-14,407.0
588296-15,284.0
588296-16,339.0
588296-17,445.0
588296-18,424.0
588296-19,395.0
588296-2,494.0
588296-20,111.0
588296-21,51.0
588296-22,66.0
588296-23,168.0
588296-24,115.0
588296-25,206.0
588296-26,44.0
588296-3,336.0
588296-4,318.0
588296-5,323.0
588296-6,311.0
588296-7,350.0
588296-8,351.0
588296-9,378.0
588300-1,77.0
588300-2,80.0
