id,votes
570451-2,370.0
570451-3,36.0
570451-4,110.0
570451-5,71.0
570451-6,57.0
570478-1,212.0
570478-2,32.0
570478-3,50.0
570494-1,151.0
570508-1,251.0
570508-10,30.0
570508-2,219.0
570508-3,208.0
570508-4,270.0
570508-5,359.0
570508-6,144.0
570508-7,69.0
570508-8,66.0
570508-9,53.0
570516-1,103.0
570524-1,98.0
570532-1,140.0
570541-1,60.0
570567-1,107.0
570575-1,80.0
570648-1,183.0
570656-1,291.0
570656-2,49.0
570656-3,111.0
570672-1,598.0
570681-1,126.0
570702-1,51.0
570711-1,77.0
570729-1,53.0
570745-1,244.0
570796-1,117.0
570800-1,215.0
570834-1,261.0
570851-1,131.0
570869-1,197.0
570869-2,63.0
570869-3,56.0
570869-4,31.0
570869-5,73.0
570877-1,370.0
570877-2,395.0
570877-3,81.0
570885-1,182.0
570907-1,76.0
570915-1,72.0
570931-1,471.0
570931-2,177.0
570931-3,54.0
570958-1,123.0
570966-1,98.0
570966-2,39.0
571008-1,117.0
571016-1,51.0
571024-1,114.0
571041-1,318.0
571041-2,352.0
571041-3,472.0
571041-4,374.0
571041-5,37.0
571041-6,75.0
571041-7,101.0
571041-8,92.0
571059-1,64.0
571083-1,61.0
571083-2,24.0
571083-3,28.0
571083-4,29.0
571091-1,228.0
571091-2,72.0
571091-3,59.0
571091-4,54.0
571091-5,60.0
571091-6,100.0
571105-1,147.0
571113-1,253.0
571113-2,307.0
571130-1,69.0
572047-1,40.0
572128-1,49.0
572136-1,47.0
572144-1,50.0
572187-1,48.0
572659-1,368.0
572659-10,392.0
572659-11,325.0
572659-12,306.0
572659-13,145.0
572659-14,114.0
572659-15,198.0
572659-16,291.0
572659-2,342.0
572659-3,288.0
572659-4,287.0
572659-5,325.0
572659-6,339.0
572659-7,445.0
572659-8,289.0
572659-9,338.0
572667-1,80.0
572675-1,41.0
572705-1,97.0
572756-1,53.0
572772-1,94.0
572781-1,180.0
572781-2,87.0
572811-1,82.0
572829-1,123.0
572829-2,56.0
572829-3,49.0
572837-1,189.0
572900-1,138.0
572900-2,25.0
572900-3,35.0
572900-4,52.0
572918-1,211.0
572926-1,390.0
572926-2,530.0
572926-3,458.0
572926-4,321.0
572926-5,427.0
572926-6,438.0
572969-1,183.0
572993-1,118.0
573001-1,158.0
573043-1,96.0
573051-1,122.0
573060-1,176.0
573060-2,176.0
573060-3,18.0
573060-4,38.0
573060-5,35.0
573086-1,69.0
573094-1,371.0
573094-2,292.0
573094-3,58.0
573094-4,217.0
573094-5,38.0
573094-6,56.0
573094-7,123.0
573108-1,233.0
573108-2,267.0
573116-1,188.0
573124-1,160.0
573124-2,71.0
573124-3,37.0
573132-1,113.0
573141-1,110.0
573159-1,193.0
573167-1,141.0
573175-1,261.0
573183-1,50.0
573191-1,126.0
573205-1,138.0
573205-2,42.0
573213-1,174.0
573221-1,100.0
573230-1,113.0
573248-1,227.0
573248-10,112.0
573248-11,116.0
573248-12,46.0
573248-13,31.0
573248-14,97.0
573248-2,232.0
573248-3,273.0
573248-4,299.0
573248-5,396.0
573248-6,245.0
573248-7,255.0
573248-8,199.0
573248-9,216.0
573256-1,73.0
573264-1,66.0
573272-1,349.0
573272-2,30.0
573281-1,42.0
573299-1,374.0
573302-1,28.0
573311-1,228.0
573329-1,161.0
573337-1,126.0
573345-1,108.0
573353-1,71.0
573361-1,39.0
573370-1,146.0
573388-1,32.0
573442-1,85.0
573451-1,72.0
573469-1,101.0
573469-2,36.0
573477-1,89.0
573493-1,388.0
573493-2,356.0
573507-1,206.0
573507-2,189.0
573507-3,71.0
573507-4,56.0
573507-5,59.0
573523-1,68.0
573531-1,54.0
573540-1,64.0
573612-1,87.0
573621-1,106.0
573639-1,94.0
573647-1,39.0
573655-1,79.0
573655-2,52.0
573655-3,47.0
573663-1,67.0
573663-2,27.0
573671-1,53.0
573680-1,53.0
573680-2,34.0
573680-3,28.0
573698-1,85.0
573701-1,498.0
573701-2,189.0
573710-1,78.0
573728-1,72.0
573736-1,106.0
573744-1,60.0
573752-1,149.0
573761-1,65.0
573779-1,79.0
573795-1,53.0
573809-1,216.0
573825-1,383.0
573825-2,40.0
573833-1,68.0
573841-1,33.0
573850-1,80.0
573868-1,266.0
573868-10,416.0
573868-11,140.0
573868-12,261.0
573868-13,298.0
573868-14,206.0
573868-15,218.0
573868-16,258.0
573868-17,195.0
573868-18,310.0
573868-19,173.0
573868-2,383.0
573868-20,85.0
573868-21,67.0
573868-22,149.0
573868-23,81.0
573868-24,57.0
573868-25,233.0
573868-3,275.0
573868-4,242.0
573868-5,227.0
573868-6,382.0
573868-7,269.0
573868-8,224.0
573868-9,213.0
573884-1,193.0
573892-1,307.0
573906-1,66.0
573914-1,110.0
573922-1,178.0
573922-2,160.0
573922-3,203.0
573922-4,36.0
573922-5,253.0
573922-6,534.0
573922-7,329.0
573931-1,86.0
573957-1,150.0
573965-1,86.0
573965-10,242.0
573965-11,98.0
573965-12,190.0
573965-2,182.0
573965-3,361.0
573965-4,258.0
573965-5,227.0
573965-6,249.0
573965-7,222.0
573965-8,264.0
573965-9,194.0
573973-1,167.0
573981-1,94.0
573990-1,329.0
573990-2,368.0
573990-3,224.0
573990-4,216.0
573990-5,200.0
573990-6,90.0
574015-1,144.0
574015-2,43.0
574015-3,17.0
574023-1,267.0
574031-1,163.0
574040-1,69.0
574040-2,61.0
574058-1,118.0
574066-1,167.0
574074-1,177.0
574082-1,449.0
574082-2,293.0
574082-3,411.0
574082-4,40.0
574082-5,266.0
574082-6,222.0
574082-7,96.0
574082-8,20.0
574112-1,221.0
574121-1,201.0
574121-10,211.0
574121-11,200.0
574121-12,203.0
574121-13,144.0
574121-14,80.0
574121-15,73.0
574121-16,72.0
574121-17,145.0
574121-18,147.0
574121-2,248.0
574121-3,114.0
574121-4,218.0
574121-5,143.0
574121-6,280.0
574121-7,137.0
574121-8,193.0
574121-9,167.0
574139-1,211.0
574147-1,79.0
574155-1,100.0
574163-1,35.0
574171-1,116.0
574180-1,87.0
574210-1,333.0
574228-1,178.0
574236-1,61.0
574244-1,56.0
574252-1,111.0
574252-2,119.0
574252-3,78.0
574252-4,141.0
574252-5,58.0
574252-6,85.0
574252-7,21.0
574261-1,142.0
574279-1,95.0
574279-10,225.0
574279-11,218.0
574279-12,251.0
574279-2,151.0
574279-3,345.0
574279-4,266.0
574279-5,335.0
574279-6,294.0
574279-7,334.0
574279-8,232.0
574279-9,349.0
574287-1,338.0
574295-1,109.0
574317-1,79.0
574341-1,287.0
574341-2,357.0
574341-3,326.0
574341-4,102.0
574341-5,53.0
574350-1,420.0
574368-1,76.0
574376-1,200.0
574384-1,97.0
574406-1,166.0
574406-2,23.0
574422-1,135.0
574431-1,100.0
574457-1,102.0
574465-1,203.0
574481-1,136.0
574481-2,121.0
574481-3,155.0
574490-1,127.0
574511-1,99.0
574538-1,292.0
574538-2,139.0
574538-3,79.0
574546-1,265.0
574546-2,63.0
574546-3,41.0
574554-1,186.0
574554-2,68.0
574562-1,209.0
574571-1,129.0
574589-1,110.0
574597-1,77.0
574601-1,138.0
574627-1,47.0
574635-1,107.0
574643-1,158.0
574651-1,182.0
574660-1,110.0
574686-1,206.0
574694-1,194.0
574708-1,114.0
576069-1,157.0
576069-10,272.0
576069-11,356.0
576069-12,155.0
576069-13,105.0
576069-14,163.0
576069-2,303.0
576069-3,336.0
576069-4,291.0
576069-5,183.0
576069-6,207.0
576069-7,228.0
576069-8,339.0
576069-9,168.0
576077-1,254.0
576085-1,142.0
576093-1,96.0
576107-1,142.0
576107-2,72.0
576115-1,88.0
576123-1,175.0
576131-1,238.0
576131-2,224.0
576140-1,106.0
576166-1,110.0
576174-1,78.0
576182-1,443.0
576191-1,350.0
576204-1,210.0
576212-1,454.0
576212-2,53.0
576221-1,159.0
576247-1,225.0
576263-1,179.0
576263-2,38.0
576263-3,52.0
576263-4,30.0
576271-1,174.0
576271-10,122.0
576271-11,119.0
576271-12,118.0
576271-2,316.0
576271-3,195.0
576271-4,168.0
576271-5,270.0
576271-6,193.0
576271-7,268.0
576271-8,22.0
576271-9,42.0
576280-1,69.0
576301-1,258.0
576301-2,273.0
576310-1,94.0
576328-1,60.0
576336-1,331.0
576352-1,108.0
576361-1,383.0
576361-2,322.0
576361-3,235.0
576361-4,261.0
576361-5,178.0
576361-6,324.0
576361-7,156.0
576387-1,60.0
576395-1,98.0
576409-1,98.0
576425-1,399.0
576433-1,127.0
576441-1,100.0
576450-1,93.0
576450-2,110.0
576450-3,26.0
576468-1,219.0
576476-1,153.0
576492-1,201.0
576506-1,84.0
576522-1,74.0
576549-1,59.0
576557-1,82.0
576565-1,171.0
576573-1,125.0
576581-1,150.0
576590-1,265.0
576590-2,216.0
576590-3,345.0
576590-4,78.0
576603-1,115.0
576611-1,79.0
576620-1,125.0
576654-1,139.0
576654-2,47.0
576662-1,211.0
576671-1,351.0
576689-1,164.0
576701-1,452.0
576727-1,141.0
576735-1,48.0
576743-1,73.0
576751-1,160.0
576778-1,303.0
576778-2,95.0
576786-1,296.0
576794-1,57.0
576808-1,536.0
576808-2,77.0
576816-1,134.0
576824-1,88.0
576824-2,85.0
576824-3,65.0
576832-1,101.0
576841-1,107.0
576859-1,378.0
576859-2,277.0
576859-3,330.0
576859-4,338.0
576859-5,104.0
576859-6,54.0
576859-7,57.0
576859-8,67.0
576875-1,115.0
576883-1,200.0
576883-2,170.0
576883-3,254.0
576883-4,192.0
576883-5,228.0
576883-6,241.0
576891-1,81.0
576891-2,52.0
576891-3,28.0
576891-4,30.0
576891-5,41.0
576891-6,30.0
576921-1,200.0
576930-1,90.0
576948-1,58.0
576956-1,151.0
579025-1,31.0
579025-10,249.0
579025-11,191.0
579025-12,323.0
579025-13,245.0
579025-14,356.0
579025-15,217.0
579025-16,315.0
579025-17,322.0
579025-18,267.0
579025-19,226.0
579025-2,326.0
579025-20,264.0
579025-21,277.0
579025-22,311.0
579025-23,277.0
579025-24,318.0
579025-25,270.0
579025-26,237.0
579025-27,184.0
579025-28,84.0
579025-29,68.0
579025-3,402.0
579025-30,43.0
579025-31,106.0
579025-32,222.0
579025-33,90.0
579025-34,50.0
579025-35,102.0
579025-36,28.0
579025-4,228.0
579025-5,359.0
579025-6,228.0
579025-7,325.0
579025-8,219.0
579025-9,264.0
579041-1,340.0
579050-1,212.0
579068-1,341.0
579068-2,79.0
579076-1,57.0
579092-1,100.0
579106-1,129.0
579114-1,124.0
579114-2,125.0
579122-1,314.0
579149-1,80.0
579157-1,190.0
579157-2,51.0
579165-1,216.0
579173-1,116.0
579181-1,139.0
579190-1,175.0
579203-1,264.0
579203-10,388.0
579203-11,318.0
579203-12,408.0
579203-13,179.0
579203-14,146.0
579203-15,57.0
579203-16,114.0
579203-17,246.0
579203-2,128.0
579203-3,224.0
579203-4,289.0
579203-5,372.0
579203-6,316.0
579203-7,282.0
579203-8,218.0
579203-9,273.0
579211-1,235.0
579211-2,55.0
579220-1,280.0
579238-1,138.0
579254-1,106.0
579262-1,322.0
579271-1,47.0
579271-2,35.0
579297-1,324.0
579297-2,249.0
579297-3,290.0
579297-4,240.0
579301-1,68.0
579319-1,256.0
579327-1,127.0
579335-1,112.0
579335-2,62.0
579351-1,283.0
579378-1,160.0
579386-1,76.0
579394-1,144.0
579408-1,103.0
579416-1,80.0
579424-1,188.0
579432-1,137.0
579432-2,362.0
579441-1,97.0
579475-1,144.0
579483-1,59.0
579505-1,80.0
579513-1,512.0
579530-1,63.0
579548-1,604.0
579556-1,252.0
579556-2,49.0
579556-3,25.0
579564-1,199.0
579581-1,270.0
579581-2,92.0
579599-1,319.0
579602-1,163.0
579629-1,254.0
579637-1,319.0
579637-2,261.0
579637-3,333.0
579645-1,86.0
579645-2,167.0
579645-3,98.0
579645-4,157.0
579661-1,197.0
579696-1,120.0
579726-1,108.0
579734-1,530.0
579742-1,494.0
579751-1,28.0
579769-1,140.0
579777-1,261.0
579777-2,186.0
579777-3,199.0
579777-4,254.0
579777-5,342.0
579777-6,91.0
579785-1,294.0
579785-2,116.0
579793-1,75.0
579815-1,138.0
579815-2,158.0
579815-3,71.0
579823-1,155.0
579831-1,106.0
579858-1,298.0
579858-10,564.0
579858-2,371.0
579858-3,271.0
579858-4,268.0
579858-5,191.0
579858-6,263.0
579858-7,203.0
579858-8,345.0
579858-9,594.0
579866-1,59.0
579874-1,317.0
579874-2,237.0
579874-3,136.0
579874-4,60.0
