id,votes
503916-1,148.0
506664-1,106.0
530085-1,25.0
530123-1,61.0
530131-1,72.0
530140-1,67.0
530182-1,121.0
530221-1,50.0
530239-1,24.0
530247-1,57.0
530271-1,16.0
530280-1,78.0
530328-1,72.0
530336-1,83.0
530361-1,22.0
530379-1,69.0
538183-1,41.0
539716-1,74.0
539741-1,214.0
539783-1,130.0
539821-1,112.0
539929-1,24.0
539937-1,66.0
539945-1,84.0
540056-1,37.0
540064-1,52.0
540102-1,32.0
540137-1,31.0
540200-1,33.0
540251-1,58.0
540269-1,84.0
540293-1,52.0
540307-1,33.0
540340-1,130.0
540412-1,83.0
540421-1,41.0
540463-1,18.0
540528-1,54.0
540561-1,335.0
540617-1,46.0
540633-1,51.0
540641-1,111.0
540668-1,68.0
540676-1,62.0
540692-1,47.0
540706-1,35.0
540722-1,115.0
540803-1,24.0
540927-1,24.0
541001-1,31.0
541061-1,76.0
541095-1,54.0
541141-1,40.0
541150-1,253.0
541176-1,173.0
541192-1,60.0
541290-1,20.0
541290-2,27.0
541290-3,12.0
541362-1,68.0
541401-1,57.0
541435-1,37.0
541443-1,56.0
541460-1,28.0
541486-1,40.0
541494-1,74.0
541532-1,67.0
541559-1,33.0
541605-1,70.0
541621-1,103.0
541664-1,99.0
541681-1,36.0
541702-1,129.0
541745-1,46.0
541753-1,67.0
541788-1,91.0
541796-1,42.0
541826-1,42.0
541842-1,43.0
541851-1,40.0
541869-1,40.0
541885-1,91.0
541915-1,75.0
541923-1,69.0
541931-1,48.0
541958-1,69.0
542024-1,48.0
542059-1,26.0
542083-1,36.0
542091-1,53.0
542148-1,85.0
542156-1,67.0
542172-1,75.0
542296-1,66.0
545970-1001,135.0
545970-1002,359.0
545970-1003,438.0
545970-1004,375.0
545970-1005,379.0
545970-1006,519.0
545970-1007,66.0
545970-1008,169.0
545970-1009,203.0
545970-1010,239.0
545970-1011,135.0
545970-1012,120.0
545970-1013,284.0
545970-1014,222.0
545970-1015,216.0
545970-1016,240.0
545970-1017,204.0
545970-1018,141.0
545970-1019,185.0
545970-1020,245.0
545970-1021,129.0
545970-1022,447.0
545970-1023,381.0
545970-1024,168.0
545970-1025,163.0
545970-1026,250.0
545970-1027,187.0
545970-1028,239.0
545970-1029,151.0
545970-1030,204.0
545970-1031,129.0
545970-1032,196.0
545970-1033,197.0
545970-1034,149.0
545970-1035,201.0
545970-1036,170.0
545970-1037,192.0
545970-1038,207.0
545970-1039,180.0
545970-1040,187.0
545970-1041,248.0
545970-1042,191.0
545970-1043,205.0
545970-1044,186.0
545970-1045,214.0
545970-1046,194.0
545970-1047,187.0
545970-1048,151.0
545970-1049,158.0
545970-1050,206.0
545970-1051,324.0
545970-1052,286.0
545970-1053,388.0
545970-1054,234.0
545970-1055,374.0
545970-1056,564.0
545988-2001,159.0
545988-2002,240.0
545988-2003,179.0
545988-2004,154.0
545988-2005,243.0
545988-2006,228.0
545988-2007,338.0
545988-2008,163.0
545988-2009,264.0
545988-2010,394.0
545988-2011,334.0
545988-2012,437.0
545988-2013,282.0
545988-2014,307.0
545988-2015,257.0
545988-2016,238.0
545988-2017,192.0
545988-2018,182.0
545988-2019,186.0
545988-2020,261.0
545988-2021,152.0
545988-2022,194.0
545988-2023,181.0
545988-2024,290.0
545988-2025,207.0
545988-2026,231.0
545988-2027,273.0
545988-2028,354.0
545988-2029,481.0
545988-2030,321.0
545988-2031,618.0
545988-2032,476.0
545988-2033,237.0
545988-2034,345.0
546003-3001,266.0
546003-3002,63.0
546003-3003,115.0
546003-3004,169.0
546003-3005,212.0
546003-3006,106.0
546003-3007,149.0
546003-3008,192.0
546003-3009,223.0
546003-3010,169.0
546003-3011,128.0
546003-3012,114.0
546003-3013,158.0
546003-3014,129.0
546003-3015,375.0
546003-3016,210.0
546003-3017,166.0
546003-3018,97.0
546003-3019,130.0
546003-3020,206.0
546003-3021,238.0
546003-3022,174.0
546003-3023,193.0
546003-3024,201.0
546003-3025,219.0
546003-3026,161.0
546003-3027,145.0
546003-3028,141.0
546003-3029,196.0
546003-3030,165.0
546003-3031,134.0
546003-3032,149.0
546003-3033,204.0
546003-3034,176.0
546003-3035,106.0
546003-3036,240.0
546003-3037,153.0
546003-3038,128.0
546003-3039,170.0
546003-3040,170.0
546003-3041,158.0
546003-3042,251.0
546003-3043,36.0
546003-3044,195.0
546003-3045,350.0
546003-3046,234.0
546003-3047,192.0
546003-3048,195.0
546003-3049,122.0
546003-3050,156.0
546003-3051,224.0
546003-3052,141.0
546003-3053,340.0
546003-3054,130.0
546003-3055,231.0
546003-3056,301.0
546003-3057,221.0
546003-3058,246.0
546003-3059,189.0
546003-3060,338.0
546003-3061,492.0
546003-3062,480.0
546003-3063,418.0
546208-4001,264.0
546208-4002,213.0
546208-4003,203.0
546208-4004,309.0
546208-4005,239.0
546208-4006,137.0
546208-4007,270.0
546208-4008,239.0
546208-4009,190.0
546208-4010,324.0
546208-4011,359.0
546208-4012,296.0
546208-4013,246.0
546208-4014,343.0
546208-4015,242.0
546208-4016,162.0
546208-4017,227.0
546208-4018,170.0
546208-4019,318.0
546208-4020,291.0
546208-4021,284.0
546208-4022,592.0
546208-4023,377.0
546208-4024,185.0
546208-4025,504.0
546372-1,80.0
546399-1,51.0
546411-1,81.0
546488-1,62.0
546526-1,109.0
546534-1,94.0
546551-1,88.0
551686-1,52.0
553425-1,359.0
553425-10,256.0
553425-11,256.0
553425-12,62.0
553425-2,225.0
553425-3,197.0
553425-4,236.0
553425-5,281.0
553425-6,163.0
553425-7,216.0
553425-8,230.0
553425-9,258.0
553433-1,120.0
553441-1,215.0
553441-2,120.0
553450-1,233.0
553450-2,45.0
553450-3,79.0
553450-4,25.0
553450-5,35.0
553506-1,39.0
553514-1,74.0
553522-1,39.0
553531-1,50.0
553531-2,54.0
553549-1,107.0
553549-2,55.0
553549-3,40.0
553557-1,123.0
553565-1,18.0
553573-1,39.0
553581-1,128.0
553590-1,105.0
553603-1,18.0
553611-1,176.0
553620-1,75.0
553654-1,181.0
553654-2,230.0
553654-3,230.0
553654-4,220.0
553654-5,236.0
553654-6,42.0
553662-1,79.0
553671-1,255.0
553671-2,258.0
553671-3,277.0
553671-4,221.0
553671-5,47.0
553671-6,29.0
553671-7,29.0
553689-1,177.0
553689-2,63.0
553727-1,38.0
553735-1,225.0
553743-1,157.0
553751-1,129.0
553778-1,24.0
553786-1,242.0
553786-10,32.0
553786-2,230.0
553786-3,360.0
553786-4,247.0
553786-5,115.0
553786-6,20.0
553786-7,40.0
553786-8,119.0
553786-9,35.0
553794-1,364.0
553816-1,271.0
553824-1,278.0
553832-1,46.0
553841-1,124.0
553859-1,42.0
553867-1,42.0
553891-1,100.0
553891-2,52.0
553913-1,188.0
553913-2,91.0
553921-1,35.0
553930-1,41.0
553948-1,151.0
553948-2,42.0
553956-1,45.0
553981-1,343.0
553999-1,60.0
554006-1,44.0
554022-1,41.0
554031-1,78.0
554057-1,63.0
554073-1,199.0
554081-1,50.0
554090-1,64.0
554111-1,125.0
554111-2,169.0
554120-1,167.0
554138-1,312.0
554154-1,102.0
554189-1,35.0
554201-1,22.0
554251-1,80.0
554260-1,51.0
554260-2,38.0
554260-3,26.0
554278-1,86.0
554294-1,382.0
554294-2,372.0
554294-3,93.0
554294-4,28.0
554294-5,54.0
554316-1,101.0
554341-1,154.0
554359-1,146.0
554383-1,131.0
554391-1,37.0
554405-1,46.0
554413-1,69.0
554421-1,42.0
554448-1,31.0
554456-1,165.0
554464-1,69.0
554464-2,43.0
554464-3,45.0
554464-4,52.0
554464-5,110.0
554472-1,61.0
554731-5001,584.0
554758-6001,654.0
554766-7001,340.0
554774-8001,566.0
555771-1,387.0
555771-10,337.0
555771-11,469.0
555771-12,295.0
555771-13,345.0
555771-14,373.0
555771-15,332.0
555771-16,90.0
555771-17,49.0
555771-18,29.0
555771-19,33.0
555771-2,327.0
555771-20,118.0
555771-21,104.0
555771-22,31.0
555771-23,48.0
555771-24,53.0
555771-25,118.0
555771-26,50.0
555771-27,53.0
555771-28,29.0
555771-3,321.0
555771-4,456.0
555771-5,365.0
555771-6,644.0
555771-7,576.0
555771-8,125.0
555771-9,182.0
555797-1,147.0
555797-2,44.0
555797-3,34.0
555801-1,214.0
555801-2,67.0
555835-1,92.0
555835-2,28.0
555835-3,26.0
555835-4,18.0
555835-5,52.0
555894-1,76.0
555894-2,35.0
555941-1,98.0
555941-2,58.0
555941-3,26.0
556041-1,131.0
556041-2,40.0
556041-3,55.0
556068-1,128.0
556076-1,249.0
556084-1,106.0
556106-1,307.0
556181-1,286.0
556203-1,160.0
556254-1,341.0
556254-10,54.0
556254-11,30.0
556254-2,283.0
556254-3,305.0
556254-4,290.0
556254-5,61.0
556254-6,24.0
556254-7,32.0
556254-8,42.0
556254-9,31.0
556301-1,233.0
556301-2,53.0
556301-3,68.0
556301-4,31.0
556301-5,61.0
556319-1,72.0
556319-2,27.0
556319-3,34.0
556335-1,109.0
556335-2,36.0
556335-3,27.0
556335-4,20.0
556335-5,29.0
556343-1,51.0
556378-1,193.0
556386-1,69.0
556386-2,86.0
556394-1,375.0
556394-2,177.0
556432-1,441.0
556467-1,224.0
556467-2,55.0
556467-3,41.0
556467-4,46.0
556467-5,29.0
556467-6,24.0
556467-7,23.0
556467-8,16.0
556505-1,75.0
556629-1,88.0
556629-2,70.0
556637-1,149.0
556637-2,31.0
556637-3,47.0
556637-4,39.0
556637-5,43.0
556637-6,30.0
556718-1,146.0
556718-2,41.0
556718-3,47.0
556718-4,44.0
556718-5,31.0
556726-1,72.0
556734-1,73.0
556734-2,31.0
556734-3,21.0
556751-1,135.0
556751-2,62.0
556751-3,18.0
556751-4,26.0
556751-5,24.0
556751-6,31.0
556751-7,40.0
556815-1,125.0
556831-1,377.0
556831-2,330.0
556831-3,393.0
556831-4,70.0
556831-5,46.0
556831-6,73.0
556912-1,108.0
556912-2,40.0
556912-3,18.0
556912-4,36.0
556921-1,137.0
556921-2,51.0
556955-1,240.0
556955-2,46.0
556955-3,31.0
556955-4,45.0
556955-5,29.0
556955-6,52.0
556955-7,41.0
556955-8,31.0
557005-1,100.0
557005-2,44.0
557005-3,35.0
557005-4,19.0
557005-5,54.0
557013-1,109.0
557013-2,30.0
557013-3,59.0
557021-1,90.0
557081-1,59.0
557099-1,116.0
557111-1,138.0
557129-1,86.0
557137-1,425.0
557153-1,55.0
557153-10,411.0
557153-11,291.0
557153-2,140.0
557153-3,52.0
557153-4,391.0
557153-5,319.0
557153-6,319.0
557153-7,326.0
557153-8,418.0
557153-9,367.0
557161-1,123.0
557200-1,27.0
557200-2,32.0
557200-3,46.0
557200-4,398.0
557200-5,33.0
557200-6,23.0
557366-1,46.0
557366-2,48.0
557366-3,47.0
557366-4,114.0
557374-1,69.0
557382-1,96.0
557382-2,41.0
557382-3,33.0
557455-1,111.0
557455-2,108.0
557455-3,133.0
557463-1,99.0
557463-2,26.0
557528-1,405.0
557528-2,53.0
557528-3,71.0
