id,votes
500101-1,40.0
500127-1,40.0
506486-1,122.0
506494-1,133.0
506621-1,45.0
511587-1,119.0
537845-1,59.0
537870-1,173.0
537918-1,536.0
537926-1,318.0
537934-1,95.0
537969-1,317.0
538001-1,144.0
538019-1,118.0
538027-1,69.0
538116-1,134.0
538159-1,194.0
538337-1,210.0
538396-1,126.0
538434-1,416.0
538591-1,362.0
538663-1,51.0
538795-1,162.0
538817-1,68.0
538868-1,93.0
538906-1,80.0
538922-1,74.0
539023-1,141.0
539074-1,50.0
539112-1,143.0
539279-1,250.0
539279-2,188.0
539279-3,155.0
539376-1,46.0
539431-1,125.0
539473-1,42.0
539481-1,141.0
539538-1,48.0
539554-1,57.0
539619-1,53.0
551651-1,104.0
554481-1,179.0
554481-10,206.0
554481-11,134.0
554481-12,172.0
554481-13,212.0
554481-14,328.0
554481-15,262.0
554481-16,348.0
554481-17,189.0
554481-18,163.0
554481-19,209.0
554481-2,207.0
554481-20,199.0
554481-21,207.0
554481-22,109.0
554481-23,89.0
554481-24,85.0
554481-25,188.0
554481-26,190.0
554481-27,350.0
554481-28,31.0
554481-29,219.0
554481-3,217.0
554481-30,319.0
554481-31,53.0
554481-32,242.0
554481-33,182.0
554481-4,145.0
554481-5,134.0
554481-6,153.0
554481-7,260.0
554481-8,214.0
554481-9,211.0
554499-1,207.0
554499-10,195.0
554499-11,234.0
554499-12,145.0
554499-13,72.0
554499-14,56.0
554499-2,124.0
554499-3,246.0
554499-4,135.0
554499-5,87.0
554499-6,166.0
554499-7,267.0
554499-8,211.0
554499-9,209.0
554502-1,290.0
554511-1,328.0
554529-1,124.0
554529-2,308.0
554529-3,312.0
554529-4,306.0
554529-5,423.0
554529-6,166.0
554545-1,378.0
554553-1,197.0
554553-2,119.0
554553-3,85.0
554596-1,65.0
554600-1,320.0
554618-1,176.0
554626-1,182.0
554634-1,170.0
554634-2,292.0
554642-1,249.0
554642-10,217.0
554642-11,204.0
554642-12,165.0
554642-13,189.0
554642-14,213.0
554642-15,251.0
554642-16,185.0
554642-17,164.0
554642-2,223.0
554642-3,22.0
554642-4,192.0
554642-5,110.0
554642-6,137.0
554642-7,165.0
554642-8,207.0
554642-9,230.0
554651-1,75.0
554677-1,69.0
554693-1,96.0
554707-1,120.0
554740-1,349.0
554812-1,414.0
554855-1,88.0
554880-1,242.0
554961-1,254.0
554961-10,155.0
554961-11,213.0
554961-12,169.0
554961-13,224.0
554961-14,271.0
554961-15,190.0
554961-16,152.0
554961-17,175.0
554961-18,259.0
554961-19,194.0
554961-2,215.0
554961-20,223.0
554961-21,257.0
554961-22,312.0
554961-23,235.0
554961-24,283.0
554961-25,189.0
554961-26,261.0
554961-27,191.0
554961-28,185.0
554961-29,240.0
554961-3,74.0
554961-30,325.0
554961-31,282.0
554961-32,311.0
554961-33,199.0
554961-34,112.0
554961-35,173.0
554961-36,247.0
554961-37,238.0
554961-38,222.0
554961-39,213.0
554961-4,131.0
554961-40,313.0
554961-41,264.0
554961-42,437.0
554961-43,288.0
554961-44,284.0
554961-45,296.0
554961-46,317.0
554961-47,328.0
554961-48,361.0
554961-49,84.0
554961-5,138.0
554961-50,296.0
554961-6,195.0
554961-7,113.0
554961-8,220.0
554961-9,203.0
554979-1,199.0
554995-1,269.0
555029-1,459.0
555045-1,120.0
555169-1,140.0
555185-1,462.0
555207-1,193.0
555215-1,143.0
555215-2,203.0
555215-3,258.0
555258-1,294.0
555304-1,99.0
555347-1,172.0
555363-1,239.0
555380-1,177.0
555380-10,29.0
555380-11,113.0
555380-12,191.0
555380-13,68.0
555380-2,125.0
555380-3,185.0
555380-4,186.0
555380-5,117.0
555380-6,179.0
555380-7,137.0
555380-8,148.0
555380-9,77.0
555398-1,267.0
555398-2,367.0
555398-3,298.0
555398-4,170.0
555428-1,370.0
555428-10,344.0
555428-11,272.0
555428-12,257.0
555428-13,286.0
555428-14,450.0
555428-2,286.0
555428-3,226.0
555428-4,233.0
555428-5,238.0
555428-6,184.0
555428-7,246.0
555428-8,284.0
555428-9,335.0
555444-1,104.0
555452-1,169.0
555479-1,83.0
555525-1,123.0
555533-1,320.0
555533-2,70.0
555550-1,173.0
555584-1,98.0
555584-2,32.0
555592-1,174.0
555614-1,171.0
555622-1,109.0
555631-1,139.0
555631-2,199.0
555631-3,225.0
555657-1,286.0
555657-2,226.0
555657-3,219.0
555681-1,156.0
555690-1,100.0
555703-1,157.0
555711-1,94.0
555738-1,102.0
555738-2,72.0
555762-1,251.0
555762-2,277.0
556947-1,214.0
560286-1,284.0
560286-10,184.0
560286-11,205.0
560286-12,233.0
560286-13,240.0
560286-14,441.0
560286-15,295.0
560286-16,320.0
560286-17,189.0
560286-18,241.0
560286-19,335.0
560286-2,278.0
560286-3,191.0
560286-4,249.0
560286-5,176.0
560286-6,199.0
560286-7,298.0
560286-8,221.0
560286-9,183.0
560294-1,258.0
560294-2,328.0
560308-1,154.0
560316-1,300.0
560324-1,192.0
560332-1,57.0
560341-1,92.0
560359-1,216.0
560359-2,213.0
560359-3,152.0
560359-4,168.0
560359-5,216.0
560367-1,335.0
560367-2,289.0
560367-3,232.0
560367-4,317.0
560375-1,78.0
560383-1,261.0
560383-10,234.0
560383-11,82.0
560383-2,258.0
560383-3,281.0
560383-4,391.0
560383-5,192.0
560383-6,260.0
560383-7,190.0
560383-8,275.0
560383-9,219.0
560413-1,129.0
560421-1,106.0
560456-1,209.0
560464-1,228.0
560472-1,260.0
560472-2,196.0
560472-3,204.0
560472-4,200.0
560472-5,175.0
560472-6,199.0
560472-7,112.0
560472-8,115.0
560499-1,284.0
560499-2,279.0
560499-3,226.0
560499-4,301.0
560499-5,101.0
560502-1,150.0
560537-1,399.0
560537-2,433.0
560545-1,279.0
560561-1,40.0
560570-1,138.0
560570-2,146.0
560570-3,58.0
560570-4,195.0
560588-1,205.0
560588-2,119.0
560596-1,44.0
560600-1,287.0
560600-2,180.0
560600-3,46.0
560618-1,58.0
560642-1,236.0
560651-1,98.0
560677-1,106.0
560685-1,238.0
560707-1,77.0
566675-1,45.0
577979-1,60.0
578002-1,57.0
578011-1,33.0
578029-1,116.0
578045-1,100.0
579360-1,85.0
