OKRSEK,STRANA,HLASY,batch
5,1,282,6
5,2,13,6
5,3,127,6
5,4,58,6
5,5,34,6
5,6,51,6
5,7,85,6
7,1,377,14
7,2,18,14
7,3,74,14
7,4,305,14
7,5,67,14
7,6,90,14
7,7,9,14
11,1,375,14
11,2,88,14
11,3,103,14
11,4,190,14
11,5,54,14
11,6,77,14
11,7,19,14
8,1,305,18
8,2,134,18
8,3,148,18
8,4,154,18
8,5,287,18
8,6,213,18
8,7,291,18
10,1,294,21
10,2,84,21
10,3,133,21
10,4,54,21
10,5,94,21
10,6,172,21
10,7,50,21
9,1,407,22
9,2,102,22
9,3,158,22
9,4,172,22
9,5,206,22
9,6,118,22
9,7,123,22
6,1,528,25
6,2,249,25
6,3,616,25
6,4,315,25
6,5,238,25
6,6,542,25
6,7,247,25
2,1,1302,35
2,2,456,35
2,3,651,35
2,4,447,35
2,5,618,35
2,6,374,35
2,7,353,35
3,1,1078,36
3,2,625,36
3,3,510,36
3,4,318,36
3,5,406,36
3,6,385,36
3,7,390,36
4,1,1766,37
4,2,485,37
4,3,607,37
4,4,598,37
4,5,642,37
4,6,522,37
4,7,378,37
1,1,951,40
1,2,625,40
1,3,628,40
1,4,492,40
1,5,572,40
1,6,592,40
1,7,463,40
