OKRSEK,STRANA,HLASY,batch
7,1,62,20
7,2,61,20
7,3,140,20
7,4,729,20
7,5,111,20
7,6,90,20
7,7,23,20
7,8,133,20
7,9,135,20
3,1,1114,40
3,2,1059,40
3,3,1909,40
3,4,986,40
3,5,611,40
3,6,829,40
3,7,705,40
3,8,747,40
3,9,1047,40
1,1,394,40
1,2,203,40
1,3,595,40
1,4,943,40
1,5,435,40
1,6,470,40
1,7,500,40
1,8,338,40
1,9,204,40
2,1,732,46
2,2,424,46
2,3,703,46
2,4,772,46
2,5,438,46
2,6,710,46
2,7,648,46
2,8,491,46
2,9,539,46
4,1,431,50
4,2,335,50
4,3,1696,50
4,4,1023,50
4,5,484,50
4,6,821,50
4,7,558,50
4,8,625,50
4,9,962,50
6,1,407,57
6,2,613,57
6,3,1526,57
6,4,1243,57
6,5,522,57
6,6,852,57
6,7,713,57
6,8,693,57
6,9,709,57
5,1,552,58
5,2,600,58
5,3,1701,58
5,4,1473,58
5,5,538,58
5,6,1013,58
5,7,672,58
5,8,679,58
5,9,954,58
